sample_index,subject,true_class,pseudo_class,reliability,selected,before_pc1,before_pc2,after_pc1,after_pc2
30,13,2,2,0.9999003410339355,1,-0.3601751923561096,-0.6650018692016602,-2.995574474334717,4.936180114746094
31,13,2,2,0.999900221824646,1,-0.35910654067993164,-0.6636691093444824,-2.995654582977295,4.935970306396484
32,13,2,2,0.999900221824646,1,-0.35955488681793213,-0.6620254516601562,-2.995727300643921,4.935803413391113
33,13,2,2,0.9999003410339355,1,-0.3607446551322937,-0.6594141721725464,-2.995788812637329,4.935646057128906
34,13,2,2,0.9999003410339355,1,-0.360249400138855,-0.6575624346733093,-2.995870590209961,4.935482025146484
35,13,2,2,0.999900221824646,1,-0.36021310091018677,-0.6546106934547424,-2.9959328174591064,4.9352874755859375
36,13,2,2,0.999900221824646,1,-0.36090755462646484,-0.6526718735694885,-2.996005058288574,4.935051918029785
37,13,2,2,0.9999002814292908,1,-0.3620988726615906,-0.6519240736961365,-2.996061086654663,4.934840202331543
38,13,2,2,0.9999002814292908,1,-0.36088842153549194,-0.652534544467926,-2.996121406555176,4.934576988220215
39,13,2,2,0.9999004006385803,1,-0.35943132638931274,-0.6537847518920898,-2.9961910247802734,4.93428897857666
40,13,2,2,0.9999002814292908,1,-0.36039984226226807,-0.6546790599822998,-2.9962430000305176,4.934014320373535
41,13,2,2,0.9999004006385803,1,-0.3603702187538147,-0.6570687294006348,-2.996309518814087,4.933773040771484
42,13,2,2,0.9999002814292908,1,-0.3595162034034729,-0.6611276268959045,-2.996380567550659,4.933511734008789
43,13,2,2,0.9999004006385803,1,-0.3570917248725891,-0.6632299423217773,-2.9964582920074463,4.933208465576172
44,13,2,2,0.9999002814292908,1,-0.3546530604362488,-0.6632754802703857,-2.9965248107910156,4.932925224304199
45,13,2,2,0.9999002814292908,1,-0.35100269317626953,-0.6635241508483887,-2.996593952178955,4.93270206451416
46,13,2,2,0.9999004602432251,1,-0.34875744581222534,-0.6637841463088989,-2.996645212173462,4.932497024536133
47,13,2,2,0.9999002814292908,1,-0.34846556186676025,-0.6629142761230469,-2.9966721534729004,4.932323455810547
48,13,2,2,0.9999002814292908,1,-0.3458526134490967,-0.6619149446487427,-2.996697187423706,4.932252883911133
49,13,2,2,0.9999002814292908,1,-0.34161800146102905,-0.6608266830444336,-2.9967291355133057,4.932231903076172
50,13,2,2,0.9999002814292908,1,-0.3358091711997986,-0.6594908833503723,-2.9967665672302246,4.932217597961426
51,13,2,2,0.9999004602432251,1,-0.3291260600090027,-0.6581242084503174,-2.9967939853668213,4.932239532470703
52,13,2,2,0.9999002814292908,1,-0.32097864151000977,-0.6558347344398499,-2.996833086013794,4.932376861572266
53,13,2,2,0.9999002814292908,1,-0.3124276399612427,-0.6549880504608154,-2.9968838691711426,4.932613372802734
54,13,2,2,0.9999004006385803,1,-0.3026096820831299,-0.6543869376182556,-2.9969284534454346,4.932783126831055
55,13,2,2,0.9999004006385803,1,-0.2908783257007599,-0.6548078656196594,-2.99697208404541,4.933050155639648
56,13,2,2,0.9999002814292908,1,-0.27997371554374695,-0.6541930437088013,-2.997012138366699,4.933321952819824
57,13,2,2,0.9999002814292908,1,-0.2671734094619751,-0.6550945043563843,-2.9970738887786865,4.933584213256836
58,13,2,2,0.9999002814292908,1,-0.25311875343322754,-0.6574056148529053,-2.997143030166626,4.933876037597656
59,13,2,2,0.999900221824646,1,-0.240406796336174,-0.6617709398269653,-2.997180938720703,4.934098243713379
60,13,2,2,0.999900221824646,1,-0.22640322148799896,-0.665597140789032,-2.9972100257873535,4.9343156814575195
61,13,2,2,0.9999004006385803,1,-0.2139134258031845,-0.6703923940658569,-2.9972376823425293,4.934537887573242
62,13,2,2,0.9999003410339355,1,-0.20318865776062012,-0.6749451160430908,-2.997262477874756,4.93474006652832
63,13,2,2,0.999900221824646,1,-0.19126875698566437,-0.6794067621231079,-2.997274398803711,4.934867858886719
64,13,2,2,0.999900221824646,1,-0.18189097940921783,-0.6827947497367859,-2.9972848892211914,4.934957504272461
65,13,2,2,0.999900221824646,1,-0.17436525225639343,-0.6854475736618042,-2.9972832202911377,4.935029983520508
66,13,2,2,0.999900221824646,1,-0.16726943850517273,-0.6881694197654724,-2.9972612857818604,4.935061454772949
67,13,2,2,0.999900221824646,1,-0.16198836266994476,-0.6911060214042664,-2.9972338676452637,4.935075759887695
68,13,2,2,0.999900221824646,1,-0.15950071811676025,-0.6948104500770569,-2.9971847534179688,4.935051918029785
69,13,2,2,0.999900221824646,1,-0.1553918570280075,-0.700344979763031,-2.997176170349121,4.93498420715332
70,13,2,2,0.999900221824646,1,-0.1511794626712799,-0.7066755294799805,-2.9971837997436523,4.934963226318359
71,13,2,2,0.999900221824646,1,-0.14953044056892395,-0.7087533473968506,-2.9971799850463867,4.934957504272461
72,13,2,2,0.999900221824646,1,-0.14900924265384674,-0.7104964256286621,-2.997174024581909,4.934986114501953
73,13,2,2,0.999900221824646,1,-0.14676553010940552,-0.7120462656021118,-2.9971892833709717,4.935044288635254
74,13,2,2,0.999900221824646,1,-0.14472660422325134,-0.7125344276428223,-2.9972152709960938,4.9351043701171875
75,13,2,2,0.999900221824646,1,-0.14426979422569275,-0.712541401386261,-2.997246742248535,4.935159683227539
76,13,2,2,0.999900221824646,1,-0.1459471881389618,-0.7130438089370728,-2.9972643852233887,4.935253143310547
77,13,2,2,0.999900221824646,1,-0.1458098143339157,-0.7107325196266174,-2.9972071647644043,4.9352521896362305
78,13,2,2,0.999900221824646,1,-0.14654994010925293,-0.7066253423690796,-2.9971060752868652,4.935153961181641
79,13,2,2,0.999900221824646,1,-0.14742052555084229,-0.7020745873451233,-2.997006416320801,4.935029029846191
80,13,2,2,0.9999001622200012,1,-0.1468736231327057,-0.6969109177589417,-2.9968812465667725,4.934844970703125
81,13,2,2,0.9999001622200012,1,-0.14702224731445312,-0.6908254027366638,-2.996735095977783,4.934547424316406
82,13,2,2,0.9999001622200012,1,-0.14755986630916595,-0.686000645160675,-2.9965693950653076,4.934247016906738
83,13,2,2,0.9999002814292908,1,-0.15059012174606323,-0.6776214241981506,-2.996377944946289,4.933908462524414
84,13,2,2,0.9999002814292908,1,-0.15372300148010254,-0.6675925850868225,-2.9962079524993896,4.933574676513672
85,13,2,2,0.9999001622200012,1,-0.15938207507133484,-0.6567983031272888,-2.9960200786590576,4.9332170486450195
86,13,2,2,0.9999001622200012,1,-0.16413289308547974,-0.6468439102172852,-2.995854377746582,4.9328460693359375
87,13,2,2,0.9999002814292908,1,-0.16671407222747803,-0.6401975154876709,-2.9957380294799805,4.932521820068359
88,13,2,2,0.9999001622200012,1,-0.16902554035186768,-0.6352332234382629,-2.9956276416778564,4.932168006896973
89,13,2,2,0.9999001622200012,1,-0.17213930189609528,-0.6294064521789551,-2.9955310821533203,4.931793212890625
90,13,2,2,0.9999001622200012,1,-0.17621922492980957,-0.6229355335235596,-2.9954535961151123,4.93142032623291
91,13,2,2,0.9999001622200012,1,-0.18089550733566284,-0.6164901852607727,-2.99536395072937,4.9310407638549805
92,13,2,2,0.9999001622200012,1,-0.18453262746334076,-0.6111466884613037,-2.9952964782714844,4.930635452270508
93,13,2,2,0.9999001622200012,1,-0.1895231306552887,-0.6058517694473267,-2.995199680328369,4.930139541625977
94,13,2,2,0.9999001622200012,1,-0.19364966452121735,-0.6019408106803894,-2.9951047897338867,4.929601669311523
95,13,2,2,0.9999001622200012,1,-0.19516685605049133,-0.5990743041038513,-2.9950554370880127,4.9291582107543945
96,13,2,2,0.9999001622200012,1,-0.1963355988264084,-0.5982502102851868,-2.9950690269470215,4.928910255432129
97,13,2,2,0.999900221824646,1,-0.1975552886724472,-0.6002750992774963,-2.9950718879699707,4.92868709564209
98,13,2,2,0.999900221824646,1,-0.1987169235944748,-0.6034742593765259,-2.995030164718628,4.928400039672852
99,13,2,2,0.9999001622200012,1,-0.19735802710056305,-0.6090260148048401,-2.994983434677124,4.928079605102539
100,13,2,2,0.9999001622200012,1,-0.19772440195083618,-0.6153674721717834,-2.994971752166748,4.927773475646973
101,13,2,2,0.999900221824646,1,-0.19772779941558838,-0.6176129579544067,-2.994917869567871,4.927539825439453
102,13,2,2,0.9999001622200012,1,-0.1984543651342392,-0.6208325624465942,-2.9948816299438477,4.927316665649414
103,13,2,2,0.9999001622200012,1,-0.1996496170759201,-0.6246888041496277,-2.994840383529663,4.927053451538086
104,13,2,2,0.9999001622200012,1,-0.20251446962356567,-0.6280843615531921,-2.9947547912597656,4.926825523376465
105,13,2,2,0.9999001622200012,1,-0.20895378291606903,-0.6307429671287537,-2.994608163833618,4.9266252517700195
106,13,2,2,0.9999001622200012,1,-0.215515598654747,-0.6318551898002625,-2.9944610595703125,4.92628288269043
107,13,2,2,0.9999001622200012,1,-0.22288396954536438,-0.6326122283935547,-2.9942595958709717,4.925878524780273
108,13,2,2,0.9999001622200012,1,-0.22718578577041626,-0.633611798286438,-2.994020462036133,4.925409317016602
109,13,2,2,0.9999001622200012,1,-0.23076890408992767,-0.6348653435707092,-2.9937682151794434,4.924869537353516
110,13,2,2,0.999900221824646,1,-0.23462802171707153,-0.6375284194946289,-2.993513584136963,4.924317359924316
111,13,2,2,0.999900221824646,1,-0.2369854748249054,-0.6431111693382263,-2.993295431137085,4.923854827880859
112,13,2,2,0.999900221824646,1,-0.23786301910877228,-0.6512261033058167,-2.993049383163452,4.923535346984863
113,13,2,2,0.9999003410339355,1,-0.23687843978405,-0.6562076210975647,-2.992802858352661,4.923274993896484
114,13,2,2,0.999900221824646,1,-0.2348909080028534,-0.659155011177063,-2.9925105571746826,4.922882080078125
115,13,2,2,0.9999002814292908,1,-0.2342291623353958,-0.6610790491104126,-2.992205858230591,4.922459602355957
116,13,2,2,0.9999004006385803,1,-0.23341958224773407,-0.6629751920700073,-2.9919016361236572,4.922019004821777
117,13,2,2,0.9999002814292908,1,-0.23281869292259216,-0.6629722118377686,-2.9916205406188965,4.92161750793457
118,13,2,2,0.9999004602432251,1,-0.23361548781394958,-0.6625176668167114,-2.9913320541381836,4.921067237854004
119,13,2,2,0.9999004602432251,1,-0.23417463898658752,-0.6626005172729492,-2.9910480976104736,4.920436859130859
120,13,2,2,0.9999004602432251,1,-0.23434436321258545,-0.6651396155357361,-2.9908719062805176,4.920078277587891
121,13,2,2,0.9999005198478699,1,-0.2363479733467102,-0.66836017370224,-2.990757465362549,4.9199113845825195
122,13,2,2,0.9999005198478699,1,-0.23797735571861267,-0.6710649728775024,-2.990745782852173,4.91987419128418
123,13,2,2,0.9999005198478699,1,-0.24180538952350616,-0.6740924715995789,-2.9907217025756836,4.91969108581543
124,13,2,2,0.9999005198478699,1,-0.2497081607580185,-0.6742357611656189,-2.990589141845703,4.919159889221191
125,13,2,2,0.9999005198478699,1,-0.2584669589996338,-0.6694777607917786,-2.990434169769287,4.918394088745117
126,13,2,2,0.9999005794525146,1,-0.2680155634880066,-0.6611008644104004,-2.990299940109253,4.917631149291992
127,13,2,2,0.9999005794525146,1,-0.28105583786964417,-0.652362585067749,-2.990222930908203,4.916888236999512
128,13,2,2,0.9999005198478699,1,-0.29476398229599,-0.642105221748352,-2.990098714828491,4.916125297546387
129,13,2,2,0.9999005794525146,1,-0.30825865268707275,-0.6304330825805664,-2.989966630935669,4.9154205322265625
130,13,2,2,0.9999005794525146,1,-0.3203272223472595,-0.6166496872901917,-2.9898245334625244,4.91486930847168
131,13,2,2,0.9999005794525146,1,-0.3312719464302063,-0.6027550101280212,-2.989694595336914,4.914407730102539
132,13,2,2,0.9999006390571594,1,-0.34024882316589355,-0.592146098613739,-2.989549398422241,4.914223670959473
133,13,2,2,0.9999005198478699,1,-0.3471715450286865,-0.5801518559455872,-2.9893698692321777,4.9142045974731445
134,13,2,2,0.9999005198478699,1,-0.35232943296432495,-0.5713346600532532,-2.989219903945923,4.91423225402832
135,13,2,2,0.9999005794525146,1,-0.35591334104537964,-0.5641233325004578,-2.989090919494629,4.914240837097168
136,13,2,2,0.9999005794525146,1,-0.36012500524520874,-0.5559043884277344,-2.988927125930786,4.914177894592285
137,13,2,2,0.9999005794525146,1,-0.36455416679382324,-0.5470754504203796,-2.988771915435791,4.914141654968262
138,13,2,2,0.9999006986618042,1,-0.3692389726638794,-0.5359950661659241,-2.9886088371276855,4.913877487182617
139,13,2,2,0.9999006390571594,1,-0.37414872646331787,-0.5249001383781433,-2.98848819732666,4.913568496704102
140,13,2,2,0.9999005794525146,1,-0.3787285089492798,-0.514945387840271,-2.9883432388305664,4.913239479064941
141,13,2,2,0.9999006390571594,1,-0.3815842270851135,-0.5035920143127441,-2.9882752895355225,4.912891387939453
142,13,2,2,0.9999006390571594,1,-0.38376814126968384,-0.4934016764163971,-2.9883015155792236,4.912603378295898
143,13,2,2,0.9999005794525146,1,-0.3876574635505676,-0.4830431342124939,-2.9883124828338623,4.912151336669922
144,13,2,2,0.9999006390571594,1,-0.39077723026275635,-0.4733218848705292,-2.988295316696167,4.911664962768555
145,13,2,2,0.9999005794525146,1,-0.3939952254295349,-0.46357423067092896,-2.9882619380950928,4.911263465881348
146,13,2,2,0.9999006390571594,1,-0.39626336097717285,-0.45635318756103516,-2.9882116317749023,4.910856246948242
147,13,2,2,0.9999006390571594,1,-0.3981802463531494,-0.4507262110710144,-2.988175630569458,4.9102783203125
148,13,2,2,0.9999006390571594,1,-0.3978477120399475,-0.44693344831466675,-2.988133430480957,4.909921646118164
149,13,2,2,0.9999005794525146,1,-0.3959736227989197,-0.443480908870697,-2.9881653785705566,4.909548759460449
150,13,2,2,0.9999006390571594,1,-0.3936249017715454,-0.44060367345809937,-2.988225221633911,4.909412384033203
151,13,2,2,0.9999005198478699,1,-0.3911967873573303,-0.43690598011016846,-2.9882681369781494,4.909482002258301
152,13,2,2,0.9999006390571594,1,-0.3870221972465515,-0.43339455127716064,-2.9882912635803223,4.90959358215332
153,13,2,2,0.9999006390571594,1,-0.3820301294326782,-0.430147647857666,-2.988354206085205,4.9097490310668945
154,13,2,2,0.9999006390571594,1,-0.3766896724700928,-0.4266146123409271,-2.9884116649627686,4.909722328186035
155,13,2,2,0.9999006390571594,1,-0.3719862699508667,-0.4231221675872803,-2.9884231090545654,4.9096784591674805
156,13,2,2,0.9999006390571594,1,-0.36793583631515503,-0.42266449332237244,-2.9884426593780518,4.909699440002441
157,13,2,2,0.9999006390571594,1,-0.3650500178337097,-0.42109882831573486,-2.9884538650512695,4.909598350524902
158,13,2,2,0.9999006390571594,1,-0.3615315556526184,-0.42158353328704834,-2.988438606262207,4.909754753112793
159,13,2,2,0.9999006390571594,1,-0.3584024906158447,-0.42243754863739014,-2.988384485244751,4.910012245178223
160,13,2,2,0.9999006390571594,1,-0.3559373617172241,-0.42686522006988525,-2.98838210105896,4.910332679748535
161,13,2,2,0.9999006390571594,1,-0.3545369505882263,-0.4344565272331238,-2.988354206085205,4.910795211791992
162,13,2,2,0.9999006390571594,1,-0.3563939929008484,-0.44087517261505127,-2.9883625507354736,4.910982131958008
163,13,2,2,0.9999006986618042,1,-0.3591257929801941,-0.44651496410369873,-2.9883835315704346,4.911110877990723
164,13,2,2,0.9999006986618042,1,-0.36196136474609375,-0.45114731788635254,-2.9884393215179443,4.911262512207031
165,13,2,2,0.9999006986618042,1,-0.3627317547798157,-0.45709580183029175,-2.9885776042938232,4.911312103271484
166,13,2,2,0.9999006390571594,1,-0.3632551431655884,-0.4626952111721039,-2.9887819290161133,4.911298751831055
167,13,2,2,0.9999006390571594,1,-0.3634018898010254,-0.4684303104877472,-2.9890449047088623,4.911019325256348
168,13,2,2,0.9999006390571594,1,-0.3650076389312744,-0.4732604920864105,-2.9892849922180176,4.910688400268555
169,13,2,2,0.9999006390571594,1,-0.36627107858657837,-0.4769570231437683,-2.98950457572937,4.910270690917969
170,13,2,2,0.9999005794525146,1,-0.36787647008895874,-0.48025330901145935,-2.989658832550049,4.910198211669922
171,13,2,2,0.9999005794525146,1,-0.36870670318603516,-0.4848964214324951,-2.9898242950439453,4.909910202026367
172,13,2,2,0.9999005198478699,1,-0.36956608295440674,-0.4898455739021301,-2.9898898601531982,4.909915924072266
173,13,2,2,0.9999005198478699,1,-0.371088445186615,-0.49358734488487244,-2.9898791313171387,4.91041374206543
174,13,2,2,0.9999005198478699,1,-0.3731921911239624,-0.49468058347702026,-2.989816427230835,4.911161422729492
175,13,2,2,0.9999005794525146,1,-0.3753986358642578,-0.49469974637031555,-2.989793300628662,4.912008285522461
176,13,2,2,0.9999005794525146,1,-0.37764400243759155,-0.4957777261734009,-2.9897937774658203,4.913037300109863
177,13,2,2,0.9999005794525146,1,-0.3799787163734436,-0.49735763669013977,-2.9897987842559814,4.914361953735352
178,13,2,2,0.9999005794525146,1,-0.3814391493797302,-0.49777951836586,-2.9898622035980225,4.915677070617676
179,13,2,2,0.9999005794525146,1,-0.38276100158691406,-0.4997546970844269,-2.9899957180023193,4.9168548583984375
180,13,2,2,0.9999005794525146,1,-0.3843846917152405,-0.5034770369529724,-2.990116596221924,4.917933464050293
181,13,2,2,0.9999005794525146,1,-0.3859684467315674,-0.5078356266021729,-2.9902307987213135,4.918913841247559
182,13,2,2,0.9999005794525146,1,-0.3875483274459839,-0.5111225843429565,-2.9902853965759277,4.919520378112793
183,13,2,2,0.9999005794525146,1,-0.38850367069244385,-0.5160139203071594,-2.990328788757324,4.920180320739746
184,13,2,2,0.9999004602432251,1,-0.38926947116851807,-0.5218738317489624,-2.990358352661133,4.920831680297852
185,13,2,2,0.9999005794525146,1,-0.3901095986366272,-0.5283291935920715,-2.9903383255004883,4.921435356140137
186,13,2,2,0.9999005794525146,1,-0.3930765390396118,-0.5351660251617432,-2.9903156757354736,4.921875
187,13,2,2,0.9999005794525146,1,-0.39552974700927734,-0.5401574969291687,-2.9903223514556885,4.922356605529785
188,13,2,2,0.9999005794525146,1,-0.39662492275238037,-0.54457688331604,-2.9903666973114014,4.922785758972168
189,13,2,2,0.9999005794525146,1,-0.39696866273880005,-0.5481049418449402,-2.9904348850250244,4.923113822937012
190,13,2,2,0.9999005794525146,1,-0.39688974618911743,-0.5519394874572754,-2.9904932975769043,4.923469543457031
191,13,2,2,0.9999005794525146,1,-0.3978325128555298,-0.5556751489639282,-2.990506649017334,4.923876762390137
192,13,2,2,0.9999005794525146,1,-0.39810889959335327,-0.5607775449752808,-2.990520477294922,4.924248695373535
193,13,2,2,0.9999005198478699,1,-0.39956700801849365,-0.565514087677002,-2.9905028343200684,4.924598693847656
194,13,2,2,0.9999005794525146,1,-0.40090668201446533,-0.5694767832756042,-2.9904863834381104,4.924942970275879
195,13,2,2,0.9999005794525146,1,-0.40149492025375366,-0.5736298561096191,-2.99045729637146,4.925196647644043
196,13,2,2,0.9999005794525146,1,-0.40129709243774414,-0.5759494304656982,-2.990446090698242,4.925490379333496
197,13,2,2,0.9999005794525146,1,-0.4006653428077698,-0.5776691436767578,-2.99045991897583,4.92582893371582
198,13,2,2,0.9999005794525146,1,-0.3989548087120056,-0.5783748030662537,-2.990469455718994,4.926260948181152
199,13,2,2,0.9999005794525146,1,-0.3973228335380554,-0.5788389444351196,-2.99048113822937,4.926671028137207
200,13,2,2,0.9999005794525146,1,-0.3954960107803345,-0.5788295269012451,-2.990504026412964,4.927127838134766
201,13,2,2,0.9999005794525146,1,-0.3944060206413269,-0.5785199999809265,-2.990536689758301,4.927506446838379
202,13,2,2,0.9999005794525146,1,-0.3931257128715515,-0.5779818296432495,-2.990593433380127,4.927788734436035
203,13,2,2,0.9999005794525146,1,-0.3918057680130005,-0.5763648152351379,-2.9906983375549316,4.927935600280762
204,13,2,2,0.9999005794525146,1,-0.389895498752594,-0.5738427042961121,-2.9907917976379395,4.9279890060424805
205,13,2,2,0.9999005198478699,1,-0.38736122846603394,-0.5718996524810791,-2.9908668994903564,4.928007125854492
206,13,2,2,0.9999005794525146,1,-0.3834414482116699,-0.5705773234367371,-2.990952491760254,4.928028106689453
207,13,2,2,0.9999005794525146,1,-0.38006889820098877,-0.5697659850120544,-2.991011142730713,4.9280805587768555
208,13,2,2,0.9999005198478699,1,-0.3759267330169678,-0.569175124168396,-2.9910035133361816,4.928301811218262
209,13,2,2,0.9999005794525146,1,-0.37179702520370483,-0.57059645652771,-2.99104905128479,4.928511619567871
210,13,2,2,0.9999005794525146,1,-0.3676353096961975,-0.5721670389175415,-2.9911081790924072,4.928686141967773
211,13,2,2,0.9999005198478699,1,-0.3630027770996094,-0.5733283758163452,-2.991117000579834,4.928859710693359
212,13,2,2,0.9999005794525146,1,-0.3590834140777588,-0.5740662813186646,-2.991116762161255,4.92903995513916
213,13,2,2,0.9999005794525146,1,-0.3551468253135681,-0.57548987865448,-2.991100311279297,4.9292707443237305
214,13,2,2,0.9999005794525146,1,-0.35153526067733765,-0.5768044590950012,-2.991107702255249,4.929457664489746
215,13,2,2,0.9999005198478699,1,-0.3473411202430725,-0.5787039995193481,-2.99114727973938,4.929500579833984
216,13,2,2,0.9999005198478699,1,-0.3435556888580322,-0.5811749696731567,-2.991147756576538,4.929538726806641
217,13,2,2,0.9999005198478699,1,-0.3420403003692627,-0.5836676359176636,-2.991166830062866,4.929468154907227
218,13,2,2,0.9999005198478699,1,-0.3404619097709656,-0.5860228538513184,-2.991180419921875,4.929597854614258
219,13,2,2,0.9999005198478699,1,-0.33918070793151855,-0.5886629819869995,-2.9912116527557373,4.929633140563965
220,13,2,2,0.9999005198478699,1,-0.33857429027557373,-0.5917048454284668,-2.99125599861145,4.9297590255737305
221,13,2,2,0.9999005198478699,1,-0.3375283479690552,-0.5946460366249084,-2.9913318157196045,4.929847717285156
222,13,2,2,0.9999005198478699,1,-0.33550751209259033,-0.596615731716156,-2.9914166927337646,4.930037498474121
223,13,2,2,0.9999003410339355,1,-0.33370715379714966,-0.5979387760162354,-2.9915149211883545,4.930298805236816
224,13,2,2,0.9999003410339355,1,-0.33288657665252686,-0.5996683835983276,-2.9915659427642822,4.930577278137207
225,13,2,2,0.9999004602432251,1,-0.3330165147781372,-0.6008124351501465,-2.9915943145751953,4.930734634399414
226,13,2,2,0.9999003410339355,1,-0.33365821838378906,-0.6026875972747803,-2.991633892059326,4.930822372436523
227,13,2,2,0.9999003410339355,1,-0.33397841453552246,-0.6042907238006592,-2.9917068481445312,4.9307966232299805
228,13,2,2,0.9999004602432251,1,-0.3329119086265564,-0.6057130694389343,-2.9917142391204834,4.930912017822266
229,13,2,2,0.9999004602432251,1,-0.33223867416381836,-0.6070770621299744,-2.9916789531707764,4.93109130859375
230,13,2,2,0.9999003410339355,1,-0.3316473960876465,-0.6084989905357361,-2.9916539192199707,4.931280136108398
231,13,2,2,0.9999004602432251,1,-0.3316251039505005,-0.6110290288925171,-2.9916903972625732,4.931185722351074
232,13,2,2,0.9999004602432251,1,-0.33064067363739014,-0.6129631400108337,-2.991703987121582,4.930971145629883
233,13,2,2,0.9999004602432251,1,-0.32966387271881104,-0.6136310696601868,-2.9916775226593018,4.930855751037598
234,13,2,2,0.9999003410339355,1,-0.3282455801963806,-0.6140063405036926,-2.9916608333587646,4.930830001831055
235,13,1,2,0.9998998641967773,1,-0.19849573075771332,-0.6328629851341248,-3.0057244300842285,4.9364776611328125
236,13,1,2,0.9998999238014221,1,-0.1946340799331665,-0.6311637163162231,-3.005618095397949,4.936456680297852
237,13,1,2,0.9998999238014221,1,-0.18977494537830353,-0.6286795139312744,-3.0055508613586426,4.9364776611328125
238,13,1,2,0.9998999834060669,1,-0.18578432500362396,-0.6258949041366577,-3.005521059036255,4.936240196228027
239,13,1,2,0.9998998641967773,1,-0.1794334501028061,-0.6210237741470337,-3.005500078201294,4.935694694519043
240,13,1,2,0.9998999238014221,1,-0.17130933701992035,-0.615406334400177,-3.0053956508636475,4.934974670410156
241,13,1,2,0.9998998641967773,1,-0.16456711292266846,-0.6102461814880371,-3.005190849304199,4.934084892272949
242,13,1,2,0.9998999238014221,1,-0.1590692400932312,-0.606461763381958,-3.004793405532837,4.932631492614746
243,13,1,2,0.9998998045921326,1,-0.15260708332061768,-0.6051276922225952,-3.004603147506714,4.931463241577148
244,13,1,2,0.9998998045921326,1,-0.14685875177383423,-0.6019529700279236,-3.004281520843506,4.930704116821289
245,13,1,2,0.999899685382843,1,-0.14122706651687622,-0.5981091856956482,-3.0041122436523438,4.930476188659668
