dataset,dataset_label,stage,point_index,test_sample_index,tsne_x,tsne_y,class_id,class_name,prediction,correct,test_subject_1_based
seed,SEED,raw,92,1898,2.2377781867980957,18.266435623168945,2,Positive,2,1,15
seed,SEED,raw,93,1906,2.2269175052642822,18.878454208374023,2,Positive,2,1,15
seed,SEED,raw,94,1916,2.7375385761260986,18.903087615966797,2,Positive,2,1,15
seed,SEED,raw,95,1923,3.0255186557769775,18.680408477783203,2,Positive,2,1,15
seed,SEED,raw,96,1942,3.134394645690918,18.089082717895508,2,Positive,2,1,15
seed,SEED,raw,97,2002,3.3128018379211426,16.514835357666016,2,Positive,2,1,15
seed,SEED,raw,98,2009,3.3196866512298584,16.51099967956543,2,Positive,2,1,15
seed,SEED,raw,99,2010,2.11899471282959,14.20207405090332,2,Positive,2,1,15
seed,SEED,raw,100,2023,2.0147504806518555,14.299729347229004,2,Positive,2,1,15
seed,SEED,raw,101,2047,2.1391525268554688,13.73715877532959,2,Positive,2,1,15
seed,SEED,raw,102,2054,2.317155599594116,13.43989086151123,2,Positive,2,1,15
seed,SEED,raw,103,2060,2.453319549560547,13.134969711303711,2,Positive,2,1,15
seed,SEED,raw,104,2076,2.8179075717926025,13.019172668457031,2,Positive,2,1,15
seed,SEED,raw,105,2134,3.3995535373687744,13.376047134399414,2,Positive,2,1,15
seed,SEED,raw,106,2190,3.709193706512451,14.848869323730469,2,Positive,2,1,15
seed,SEED,raw,107,2213,3.7959020137786865,14.97719955444336,2,Positive,2,1,15
seed,SEED,raw,108,2264,-13.670013427734375,-8.921863555908203,1,Neutral,1,1,15
seed,SEED,raw,109,2265,-13.648512840270996,-8.945902824401855,1,Neutral,1,1,15
seed,SEED,raw,110,2273,-13.520130157470703,-9.18113899230957,1,Neutral,1,1,15
seed,SEED,raw,111,2335,-14.074911117553711,-9.627808570861816,1,Neutral,0,0,15
seed,SEED,raw,112,2340,-14.260619163513184,-9.477256774902344,1,Neutral,0,0,15
seed,SEED,raw,113,2348,-14.331573486328125,-9.463953018188477,1,Neutral,0,0,15
seed,SEED,raw,114,2509,-15.407279968261719,-6.077548980712891,0,Negative,0,1,15
seed,SEED,raw,115,2525,-15.481278419494629,-6.021707534790039,0,Negative,0,1,15
seed,SEED,raw,116,2556,-15.72175121307373,-5.871848106384277,0,Negative,0,1,15
seed,SEED,raw,117,2606,-16.26596450805664,-5.70121955871582,0,Negative,0,1,15
seed,SEED,raw,118,2654,-16.981367111206055,-6.904850959777832,0,Negative,0,1,15
seed,SEED,raw,119,2662,-17.08595085144043,-7.026192665100098,0,Negative,0,1,15
seed,SEED,raw,120,2675,-17.11277961730957,-7.287384986877441,0,Negative,0,1,15
seed,SEED,raw,121,2685,-17.069215774536133,-7.411550998687744,0,Negative,0,1,15
seed,SEED,raw,122,2825,4.2118682861328125,-2.7352335453033447,1,Neutral,1,1,15
seed,SEED,raw,123,2868,4.2326979637146,-2.2922861576080322,1,Neutral,1,1,15
seed,SEED,raw,124,2871,4.514001846313477,-2.1837360858917236,1,Neutral,1,1,15
seed,SEED,raw,125,2897,4.525527000427246,-1.5365830659866333,1,Neutral,1,1,15
seed,SEED,raw,126,2912,3.758542060852051,-1.356736421585083,1,Neutral,1,1,15
seed,SEED,raw,127,2914,4.487794399261475,-0.9464519619941711,1,Neutral,1,1,15
seed,SEED,raw,128,2916,4.262826442718506,-0.94108647108078,1,Neutral,1,1,15
seed,SEED,raw,129,2921,3.561776638031006,-1.157643437385559,1,Neutral,1,1,15
seed,SEED,raw,130,2933,3.9616291522979736,-0.5192058086395264,1,Neutral,1,1,15
seed,SEED,raw,131,2946,3.5267281532287598,-0.5781770944595337,1,Neutral,1,1,15
seed,SEED,raw,132,2952,4.554692268371582,7.914418697357178,2,Positive,2,1,15
seed,SEED,raw,133,2982,4.718997001647949,7.556282997131348,2,Positive,2,1,15
seed,SEED,raw,134,2990,4.809436321258545,7.259615898132324,2,Positive,2,1,15
seed,SEED,raw,135,2992,4.819483757019043,7.173094272613525,2,Positive,2,1,15
seed,SEED,raw,136,3033,4.772658824920654,6.052515506744385,2,Positive,2,1,15
seed,SEED,raw,137,3061,4.967719554901123,6.058528423309326,2,Positive,2,1,15
seed,SEED,raw,138,3066,5.046090602874756,6.116793155670166,2,Positive,2,1,15
seed,SEED,raw,139,3145,5.796398162841797,6.912281036376953,2,Positive,2,1,15
seed,SEED,raw,140,3195,5.597641468048096,2.878126382827759,0,Negative,0,1,15
seed,SEED,raw,141,3202,5.618337631225586,2.903169631958008,0,Negative,0,1,15
seed,SEED,raw,142,3213,5.72354793548584,3.1347079277038574,0,Negative,0,1,15
seed,SEED,raw,143,3252,6.441004276275635,3.4542534351348877,0,Negative,0,1,15
seed,SEED,raw,144,3261,6.601149082183838,3.2330732345581055,0,Negative,0,1,15
seed,SEED,raw,145,3267,6.716534614562988,3.011378288269043,0,Negative,0,1,15
seed,SEED,raw,146,3349,7.750504493713379,3.2398900985717773,0,Negative,0,1,15
seed,SEED,raw,147,3351,7.769275188446045,3.57078218460083,0,Negative,0,1,15
seed,SEED,raw,148,3353,7.809993267059326,3.5343503952026367,0,Negative,0,1,15
seed,SEED,raw,149,3391,8.310287475585938,3.180788993835449,0,Negative,0,1,15
seed,SEED,dms_sgpan,0,11,43.53502655029297,-11.558100700378418,2,Positive,2,1,15
seed,SEED,dms_sgpan,1,18,43.70553207397461,-11.697990417480469,2,Positive,2,1,15
seed,SEED,dms_sgpan,2,22,42.93036651611328,-11.683446884155273,2,Positive,2,1,15
seed,SEED,dms_sgpan,3,146,47.49323272705078,-13.730242729187012,2,Positive,2,1,15
seed,SEED,dms_sgpan,4,148,47.66210174560547,-14.010211944580078,2,Positive,2,1,15
seed,SEED,dms_sgpan,5,161,47.825843811035156,-14.981552124023438,2,Positive,2,1,15
seed,SEED,dms_sgpan,6,217,47.53089904785156,-16.35901641845703,2,Positive,2,1,15
seed,SEED,dms_sgpan,7,234,47.53672790527344,-16.363527297973633,2,Positive,2,1,15
seed,SEED,dms_sgpan,8,243,-9.433212280273438,6.139452934265137,1,Neutral,1,1,15
seed,SEED,dms_sgpan,9,248,-9.048430442810059,6.308538436889648,1,Neutral,1,1,15
seed,SEED,dms_sgpan,10,251,-8.735673904418945,6.391831398010254,1,Neutral,1,1,15
seed,SEED,dms_sgpan,11,260,-11.408113479614258,2.770991802215576,1,Neutral,1,1,15
seed,SEED,dms_sgpan,12,281,-11.723703384399414,2.400820255279541,1,Neutral,1,1,15
seed,SEED,dms_sgpan,13,287,-11.652304649353027,1.9562509059906006,1,Neutral,1,1,15
seed,SEED,dms_sgpan,14,289,-12.151663780212402,2.330777168273926,1,Neutral,1,1,15
seed,SEED,dms_sgpan,15,292,-11.79167366027832,1.8296037912368774,1,Neutral,1,1,15
seed,SEED,dms_sgpan,16,294,-12.244047164916992,2.1301088333129883,1,Neutral,1,1,15
seed,SEED,dms_sgpan,17,350,-14.12027359008789,0.21099577844142914,1,Neutral,1,1,15
seed,SEED,dms_sgpan,18,372,-13.625722885131836,0.7307396531105042,1,Neutral,1,1,15
seed,SEED,dms_sgpan,19,415,-13.830413818359375,0.084641233086586,1,Neutral,1,1,15
seed,SEED,dms_sgpan,20,426,-13.128642082214355,0.36107227206230164,1,Neutral,1,1,15
seed,SEED,dms_sgpan,21,451,-13.00624942779541,1.3217201232910156,1,Neutral,1,1,15
seed,SEED,dms_sgpan,22,473,-1.4546515941619873,13.560403823852539,0,Negative,0,1,15
seed,SEED,dms_sgpan,23,541,-5.990904331207275,10.960015296936035,0,Negative,0,1,15
seed,SEED,dms_sgpan,24,552,-7.374682903289795,11.034693717956543,0,Negative,0,1,15
seed,SEED,dms_sgpan,25,553,-7.3830366134643555,11.03264331817627,0,Negative,0,1,15
seed,SEED,dms_sgpan,26,567,-7.943798542022705,11.170164108276367,0,Negative,0,1,15
seed,SEED,dms_sgpan,27,583,-2.687028646469116,13.34571647644043,0,Negative,0,1,15
seed,SEED,dms_sgpan,28,611,0.7035312056541443,14.956820487976074,0,Negative,0,1,15
seed,SEED,dms_sgpan,29,621,0.8893350958824158,15.193117141723633,0,Negative,0,1,15
seed,SEED,dms_sgpan,30,648,0.3170182704925537,15.074990272521973,0,Negative,0,1,15
seed,SEED,dms_sgpan,31,652,0.5959203243255615,15.295674324035645,0,Negative,0,1,15
seed,SEED,dms_sgpan,32,664,1.3560519218444824,15.270607948303223,0,Negative,0,1,15
seed,SEED,dms_sgpan,33,691,-6.711680889129639,12.13664436340332,0,Negative,0,1,15
seed,SEED,dms_sgpan,34,697,-6.356131076812744,12.478958129882812,0,Negative,0,1,15
seed,SEED,dms_sgpan,35,698,-6.388902187347412,12.544645309448242,0,Negative,0,1,15
seed,SEED,dms_sgpan,36,706,-6.356430530548096,13.027538299560547,0,Negative,0,1,15
seed,SEED,dms_sgpan,37,726,-6.454720973968506,13.153059959411621,0,Negative,0,1,15
seed,SEED,dms_sgpan,38,755,-6.134932041168213,13.0734281539917,0,Negative,0,1,15
seed,SEED,dms_sgpan,39,778,-4.884798526763916,12.678314208984375,0,Negative,0,1,15
seed,SEED,dms_sgpan,40,800,-4.572308540344238,12.681905746459961,0,Negative,0,1,15
seed,SEED,dms_sgpan,41,809,-4.783700466156006,12.651629447937012,0,Negative,0,1,15
seed,SEED,dms_sgpan,42,829,-5.655273914337158,12.237554550170898,0,Negative,0,1,15
seed,SEED,dms_sgpan,43,850,-6.272024631500244,11.23584270477295,0,Negative,0,1,15
seed,SEED,dms_sgpan,44,859,-5.945289611816406,11.128382682800293,0,Negative,0,1,15
seed,SEED,dms_sgpan,45,943,-19.126075744628906,-5.3937087059021,1,Neutral,1,1,15
seed,SEED,dms_sgpan,46,946,-19.30000877380371,-5.1713175773620605,1,Neutral,1,1,15
seed,SEED,dms_sgpan,47,972,-18.66827392578125,-5.340866565704346,1,Neutral,1,1,15
seed,SEED,dms_sgpan,48,1033,-17.407428741455078,-3.8261842727661133,1,Neutral,1,1,15
seed,SEED,dms_sgpan,49,1035,-17.180696487426758,-3.973362445831299,1,Neutral,1,1,15
seed,SEED,dms_sgpan,50,1041,-17.347410202026367,-3.422915458679199,1,Neutral,1,1,15
seed,SEED,dms_sgpan,51,1051,-17.13545799255371,-3.3227169513702393,1,Neutral,1,1,15
seed,SEED,dms_sgpan,52,1103,45.118289947509766,-15.390315055847168,2,Positive,2,1,15
seed,SEED,dms_sgpan,53,1117,43.51862335205078,-15.412155151367188,2,Positive,2,1,15
seed,SEED,dms_sgpan,54,1137,43.48841094970703,-15.505940437316895,2,Positive,2,1,15
seed,SEED,dms_sgpan,55,1143,43.66684341430664,-15.68624210357666,2,Positive,2,1,15
seed,SEED,dms_sgpan,56,1161,44.56003952026367,-16.014392852783203,2,Positive,2,1,15
seed,SEED,dms_sgpan,57,1183,45.32235336303711,-15.827763557434082,2,Positive,2,1,15
seed,SEED,dms_sgpan,58,1273,43.962379455566406,-15.88064956665039,2,Positive,2,1,15
seed,SEED,dms_sgpan,59,1287,43.75840377807617,-15.575665473937988,2,Positive,2,1,15
seed,SEED,dms_sgpan,60,1341,-1.3820899724960327,14.148069381713867,0,Negative,0,1,15
seed,SEED,dms_sgpan,61,1348,-1.2662867307662964,14.701067924499512,0,Negative,0,1,15
seed,SEED,dms_sgpan,62,1360,-0.8002291917800903,14.91147518157959,0,Negative,0,1,15
seed,SEED,dms_sgpan,63,1382,-2.124526023864746,13.972594261169434,0,Negative,0,1,15
seed,SEED,dms_sgpan,64,1418,-1.8497143983840942,13.69131851196289,0,Negative,0,1,15
seed,SEED,dms_sgpan,65,1469,-1.714882254600525,13.472221374511719,0,Negative,0,1,15
seed,SEED,dms_sgpan,66,1490,-0.8435222506523132,13.934174537658691,0,Negative,0,1,15
seed,SEED,dms_sgpan,67,1509,0.14677971601486206,14.256271362304688,0,Negative,0,1,15
seed,SEED,dms_sgpan,68,1522,-0.04198818653821945,14.166116714477539,0,Negative,0,1,15
seed,SEED,dms_sgpan,69,1547,-18.274362564086914,-4.195641994476318,1,Neutral,1,1,15
seed,SEED,dms_sgpan,70,1559,-17.73000144958496,-4.439895153045654,1,Neutral,1,1,15
seed,SEED,dms_sgpan,71,1564,-17.817636489868164,-4.616983890533447,1,Neutral,1,1,15
seed,SEED,dms_sgpan,72,1566,-18.4362735748291,-4.2054901123046875,1,Neutral,1,1,15
seed,SEED,dms_sgpan,73,1643,-18.864980697631836,-4.4705939292907715,1,Neutral,1,1,15
seed,SEED,dms_sgpan,74,1654,-17.801956176757812,-4.900375843048096,1,Neutral,1,1,15
seed,SEED,dms_sgpan,75,1676,-18.18521499633789,-5.012130260467529,1,Neutral,1,1,15
seed,SEED,dms_sgpan,76,1684,-18.573583602905273,-4.730729103088379,1,Neutral,1,1,15
seed,SEED,dms_sgpan,77,1703,-18.10506820678711,-3.7824339866638184,1,Neutral,1,1,15
seed,SEED,dms_sgpan,78,1707,-16.818279266357422,-3.614651918411255,1,Neutral,1,1,15
seed,SEED,dms_sgpan,79,1714,-14.612805366516113,-1.2571184635162354,1,Neutral,1,1,15
seed,SEED,dms_sgpan,80,1719,-13.904191970825195,-0.9135598540306091,1,Neutral,1,1,15
seed,SEED,dms_sgpan,81,1741,-16.71613121032715,-3.047800302505493,1,Neutral,1,1,15
seed,SEED,dms_sgpan,82,1745,46.708072662353516,-13.149271011352539,2,Positive,2,1,15
seed,SEED,dms_sgpan,83,1752,46.714752197265625,-13.017017364501953,2,Positive,2,1,15
seed,SEED,dms_sgpan,84,1754,46.56683349609375,-12.90460205078125,2,Positive,2,1,15
seed,SEED,dms_sgpan,85,1797,42.027992248535156,-11.189790725708008,2,Positive,2,1,15
seed,SEED,dms_sgpan,86,1809,42.646331787109375,-10.991747856140137,2,Positive,2,1,15
seed,SEED,dms_sgpan,87,1820,43.147762298583984,-10.899611473083496,2,Positive,2,1,15
seed,SEED,dms_sgpan,88,1858,43.634037017822266,-11.220664024353027,2,Positive,2,1,15
seed,SEED,dms_sgpan,89,1869,44.533103942871094,-11.946832656860352,2,Positive,2,1,15
seed,SEED,dms_sgpan,90,1870,44.577064514160156,-11.96178150177002,2,Positive,2,1,15
seed,SEED,dms_sgpan,91,1888,45.833614349365234,-12.378989219665527,2,Positive,2,1,15
seed,SEED,dms_sgpan,92,1898,46.03058624267578,-12.638368606567383,2,Positive,2,1,15
seed,SEED,dms_sgpan,93,1906,46.09539794921875,-13.032657623291016,2,Positive,2,1,15
seed,SEED,dms_sgpan,94,1916,45.60179138183594,-12.88240909576416,2,Positive,2,1,15
seed,SEED,dms_sgpan,95,1923,45.04757308959961,-12.478022575378418,2,Positive,2,1,15
seed,SEED,dms_sgpan,96,1942,42.751407623291016,-11.013544082641602,2,Positive,2,1,15
seed,SEED,dms_sgpan,97,2002,42.85111618041992,-11.838723182678223,2,Positive,2,1,15
seed,SEED,dms_sgpan,98,2009,42.817359924316406,-11.891221046447754,2,Positive,2,1,15
seed,SEED,dms_sgpan,99,2010,46.58064651489258,-13.716076850891113,2,Positive,2,1,15
seed,SEED,dms_sgpan,100,2023,47.14363479614258,-14.34737491607666,2,Positive,2,1,15
seed,SEED,dms_sgpan,101,2047,46.57100296020508,-14.557812690734863,2,Positive,2,1,15
seed,SEED,dms_sgpan,102,2054,46.5440673828125,-14.578709602355957,2,Positive,2,1,15
seed,SEED,dms_sgpan,103,2060,46.81346130371094,-14.421895027160645,2,Positive,2,1,15
seed,SEED,dms_sgpan,104,2076,47.70901107788086,-14.626092910766602,2,Positive,2,1,15
seed,SEED,dms_sgpan,105,2134,42.07056427001953,-10.877792358398438,2,Positive,2,1,15
seed,SEED,dms_sgpan,106,2190,41.39291763305664,-11.11626148223877,2,Positive,2,1,15
seed,SEED,dms_sgpan,107,2213,42.99674987792969,-15.087869644165039,2,Positive,2,1,15
seed,SEED,dms_sgpan,108,2264,-13.252181053161621,-0.19022780656814575,1,Neutral,1,1,15
seed,SEED,dms_sgpan,109,2265,-13.331782341003418,-0.27371400594711304,1,Neutral,1,1,15
seed,SEED,dms_sgpan,110,2273,-13.762904167175293,-0.58961021900177,1,Neutral,1,1,15
seed,SEED,dms_sgpan,111,2335,-8.514442443847656,10.479443550109863,1,Neutral,0,0,15
seed,SEED,dms_sgpan,112,2340,-5.921083450317383,8.720654487609863,1,Neutral,0,0,15
seed,SEED,dms_sgpan,113,2348,-5.762165069580078,8.809635162353516,1,Neutral,0,0,15
seed,SEED,dms_sgpan,114,2509,0.02010500058531761,14.044004440307617,0,Negative,0,1,15
seed,SEED,dms_sgpan,115,2525,1.5104937553405762,14.966853141784668,0,Negative,0,1,15
seed,SEED,dms_sgpan,116,2556,0.9423751831054688,14.609865188598633,0,Negative,0,1,15
seed,SEED,dms_sgpan,117,2606,1.3502708673477173,16.57508087158203,0,Negative,0,1,15
seed,SEED,dms_sgpan,118,2654,1.6851733922958374,15.789031028747559,0,Negative,0,1,15
seed,SEED,dms_sgpan,119,2662,1.2505172491073608,15.864895820617676,0,Negative,0,1,15
seed,SEED,dms_sgpan,120,2675,0.06255312263965607,15.79744815826416,0,Negative,0,1,15
seed,SEED,dms_sgpan,121,2685,-0.5528740286827087,15.282333374023438,0,Negative,0,1,15
seed,SEED,dms_sgpan,122,2825,-16.44542121887207,-2.8078575134277344,1,Neutral,1,1,15
seed,SEED,dms_sgpan,123,2868,-14.905603408813477,-0.7223119735717773,1,Neutral,1,1,15
seed,SEED,dms_sgpan,124,2871,-14.758968353271484,-0.35058677196502686,1,Neutral,1,1,15
seed,SEED,dms_sgpan,125,2897,-14.829324722290039,-0.6753180623054504,1,Neutral,1,1,15
seed,SEED,dms_sgpan,126,2912,-12.89069938659668,0.6057536005973816,1,Neutral,1,1,15
seed,SEED,dms_sgpan,127,2914,-12.47586727142334,1.086777687072754,1,Neutral,1,1,15
seed,SEED,dms_sgpan,128,2916,-12.56536865234375,1.2635363340377808,1,Neutral,1,1,15
seed,SEED,dms_sgpan,129,2921,-13.349964141845703,0.9470141530036926,1,Neutral,1,1,15
seed,SEED,dms_sgpan,130,2933,-14.402225494384766,-0.10724954307079315,1,Neutral,1,1,15
seed,SEED,dms_sgpan,131,2946,-13.871540069580078,0.698917806148529,1,Neutral,1,1,15
seed,SEED,dms_sgpan,132,2952,41.19453430175781,-11.958913803100586,2,Positive,2,1,15
seed,SEED,dms_sgpan,133,2982,41.20170211791992,-14.285365104675293,2,Positive,2,1,15
seed,SEED,dms_sgpan,134,2990,41.191864013671875,-14.356770515441895,2,Positive,2,1,15
seed,SEED,dms_sgpan,135,2992,41.18729019165039,-14.362475395202637,2,Positive,2,1,15
seed,SEED,dms_sgpan,136,3033,40.40060043334961,-12.454263687133789,2,Positive,2,1,15
seed,SEED,dms_sgpan,137,3061,40.91539764404297,-11.647643089294434,2,Positive,2,1,15
seed,SEED,dms_sgpan,138,3066,40.89339065551758,-11.63775634765625,2,Positive,2,1,15
seed,SEED,dms_sgpan,139,3145,43.119144439697266,-16.33897590637207,2,Positive,2,1,15
seed,SEED,dms_sgpan,140,3195,-8.328694343566895,7.655390739440918,0,Negative,0,1,15
seed,SEED,dms_sgpan,141,3202,-7.815930366516113,9.974164009094238,0,Negative,0,1,15
seed,SEED,dms_sgpan,142,3213,-6.91705322265625,12.809589385986328,0,Negative,0,1,15
seed,SEED,dms_sgpan,143,3252,-1.6253740787506104,14.347624778747559,0,Negative,0,1,15
seed,SEED,dms_sgpan,144,3261,-1.7470567226409912,14.558748245239258,0,Negative,0,1,15
