emotion_id,emotion_name,band_id,band_name,channel_id,channel_name,relative_attribution
0,Negative,1,Theta,16,FC3,0.004423698876053095
0,Negative,1,Theta,17,FC1,0.0022336661349982023
0,Negative,1,Theta,18,FCZ,0.005029907450079918
0,Negative,1,Theta,19,FC2,0.0027203785721212626
0,Negative,1,Theta,20,FC4,0.00271244952455163
0,Negative,1,Theta,21,FC6,0.00439107371494174
0,Negative,1,Theta,22,FT8,0.0032816727180033922
0,Negative,1,Theta,23,T7,0.00528803002089262
0,Negative,1,Theta,24,C5,0.006071825046092272
0,Negative,1,Theta,25,C3,0.005260879173874855
0,Negative,1,Theta,26,C1,0.004636002238839865
0,Negative,1,Theta,27,CZ,0.004253902472555637
0,Negative,1,Theta,28,C2,0.0019006371730938554
0,Negative,1,Theta,29,C4,0.003154102247208357
0,Negative,1,Theta,30,C6,0.008773291483521461
0,Negative,1,Theta,31,T8,0.0038854628801345825
0,Negative,1,Theta,32,TP7,0.0022913923021405935
0,Negative,1,Theta,33,CP5,0.0027648014947772026
0,Negative,1,Theta,34,CP3,0.005086152348667383
0,Negative,1,Theta,35,CP1,0.0037370966747403145
0,Negative,1,Theta,36,CPZ,0.0033124948386102915
0,Negative,1,Theta,37,CP2,0.004626012407243252
0,Negative,1,Theta,38,CP4,0.0033774408511817455
0,Negative,1,Theta,39,CP6,0.0024798994418233633
0,Negative,1,Theta,40,TP8,0.0037385013420134783
0,Negative,1,Theta,41,P7,0.004309298004955053
0,Negative,1,Theta,42,P5,0.002229752019047737
0,Negative,1,Theta,43,P3,0.00755594577640295
0,Negative,1,Theta,44,P1,0.004229492507874966
0,Negative,1,Theta,45,PZ,0.007866463623940945
0,Negative,1,Theta,46,P2,0.00499107176437974
0,Negative,1,Theta,47,P4,0.005235567688941956
0,Negative,1,Theta,48,P6,0.001965949544683099
0,Negative,1,Theta,49,P8,0.0011628788197413087
0,Negative,1,Theta,50,PO7,0.002193453488871455
0,Negative,1,Theta,51,PO5,0.0014534840593114495
0,Negative,1,Theta,52,PO3,0.003630284918472171
0,Negative,1,Theta,53,POZ,0.006047758739441633
0,Negative,1,Theta,54,PO4,0.004878992680460215
0,Negative,1,Theta,55,PO6,0.0014593712985515594
0,Negative,1,Theta,56,PO8,0.002647529821842909
0,Negative,1,Theta,57,CB1,0.004798952490091324
0,Negative,1,Theta,58,O1,0.003013037145137787
0,Negative,1,Theta,59,OZ,0.001881584757938981
0,Negative,1,Theta,60,O2,0.0020898308139294386
0,Negative,1,Theta,61,CB2,0.0016728272894397378
0,Negative,2,Alpha,0,FP1,0.0022640067618340254
0,Negative,2,Alpha,1,FPZ,0.0032559894025325775
0,Negative,2,Alpha,2,FP2,0.0013946430990472436
0,Negative,2,Alpha,3,AF3,0.0013150781160220504
0,Negative,2,Alpha,4,AF4,0.0008313070284202695
0,Negative,2,Alpha,5,F7,0.0034678452648222446
0,Negative,2,Alpha,6,F5,0.002925430191680789
0,Negative,2,Alpha,7,F3,0.003964587114751339
0,Negative,2,Alpha,8,F1,0.004748750478029251
0,Negative,2,Alpha,9,FZ,0.002951714675873518
0,Negative,2,Alpha,10,F2,0.005387470591813326
0,Negative,2,Alpha,11,F4,0.0021082847379148006
0,Negative,2,Alpha,12,F6,0.0035221800208091736
0,Negative,2,Alpha,13,F8,0.0014916190411895514
0,Negative,2,Alpha,14,FT7,0.0039438907988369465
0,Negative,2,Alpha,15,FC5,0.0036724053788930178
0,Negative,2,Alpha,16,FC3,0.0036050996277481318
0,Negative,2,Alpha,17,FC1,0.0017681590979918838
0,Negative,2,Alpha,18,FCZ,0.0014046344440430403
0,Negative,2,Alpha,19,FC2,0.0022571615409106016
0,Negative,2,Alpha,20,FC4,0.0020861749071627855
0,Negative,2,Alpha,21,FC6,0.0019832078833132982
0,Negative,2,Alpha,22,FT8,0.0024438039399683475
0,Negative,2,Alpha,23,T7,0.0010200917022302747
0,Negative,2,Alpha,24,C5,0.005205322988331318
0,Negative,2,Alpha,25,C3,0.0017330319387838244
0,Negative,2,Alpha,26,C1,0.003937314264476299
0,Negative,2,Alpha,27,CZ,0.001774895004928112
0,Negative,2,Alpha,28,C2,0.0010490885470062494
0,Negative,2,Alpha,29,C4,0.0012015295214951038
0,Negative,2,Alpha,30,C6,0.0034706704318523407
0,Negative,2,Alpha,31,T8,0.00179953221231699
0,Negative,2,Alpha,32,TP7,0.0016652568010613322
0,Negative,2,Alpha,33,CP5,0.0028737413231283426
0,Negative,2,Alpha,34,CP3,0.001450844923965633
0,Negative,2,Alpha,35,CP1,0.0006304896087385714
0,Negative,2,Alpha,36,CPZ,0.001135584432631731
0,Negative,2,Alpha,37,CP2,0.004951286129653454
0,Negative,2,Alpha,38,CP4,0.0008172669331543148
0,Negative,2,Alpha,39,CP6,0.0031590270809829235
0,Negative,2,Alpha,40,TP8,0.003073142608627677
0,Negative,2,Alpha,41,P7,0.0012501779710873961
0,Negative,2,Alpha,42,P5,0.0013406712096184492
0,Negative,2,Alpha,43,P3,0.0015069613000378013
0,Negative,2,Alpha,44,P1,0.010767336003482342
0,Negative,2,Alpha,45,PZ,0.0023278221487998962
0,Negative,2,Alpha,46,P2,0.0008749759872443974
0,Negative,2,Alpha,47,P4,0.001997662940993905
0,Negative,2,Alpha,48,P6,0.0015052297385409474
0,Negative,2,Alpha,49,P8,0.0014506318839266896
0,Negative,2,Alpha,50,PO7,0.0010443534702062607
0,Negative,2,Alpha,51,PO5,0.0018857300747185946
0,Negative,2,Alpha,52,PO3,0.005840488709509373
0,Negative,2,Alpha,53,POZ,0.001008462393656373
0,Negative,2,Alpha,54,PO4,0.0013072730507701635
0,Negative,2,Alpha,55,PO6,0.0012542353942990303
0,Negative,2,Alpha,56,PO8,0.0015134921995922923
0,Negative,2,Alpha,57,CB1,0.0034218195360153913
0,Negative,2,Alpha,58,O1,0.003114640712738037
0,Negative,2,Alpha,59,OZ,0.0033778573852032423
0,Negative,2,Alpha,60,O2,0.0031223888508975506
0,Negative,2,Alpha,61,CB2,0.0011884369887411594
0,Negative,3,Beta,0,FP1,0.00519142672419548
0,Negative,3,Beta,1,FPZ,0.019192814826965332
0,Negative,3,Beta,2,FP2,0.007081055548042059
0,Negative,3,Beta,3,AF3,0.008712678216397762
0,Negative,3,Beta,4,AF4,0.0010368776274845004
0,Negative,3,Beta,5,F7,0.006060582119971514
0,Negative,3,Beta,6,F5,0.0031601348891854286
0,Negative,3,Beta,7,F3,0.0056154620833694935
0,Negative,3,Beta,8,F1,0.0018652277067303658
0,Negative,3,Beta,9,FZ,0.006071998737752438
0,Negative,3,Beta,10,F2,0.01333570946007967
0,Negative,3,Beta,11,F4,0.010644091293215752
0,Negative,3,Beta,12,F6,0.0037482967600226402
0,Negative,3,Beta,13,F8,0.00694515835493803
0,Negative,3,Beta,14,FT7,0.0016990653239190578
0,Negative,3,Beta,15,FC5,0.0025406708009541035
0,Negative,3,Beta,16,FC3,0.00759994937106967
0,Negative,3,Beta,17,FC1,0.0016456689918413758
0,Negative,3,Beta,18,FCZ,0.009191975928843021
0,Negative,3,Beta,19,FC2,0.001550343120470643
0,Negative,3,Beta,20,FC4,0.005492422264069319
0,Negative,3,Beta,21,FC6,0.0026278719305992126
0,Negative,3,Beta,22,FT8,0.010378486476838589
0,Negative,3,Beta,23,T7,0.021243693307042122
0,Negative,3,Beta,24,C5,0.003887693863362074
0,Negative,3,Beta,25,C3,0.008748024702072144
0,Negative,3,Beta,26,C1,0.0037007753271609545
0,Negative,3,Beta,27,CZ,0.0011488251620903611
0,Negative,3,Beta,28,C2,0.0018934485269710422
0,Negative,3,Beta,29,C4,0.0037159554194658995
0,Negative,3,Beta,30,C6,0.0008002255344763398
0,Negative,3,Beta,31,T8,0.009067864157259464
0,Negative,3,Beta,32,TP7,0.0018043175805360079
0,Negative,3,Beta,33,CP5,0.002444128505885601
0,Negative,3,Beta,34,CP3,0.004421050660312176
0,Negative,3,Beta,35,CP1,0.0014368339907377958
0,Negative,3,Beta,36,CPZ,0.0009498964645899832
0,Negative,3,Beta,37,CP2,0.004228139296174049
0,Negative,3,Beta,38,CP4,0.0027018894907087088
0,Negative,3,Beta,39,CP6,0.009128897450864315
0,Negative,3,Beta,40,TP8,0.009985511191189289
0,Negative,3,Beta,41,P7,0.004253091756254435
0,Negative,3,Beta,42,P5,0.002075430704280734
0,Negative,3,Beta,43,P3,0.006399644538760185
0,Negative,3,Beta,44,P1,0.01085715927183628
0,Negative,3,Beta,45,PZ,0.004743303172290325
0,Negative,3,Beta,46,P2,0.005541636608541012
0,Negative,3,Beta,47,P4,0.004756924230605364
0,Negative,3,Beta,48,P6,0.0010639817919582129
0,Negative,3,Beta,49,P8,0.0017434710171073675
0,Negative,3,Beta,50,PO7,0.0028971717692911625
0,Negative,3,Beta,51,PO5,0.0023899958468973637
0,Negative,3,Beta,52,PO3,0.005741461180150509
0,Negative,3,Beta,53,POZ,0.004061442334204912
0,Negative,3,Beta,54,PO4,0.004840843379497528
0,Negative,3,Beta,55,PO6,0.0065916720777750015
0,Negative,3,Beta,56,PO8,0.006622667424380779
0,Negative,3,Beta,57,CB1,0.007873468101024628
0,Negative,3,Beta,58,O1,0.0071108778938651085
0,Negative,3,Beta,59,OZ,0.004752941429615021
0,Negative,3,Beta,60,O2,0.007432208396494389
0,Negative,3,Beta,61,CB2,0.0038811464328318834
0,Negative,4,Gamma,0,FP1,0.0037677467335015535
0,Negative,4,Gamma,1,FPZ,0.008628071285784245
0,Negative,4,Gamma,2,FP2,0.0034008973743766546
0,Negative,4,Gamma,3,AF3,0.003247754415497184
0,Negative,4,Gamma,4,AF4,0.0006310460157692432
0,Negative,4,Gamma,5,F7,0.003994977567344904
0,Negative,4,Gamma,6,F5,0.0022500238846987486
0,Negative,4,Gamma,7,F3,0.0012525394558906555
0,Negative,4,Gamma,8,F1,0.0010404357453808188
0,Negative,4,Gamma,9,FZ,0.0007752383826300502
0,Negative,4,Gamma,10,F2,0.0025157718919217587
0,Negative,4,Gamma,11,F4,0.0027455249801278114
0,Negative,4,Gamma,12,F6,0.0009720092639327049
0,Negative,4,Gamma,13,F8,0.0008288031676784158
0,Negative,4,Gamma,14,FT7,0.0012076355051249266
0,Negative,4,Gamma,15,FC5,0.0019026394002139568
0,Negative,4,Gamma,16,FC3,0.0008365845424123108
0,Negative,4,Gamma,17,FC1,0.001180293271318078
0,Negative,4,Gamma,18,FCZ,0.0007852578419260681
0,Negative,4,Gamma,19,FC2,0.0016016053268685937
0,Negative,4,Gamma,20,FC4,0.0035375666338950396
0,Negative,4,Gamma,21,FC6,0.0022138410713523626
0,Negative,4,Gamma,22,FT8,0.0027251755818724632
0,Negative,4,Gamma,23,T7,0.006206783931702375
0,Negative,4,Gamma,24,C5,0.0013537657214328647
0,Negative,4,Gamma,25,C3,0.0009084877092391253
0,Negative,4,Gamma,26,C1,0.0011315821902826428
0,Negative,4,Gamma,27,CZ,0.002081072423607111
0,Negative,4,Gamma,28,C2,0.0008046183502301574
0,Negative,4,Gamma,29,C4,0.0008345745736733079
0,Negative,4,Gamma,30,C6,0.0009119719034060836
0,Negative,4,Gamma,31,T8,0.005448564887046814
0,Negative,4,Gamma,32,TP7,0.0030782341491431
0,Negative,4,Gamma,33,CP5,0.0023373274598270655
0,Negative,4,Gamma,34,CP3,0.0007398367743007839
0,Negative,4,Gamma,35,CP1,0.00192489183973521
0,Negative,4,Gamma,36,CPZ,0.0012008928461000323
0,Negative,4,Gamma,37,CP2,0.0018114690901711583
0,Negative,4,Gamma,38,CP4,0.0051762405782938
0,Negative,4,Gamma,39,CP6,0.005309742409735918
0,Negative,4,Gamma,40,TP8,0.008252758532762527
0,Negative,4,Gamma,41,P7,0.0025586627889424562
0,Negative,4,Gamma,42,P5,0.0027497282717376947
0,Negative,4,Gamma,43,P3,0.0009723491966724396
0,Negative,4,Gamma,44,P1,0.00858952384442091
0,Negative,4,Gamma,45,PZ,0.0024672013241797686
0,Negative,4,Gamma,46,P2,0.0017430366715416312
0,Negative,4,Gamma,47,P4,0.001636986155062914
0,Negative,4,Gamma,48,P6,0.001841185032390058
0,Negative,4,Gamma,49,P8,0.0011499521788209677
0,Negative,4,Gamma,50,PO7,0.001991487806662917
0,Negative,4,Gamma,51,PO5,0.0010719832498580217
0,Negative,4,Gamma,52,PO3,0.0019895865116268396
0,Negative,4,Gamma,53,POZ,0.0010539147770032287
0,Negative,4,Gamma,54,PO4,0.002385745756328106
0,Negative,4,Gamma,55,PO6,0.003007373306900263
0,Negative,4,Gamma,56,PO8,0.005037236493080854
0,Negative,4,Gamma,57,CB1,0.0048520527780056
0,Negative,4,Gamma,58,O1,0.003686003852635622
0,Negative,4,Gamma,59,OZ,0.0016801581950858235
0,Negative,4,Gamma,60,O2,0.0014788011321797967
0,Negative,4,Gamma,61,CB2,0.0014203538885340095
1,Neutral,0,Delta,0,FP1,0.0036552599631249905
1,Neutral,0,Delta,1,FPZ,0.0014835428446531296
1,Neutral,0,Delta,2,FP2,0.002186080440878868
1,Neutral,0,Delta,3,AF3,0.0025613780599087477
1,Neutral,0,Delta,4,AF4,0.0010076721664518118
1,Neutral,0,Delta,5,F7,0.0014672211837023497
1,Neutral,0,Delta,6,F5,0.0021636569872498512
1,Neutral,0,Delta,7,F3,0.0007279434939846396
1,Neutral,0,Delta,8,F1,0.002093368675559759
1,Neutral,0,Delta,9,FZ,0.0010423725470900536
1,Neutral,0,Delta,10,F2,0.003144973423331976
1,Neutral,0,Delta,11,F4,0.0008972414070740342
1,Neutral,0,Delta,12,F6,0.0011878667864948511
1,Neutral,0,Delta,13,F8,0.006697032600641251
1,Neutral,0,Delta,14,FT7,0.003453720360994339
1,Neutral,0,Delta,15,FC5,0.0020643447060137987
1,Neutral,0,Delta,16,FC3,0.0010468971449881792
1,Neutral,0,Delta,17,FC1,0.002573383739218116
1,Neutral,0,Delta,18,FCZ,0.002804762916639447
1,Neutral,0,Delta,19,FC2,0.001107969437725842
1,Neutral,0,Delta,20,FC4,0.002157670445740223
1,Neutral,0,Delta,21,FC6,0.003352261846885085
1,Neutral,0,Delta,22,FT8,0.0035052874591201544
1,Neutral,0,Delta,23,T7,0.001534653827548027
1,Neutral,0,Delta,24,C5,0.000776501081418246
1,Neutral,0,Delta,25,C3,0.0004300611326470971
1,Neutral,0,Delta,26,C1,0.001815308234654367
1,Neutral,0,Delta,27,CZ,0.002159533090889454
1,Neutral,0,Delta,28,C2,0.003026263089850545
1,Neutral,0,Delta,29,C4,0.003134854370728135
1,Neutral,0,Delta,30,C6,0.002943584928289056
1,Neutral,0,Delta,31,T8,0.003632494481280446
1,Neutral,0,Delta,32,TP7,0.0016471794806420803
1,Neutral,0,Delta,33,CP5,0.0009824942098930478
1,Neutral,0,Delta,34,CP3,0.0009481043671257794
1,Neutral,0,Delta,35,CP1,0.0021636812016367912
1,Neutral,0,Delta,36,CPZ,0.002753229346126318
1,Neutral,0,Delta,37,CP2,0.0011809548595920205
1,Neutral,0,Delta,38,CP4,0.0011928090825676918
1,Neutral,0,Delta,39,CP6,0.0020673517137765884
1,Neutral,0,Delta,40,TP8,0.002685416489839554
1,Neutral,0,Delta,41,P7,0.0026195321697741747
1,Neutral,0,Delta,42,P5,0.0007134857005439699
1,Neutral,0,Delta,43,P3,0.0007461957866325974
1,Neutral,0,Delta,44,P1,0.005029984749853611
1,Neutral,0,Delta,45,PZ,0.0018710779258981347
1,Neutral,0,Delta,46,P2,0.005966102704405785
1,Neutral,0,Delta,47,P4,0.003329097991809249
1,Neutral,0,Delta,48,P6,0.002834202256053686
1,Neutral,0,Delta,49,P8,0.0007234998629428446
1,Neutral,0,Delta,50,PO7,0.0006459986325353384
1,Neutral,0,Delta,51,PO5,0.001179667073301971
1,Neutral,0,Delta,52,PO3,0.0008058607927523553
1,Neutral,0,Delta,53,POZ,0.0015424789162352681
1,Neutral,0,Delta,54,PO4,0.0022811952512711287
1,Neutral,0,Delta,55,PO6,0.0016921350033953786
1,Neutral,0,Delta,56,PO8,0.0010351378004997969
1,Neutral,0,Delta,57,CB1,0.002720162272453308
1,Neutral,0,Delta,58,O1,0.0012560226023197174
1,Neutral,0,Delta,59,OZ,0.0027729435823857784
1,Neutral,0,Delta,60,O2,0.002058850135654211
1,Neutral,0,Delta,61,CB2,0.0015569173265248537
1,Neutral,1,Theta,0,FP1,0.002861980115994811
1,Neutral,1,Theta,1,FPZ,0.002880976302549243
1,Neutral,1,Theta,2,FP2,0.004739024676382542
1,Neutral,1,Theta,3,AF3,0.004772822372615337
1,Neutral,1,Theta,4,AF4,0.00248603243380785
1,Neutral,1,Theta,5,F7,0.004447306040674448
1,Neutral,1,Theta,6,F5,0.004531871527433395
1,Neutral,1,Theta,7,F3,0.0018561950419098139
1,Neutral,1,Theta,8,F1,0.003836322808638215
1,Neutral,1,Theta,9,FZ,0.0020919283851981163
1,Neutral,1,Theta,10,F2,0.0025823914911597967
1,Neutral,1,Theta,11,F4,0.0032019668724387884
1,Neutral,1,Theta,12,F6,0.004663268569856882
1,Neutral,1,Theta,13,F8,0.006804915145039558
1,Neutral,1,Theta,14,FT7,0.007139095105230808
1,Neutral,1,Theta,15,FC5,0.005319611169397831
1,Neutral,1,Theta,16,FC3,0.006797119043767452
1,Neutral,1,Theta,17,FC1,0.0026835850439965725
1,Neutral,1,Theta,18,FCZ,0.0039893025532364845
1,Neutral,1,Theta,19,FC2,0.002128998516127467
1,Neutral,1,Theta,20,FC4,0.0035358211025595665
1,Neutral,1,Theta,21,FC6,0.0037493922282010317
1,Neutral,1,Theta,22,FT8,0.003414696780964732
1,Neutral,1,Theta,23,T7,0.005120174027979374
1,Neutral,1,Theta,24,C5,0.0063338507898151875
1,Neutral,1,Theta,25,C3,0.007586626335978508
1,Neutral,1,Theta,26,C1,0.005476859398186207
1,Neutral,1,Theta,27,CZ,0.003680209396407008
1,Neutral,1,Theta,28,C2,0.0014334502629935741
1,Neutral,1,Theta,29,C4,0.004659566562622786
1,Neutral,1,Theta,30,C6,0.010653466917574406
1,Neutral,1,Theta,31,T8,0.0032441557850688696
1,Neutral,1,Theta,32,TP7,0.0030354736372828484
1,Neutral,1,Theta,33,CP5,0.003305196762084961
1,Neutral,1,Theta,34,CP3,0.007735054939985275
1,Neutral,1,Theta,35,CP1,0.0029501724056899548
1,Neutral,1,Theta,36,CPZ,0.0032439955975860357
1,Neutral,1,Theta,37,CP2,0.003763263812288642
1,Neutral,1,Theta,38,CP4,0.00286081712692976
1,Neutral,1,Theta,39,CP6,0.0017920691752806306
1,Neutral,1,Theta,40,TP8,0.002611178671941161
1,Neutral,1,Theta,41,P7,0.005741973873227835
1,Neutral,1,Theta,42,P5,0.002665354171767831
1,Neutral,1,Theta,43,P3,0.00869394838809967
1,Neutral,1,Theta,44,P1,0.003617609618231654
1,Neutral,1,Theta,45,PZ,0.009011760354042053
1,Neutral,1,Theta,46,P2,0.0056378585286438465
1,Neutral,1,Theta,47,P4,0.004795567598193884
1,Neutral,1,Theta,48,P6,0.002597616985440254
1,Neutral,1,Theta,49,P8,0.0013438023161143064
1,Neutral,1,Theta,50,PO7,0.001993143232539296
1,Neutral,1,Theta,51,PO5,0.0011485202703624964
1,Neutral,1,Theta,52,PO3,0.004117686301469803
1,Neutral,1,Theta,53,POZ,0.0066124810837209225
1,Neutral,1,Theta,54,PO4,0.0035258354619145393
1,Neutral,1,Theta,55,PO6,0.001936084940098226
1,Neutral,1,Theta,56,PO8,0.0022819815203547478
1,Neutral,1,Theta,57,CB1,0.005531856790184975
1,Neutral,1,Theta,58,O1,0.0026518534868955612
1,Neutral,1,Theta,59,OZ,0.002626658882945776
1,Neutral,1,Theta,60,O2,0.0024788379669189453
1,Neutral,1,Theta,61,CB2,0.0013572185998782516
1,Neutral,2,Alpha,0,FP1,0.0034309937618672848
1,Neutral,2,Alpha,1,FPZ,0.0046753608621656895
1,Neutral,2,Alpha,2,FP2,0.002520359121263027
1,Neutral,2,Alpha,3,AF3,0.0012951218523085117
1,Neutral,2,Alpha,4,AF4,0.0006587618845514953
1,Neutral,2,Alpha,5,F7,0.004842008464038372
1,Neutral,2,Alpha,6,F5,0.0045541683211922646
1,Neutral,2,Alpha,7,F3,0.004477394744753838
1,Neutral,2,Alpha,8,F1,0.006324473302811384
1,Neutral,2,Alpha,9,FZ,0.0037935408763587475
1,Neutral,2,Alpha,10,F2,0.007548116613179445
1,Neutral,2,Alpha,11,F4,0.0018414193764328957
1,Neutral,2,Alpha,12,F6,0.0034331572242081165
1,Neutral,2,Alpha,13,F8,0.0017903117695823312
1,Neutral,2,Alpha,14,FT7,0.0036681178025901318
1,Neutral,2,Alpha,15,FC5,0.003518263576552272
1,Neutral,2,Alpha,16,FC3,0.004482059273868799
1,Neutral,2,Alpha,17,FC1,0.0020505720749497414
1,Neutral,2,Alpha,18,FCZ,0.002150202402845025
1,Neutral,2,Alpha,19,FC2,0.003141503781080246
1,Neutral,2,Alpha,20,FC4,0.0038545953575521708
1,Neutral,2,Alpha,21,FC6,0.0029795223381370306
1,Neutral,2,Alpha,22,FT8,0.0032777925953269005
1,Neutral,2,Alpha,23,T7,0.0006507810903713107
1,Neutral,2,Alpha,24,C5,0.005139188375324011
1,Neutral,2,Alpha,25,C3,0.0014493451453745365
1,Neutral,2,Alpha,26,C1,0.004810607060790062
1,Neutral,2,Alpha,27,CZ,0.001795521704480052
1,Neutral,2,Alpha,28,C2,0.0013550753938034177
1,Neutral,2,Alpha,29,C4,0.002455624984577298
1,Neutral,2,Alpha,30,C6,0.005861492827534676
1,Neutral,2,Alpha,31,T8,0.001446990412659943
1,Neutral,2,Alpha,32,TP7,0.0017184242606163025
1,Neutral,2,Alpha,33,CP5,0.004055027384310961
1,Neutral,2,Alpha,34,CP3,0.00202907994389534
1,Neutral,2,Alpha,35,CP1,0.0005342938238754869
1,Neutral,2,Alpha,36,CPZ,0.0006660741055384278
1,Neutral,2,Alpha,37,CP2,0.0065674916841089725
1,Neutral,2,Alpha,38,CP4,0.000999100157059729
1,Neutral,2,Alpha,39,CP6,0.0033122648019343615
1,Neutral,2,Alpha,40,TP8,0.0038896403275430202
1,Neutral,2,Alpha,41,P7,0.0014966899761930108
1,Neutral,2,Alpha,42,P5,0.001721534295938909
1,Neutral,2,Alpha,43,P3,0.0012854983797296882
1,Neutral,2,Alpha,44,P1,0.014232469722628593
1,Neutral,2,Alpha,45,PZ,0.0029414526652544737
1,Neutral,2,Alpha,46,P2,0.0008628008654341102
1,Neutral,2,Alpha,47,P4,0.0036236403975635767
1,Neutral,2,Alpha,48,P6,0.0011434955522418022
1,Neutral,2,Alpha,49,P8,0.001191672752611339
1,Neutral,2,Alpha,50,PO7,0.0013756918488070369
1,Neutral,2,Alpha,51,PO5,0.0023698187433183193
1,Neutral,2,Alpha,52,PO3,0.008266054093837738
1,Neutral,2,Alpha,53,POZ,0.0010822556214407086
1,Neutral,2,Alpha,54,PO4,0.0014747395180165768
1,Neutral,2,Alpha,55,PO6,0.0020169331692159176
1,Neutral,2,Alpha,56,PO8,0.002288899617269635
1,Neutral,2,Alpha,57,CB1,0.00433257594704628
1,Neutral,2,Alpha,58,O1,0.003957401029765606
1,Neutral,2,Alpha,59,OZ,0.005425817798823118
1,Neutral,2,Alpha,60,O2,0.0053123789839446545
1,Neutral,2,Alpha,61,CB2,0.00182148942258209
1,Neutral,3,Beta,0,FP1,0.005678318906575441
1,Neutral,3,Beta,1,FPZ,0.016178926452994347
