sample_index,pca_1,pca_2,subject_id_0_based,true_class_id,pseudo_class_id,correct_pseudo_label,reliability,selected_tau_zero,selected_configured
57,1.0857455730438232,0.037446290254592896,13,2,2,1,0.9975010752677917,1,1
58,1.084152102470398,0.03672527149319649,13,2,2,1,0.9974712133407593,1,1
59,1.0829315185546875,0.0361747071146965,13,2,2,1,0.9974477291107178,1,1
60,1.0817853212356567,0.03559268265962601,13,2,2,1,0.9974255561828613,1,1
61,1.0807607173919678,0.03501242771744728,13,2,2,1,0.9974055886268616,1,1
62,1.0799858570098877,0.03448079526424408,13,2,2,1,0.9973901510238647,1,1
63,1.0796457529067993,0.03409811109304428,13,2,2,1,0.9973832964897156,1,1
64,1.079453468322754,0.03368090093135834,13,2,2,1,0.9973790049552917,1,1
65,1.0797184705734253,0.03337318077683449,13,2,2,1,0.997383713722229,1,1
66,1.0797706842422485,0.03302209451794624,13,2,2,1,0.9973840713500977,1,1
67,1.0800234079360962,0.032750681042671204,13,2,2,1,0.9973883032798767,1,1
68,1.0805022716522217,0.032646600157022476,13,2,2,1,0.9973971247673035,1,1
69,1.0814237594604492,0.032707925885915756,13,2,2,1,0.9974142909049988,1,1
70,1.082167387008667,0.03271463140845299,13,2,2,1,0.9974279403686523,1,1
71,1.0824885368347168,0.0327828973531723,13,2,2,1,0.9974333047866821,1,1
72,1.0826886892318726,0.03281247615814209,13,2,2,1,0.9974361062049866,1,1
73,1.0827769041061401,0.03289437294006348,13,2,2,1,0.9974370002746582,1,1
74,1.0828593969345093,0.03293933346867561,13,2,2,1,0.9974376559257507,1,1
75,1.0831011533737183,0.03305811807513237,13,2,2,1,0.9974411725997925,1,1
76,1.083412528038025,0.033188506960868835,13,2,2,1,0.9974458813667297,1,1
77,1.0835009813308716,0.033336907625198364,13,2,2,1,0.9974462985992432,1,1
78,1.0833550691604614,0.0333821102976799,13,2,2,1,0.9974422454833984,1,1
79,1.0831375122070312,0.03333120420575142,13,2,2,1,0.9974372386932373,1,1
80,1.08321213722229,0.03331314027309418,13,2,2,1,0.9974367022514343,1,1
81,1.083251714706421,0.03332678973674774,13,2,2,1,0.9974358677864075,1,1
82,1.0831668376922607,0.03333311527967453,13,2,2,1,0.9974327683448792,1,1
83,1.0833032131195068,0.03339449688792229,13,2,2,1,0.997433066368103,1,1
84,1.0835200548171997,0.03353727608919144,13,2,2,1,0.9974353909492493,1,1
85,1.0839262008666992,0.03372822701931,13,2,2,1,0.9974409937858582,1,1
86,1.0846730470657349,0.03406068682670593,13,2,2,1,0.9974527955055237,1,1
87,1.085181474685669,0.034457020461559296,13,2,2,1,0.9974606037139893,1,1
88,1.0858994722366333,0.03491656482219696,13,2,2,1,0.9974724054336548,1,1
89,1.0866695642471313,0.03541899099946022,13,2,2,1,0.9974845051765442,1,1
90,1.0873106718063354,0.0358881913125515,13,2,2,1,0.997494637966156,1,1
91,1.0885854959487915,0.036612000316381454,13,2,2,1,0.9975153803825378,1,1
92,1.0897153615951538,0.03708380460739136,13,2,2,1,0.9975345730781555,1,1
93,1.090665578842163,0.03735833987593651,13,2,2,1,0.9975507855415344,1,1
94,1.091597557067871,0.037665385752916336,13,2,2,1,0.9975677728652954,1,1
95,1.0919533967971802,0.038079410791397095,13,2,2,1,0.9975787401199341,1,1
96,1.0921460390090942,0.03846349939703941,13,2,2,1,0.9975871443748474,1,1
97,1.0928397178649902,0.0389438159763813,13,2,2,1,0.9976043105125427,1,1
98,1.0937222242355347,0.039383575320243835,13,2,2,1,0.9976223707199097,1,1
99,1.094810128211975,0.03987790644168854,13,2,2,1,0.9976415634155273,1,1
100,1.0962883234024048,0.040560707449913025,13,2,2,1,0.9976664185523987,1,1
101,1.0976020097732544,0.04110368341207504,13,2,2,1,0.997687041759491,1,1
102,1.099210500717163,0.04175145924091339,13,2,2,1,0.9977110028266907,1,1
103,1.1015770435333252,0.04198967665433884,13,2,2,1,0.9977447390556335,1,1
104,1.1039247512817383,0.041776590049266815,13,2,2,1,0.9977768659591675,1,1
105,1.1060441732406616,0.04120798781514168,13,2,2,1,0.9978037476539612,1,1
106,1.107622742652893,0.04118916019797325,13,2,2,1,0.997824490070343,1,1
107,1.1090067625045776,0.0407169833779335,13,2,2,1,0.9978401064872742,1,1
108,1.1097056865692139,0.0409807488322258,13,2,2,1,0.9978511929512024,1,1
109,1.110678791999817,0.040843624621629715,13,2,2,1,0.9978647232055664,1,1
110,1.1115086078643799,0.040702179074287415,13,2,2,1,0.9978758692741394,1,1
111,1.1126800775527954,0.04009423032402992,13,2,2,1,0.9978886842727661,1,1
112,1.1125996112823486,0.04061604291200638,13,2,2,1,0.9978897571563721,1,1
113,1.1119133234024048,0.04130309075117111,13,2,2,1,0.9978833794593811,1,1
114,1.111582636833191,0.04170624166727066,13,2,2,1,0.99787837266922,1,1
115,1.1106809377670288,0.0425785630941391,13,2,2,1,0.9978669285774231,1,1
116,1.1101219654083252,0.04288344830274582,13,2,2,1,0.9978581070899963,1,1
117,1.1090023517608643,0.04371758550405502,13,2,2,1,0.9978485703468323,1,1
118,1.1085691452026367,0.04408672824501991,13,2,2,1,0.9978461265563965,1,1
119,1.108482837677002,0.04410967230796814,13,2,2,1,0.9978452324867249,1,1
120,1.1074559688568115,0.044783931225538254,13,2,2,1,0.9978371858596802,1,1
121,1.1070406436920166,0.04501873254776001,13,2,2,1,0.9978333115577698,1,1
122,1.106321096420288,0.04551120102405548,13,2,2,1,0.9978271126747131,1,1
123,1.1052554845809937,0.04638119786977768,13,2,2,1,0.997818112373352,1,1
124,1.104059100151062,0.04696021229028702,13,2,2,1,0.9978060722351074,1,1
125,1.1033058166503906,0.0470830537378788,13,2,2,1,0.9977970719337463,1,1
126,1.1024236679077148,0.04685356840491295,13,2,2,1,0.9977852702140808,1,1
127,1.1018397808074951,0.04660889133810997,13,2,2,1,0.9977772831916809,1,1
128,1.1012579202651978,0.046400152146816254,13,2,2,1,0.9977688789367676,1,1
129,1.1005451679229736,0.04616875201463699,13,2,2,1,0.9977583885192871,1,1
130,1.1000478267669678,0.04603414982557297,13,2,2,1,0.9977512359619141,1,1
131,1.0995252132415771,0.04588785022497177,13,2,2,1,0.9977433085441589,1,1
132,1.0989115238189697,0.045724596828222275,13,2,2,1,0.9977337121963501,1,1
133,1.0981884002685547,0.045535556972026825,13,2,2,1,0.9977225661277771,1,1
134,1.0975016355514526,0.045380983501672745,13,2,2,1,0.9977118968963623,1,1
135,1.096846103668213,0.04522141069173813,13,2,2,1,0.9977012872695923,1,1
136,1.0962700843811035,0.04506046697497368,13,2,2,1,0.9976916313171387,1,1
137,1.0957810878753662,0.04491239786148071,13,2,2,1,0.9976832866668701,1,1
138,1.0954724550247192,0.0447908379137516,13,2,2,1,0.9976779222488403,1,1
139,1.095283031463623,0.04470561444759369,13,2,2,1,0.9976745247840881,1,1
140,1.0951029062271118,0.044622644782066345,13,2,2,1,0.9976712465286255,1,1
141,1.0949764251708984,0.044565148651599884,13,2,2,1,0.9976689219474792,1,1
142,1.094923496246338,0.04450023174285889,13,2,2,1,0.9976679086685181,1,1
143,1.0950112342834473,0.04448448121547699,13,2,2,1,0.9976692199707031,1,1
144,1.0953340530395508,0.04455336928367615,13,2,2,1,0.9976746439933777,1,1
145,1.0954455137252808,0.04456131532788277,13,2,2,1,0.9976766109466553,1,1
146,1.0955616235733032,0.04458111897110939,13,2,2,1,0.9976786375045776,1,1
147,1.0957605838775635,0.04458713158965111,13,2,2,1,0.9976819753646851,1,1
148,1.0959466695785522,0.044535256922245026,13,2,2,1,0.9976851344108582,1,1
149,1.0961108207702637,0.04454660415649414,13,2,2,1,0.9976878762245178,1,1
150,1.096152901649475,0.044546276330947876,13,2,2,1,0.9976888298988342,1,1
151,1.096238374710083,0.04455152153968811,13,2,2,1,0.9976903796195984,1,1
152,1.0962811708450317,0.044585276395082474,13,2,2,1,0.9976915121078491,1,1
153,1.0962685346603394,0.04460746794939041,13,2,2,1,0.9976916909217834,1,1
154,1.096264123916626,0.04459230229258537,13,2,2,1,0.997691810131073,1,1
155,1.096274733543396,0.04457102715969086,13,2,2,1,0.9976922869682312,1,1
156,1.0961456298828125,0.04441600665450096,13,2,2,1,0.9976902604103088,1,1
157,1.0958348512649536,0.0442076176404953,13,2,2,1,0.9976851940155029,1,1
158,1.0955084562301636,0.04387335479259491,13,2,2,1,0.9976797103881836,1,1
159,1.0951194763183594,0.04348066449165344,13,2,2,1,0.9976730942726135,1,1
160,1.0947976112365723,0.04317373037338257,13,2,2,1,0.9976673722267151,1,1
161,1.0942654609680176,0.042847782373428345,13,2,2,1,0.9976582527160645,1,1
162,1.0938317775726318,0.04257518798112869,13,2,2,1,0.9976505637168884,1,1
163,1.0933635234832764,0.04232928901910782,13,2,2,1,0.9976423382759094,1,1
164,1.0927481651306152,0.04207552969455719,13,2,2,1,0.9976316094398499,1,1
165,1.0922361612319946,0.041768886148929596,13,2,2,1,0.9976223111152649,1,1
166,1.0918164253234863,0.041516609489917755,13,2,2,1,0.9976149797439575,1,1
167,1.0917346477508545,0.04148826748132706,13,2,2,1,0.9976135492324829,1,1
168,1.091444492340088,0.04139714315533638,13,2,2,1,0.9976086020469666,1,1
169,1.0912377834320068,0.04135051369667053,13,2,2,1,0.9976049661636353,1,1
170,1.0909708738327026,0.04128431901335716,13,2,2,1,0.9976003766059875,1,1
171,1.0907188653945923,0.041201137006282806,13,2,2,1,0.9975957870483398,1,1
172,1.0902698040008545,0.04103373736143112,13,2,2,1,0.9975876808166504,1,1
173,1.0898381471633911,0.04090408980846405,13,2,2,1,0.9975799918174744,1,1
174,1.0892976522445679,0.04074963554739952,13,2,2,1,0.9975701570510864,1,1
175,1.0887902975082397,0.04058561846613884,13,2,2,1,0.9975609183311462,1,1
176,1.08834707736969,0.04039794206619263,13,2,2,1,0.997552752494812,1,1
177,1.0881128311157227,0.040203213691711426,13,2,2,1,0.9975484609603882,1,1
178,1.0877174139022827,0.03984472155570984,13,2,2,1,0.9975409507751465,1,1
179,1.0874346494674683,0.03956190496683121,13,2,2,1,0.9975356459617615,1,1
180,1.087433934211731,0.03932713717222214,13,2,2,1,0.9975353479385376,1,1
181,1.087668538093567,0.03920227661728859,13,2,2,1,0.9975396394729614,1,1
182,1.0878716707229614,0.03903229534626007,13,2,2,1,0.9975432753562927,1,1
183,1.08795964717865,0.03880402073264122,13,2,2,1,0.997544527053833,1,1
184,1.0879199504852295,0.03848133981227875,13,2,2,1,0.9975433945655823,1,1
185,1.0880229473114014,0.03819559887051582,13,2,2,1,0.997545063495636,1,1
186,1.08807373046875,0.03790433332324028,13,2,2,1,0.9975457191467285,1,1
187,1.0878565311431885,0.0375332310795784,13,2,2,1,0.9975414872169495,1,1
188,1.087671160697937,0.0370977558195591,13,2,2,1,0.9975377917289734,1,1
189,1.0878522396087646,0.03670772165060043,13,2,2,1,0.9975410103797913,1,1
190,1.0879534482955933,0.03631521388888359,13,2,2,1,0.9975427389144897,1,1
191,1.0877131223678589,0.035750120878219604,13,2,2,1,0.9975379705429077,1,1
192,1.0877175331115723,0.03528232499957085,13,2,2,1,0.9975378513336182,1,1
193,1.0877050161361694,0.03477435186505318,13,2,2,1,0.9975374341011047,1,1
194,1.0877277851104736,0.03425372391939163,13,2,2,1,0.9975376725196838,1,1
195,1.0878398418426514,0.033774182200431824,13,2,2,1,0.9975394010543823,1,1
196,1.088073968887329,0.033259227871894836,13,2,2,1,0.9975433349609375,1,1
197,1.0882090330123901,0.03276890143752098,13,2,2,1,0.9975454807281494,1,1
198,1.0883784294128418,0.032292094081640244,13,2,2,1,0.9975481629371643,1,1
199,1.0882682800292969,0.031717777252197266,13,2,2,1,0.9975457191467285,1,1
200,1.0884270668029785,0.031194550916552544,13,2,2,1,0.9975482821464539,1,1
201,1.0886303186416626,0.030668752267956734,13,2,2,1,0.9975515007972717,1,1
202,1.0889533758163452,0.030321532860398293,13,2,2,1,0.9975570440292358,1,1
203,1.0891368389129639,0.030000144615769386,13,2,2,1,0.9975602030754089,1,1
204,1.089497685432434,0.02979498729109764,13,2,2,1,0.9975667595863342,1,1
205,1.089747667312622,0.0296634528785944,13,2,2,1,0.9975712299346924,1,1
206,1.0898706912994385,0.029661785811185837,13,2,2,1,0.9975734949111938,1,1
207,1.089988112449646,0.029696723446249962,13,2,2,1,0.997575581073761,1,1
208,1.0899789333343506,0.029641013592481613,13,2,2,1,0.9975752830505371,1,1
209,1.0902867317199707,0.029686763882637024,13,2,2,1,0.997580885887146,1,1
210,1.0905698537826538,0.029696937650442123,13,2,2,1,0.9975860118865967,1,1
211,1.0910011529922485,0.029778532683849335,13,2,2,1,0.9975937604904175,1,1
212,1.0913033485412598,0.02975703775882721,13,2,2,1,0.9975992441177368,1,1
213,1.0913418531417847,0.02954772114753723,13,2,2,1,0.9975996017456055,1,1
214,1.0914649963378906,0.02932245470583439,13,2,2,1,0.9976016283035278,1,1
215,1.0917420387268066,0.029168235138058662,13,2,2,1,0.9976063966751099,1,1
216,1.0920478105545044,0.029184123501181602,13,2,2,1,0.9976117610931396,1,1
217,1.0924198627471924,0.029257453978061676,13,2,2,1,0.9976184368133545,1,1
218,1.0927196741104126,0.02922891639173031,13,2,2,1,0.9976235628128052,1,1
219,1.093159556388855,0.029172778129577637,13,2,2,1,0.9976311326026917,1,1
220,1.0935503244400024,0.028979282826185226,13,2,2,1,0.9976378679275513,1,1
221,1.0939762592315674,0.028871048241853714,13,2,2,1,0.9976452589035034,1,1
222,1.0940673351287842,0.028470106422901154,13,2,2,1,0.9976463317871094,1,1
223,1.0941187143325806,0.027911102399230003,13,2,2,1,0.9976465702056885,1,1
224,1.094225525856018,0.02739238739013672,13,2,2,1,0.9976480007171631,1,1
225,1.0943304300308228,0.0270217452198267,13,2,2,1,0.9976493716239929,1,1
226,1.09425687789917,0.026591267436742783,13,2,2,1,0.9976475834846497,1,1
227,1.0944095849990845,0.02619323320686817,13,2,2,1,0.9976498484611511,1,1
228,1.0946704149246216,0.025805724784731865,13,2,2,1,0.9976540803909302,1,1
229,1.0949926376342773,0.02537929080426693,13,2,2,1,0.9976595044136047,1,1
230,1.0953059196472168,0.025098539888858795,13,2,2,1,0.9976648092269897,1,1
231,1.0958797931671143,0.02494070865213871,13,2,2,1,0.9976748824119568,1,1
232,1.096419095993042,0.024806831032037735,13,2,2,1,0.9976842403411865,1,1
233,1.0967832803726196,0.024794556200504303,13,2,2,1,0.9976905584335327,1,1
234,1.0970940589904785,0.024843165650963783,13,2,2,1,0.9976959824562073,1,1
235,0.9773370623588562,0.30526506900787354,13,1,2,0,0.6445861458778381,1,0
236,0.9653488397598267,0.3024136424064636,13,1,2,0,0.6271176934242249,1,0
237,0.95257169008255,0.2984621226787567,13,1,2,0,0.5808132290840149,1,0
238,0.9197334051132202,0.3048008382320404,13,1,2,0,0.428864061832428,1,0
239,0.9013487100601196,0.30792078375816345,13,1,2,0,0.38931405544281006,1,0
240,0.8824459314346313,0.3194724917411804,13,1,2,0,0.3726678788661957,1,0
241,0.8557286262512207,0.34128251671791077,13,1,2,0,0.3614337146282196,1,0
242,0.8235359191894531,0.3692692816257477,13,1,2,0,0.3554779589176178,1,0
243,0.7914316654205322,0.3932981491088867,13,1,2,0,0.350405216217041,1,0
244,0.7703889012336731,0.4101831912994385,13,1,2,0,0.34860092401504517,1,0
245,0.768549919128418,0.4252263307571411,13,1,2,0,0.3520919978618622,1,0
246,0.7577129602432251,0.43576326966285706,13,1,2,0,0.3513014614582062,1,0
247,0.7529420852661133,0.44116413593292236,13,1,2,0,0.35142752528190613,1,0
248,0.7423014044761658,0.44795799255371094,13,1,2,0,0.34994304180145264,1,0
249,0.7311362028121948,0.4572353959083557,13,1,2,0,0.34887367486953735,1,0
250,0.7324978709220886,0.4646490514278412,13,1,2,0,0.35017579793930054,1,0
251,0.737260639667511,0.4747214615345001,13,1,2,0,0.3523717224597931,1,0
252,0.7429267764091492,0.48882055282592773,13,1,2,0,0.35495394468307495,1,0
253,0.7439767122268677,0.5007404088973999,13,1,2,0,0.3560188412666321,1,0
254,0.7388337254524231,0.5105231404304504,13,1,2,0,0.35548365116119385,1,0
255,0.7488698959350586,0.5193358659744263,13,1,2,0,0.3584555983543396,1,0
256,0.7501137256622314,0.5309511423110962,13,1,2,0,0.35938674211502075,1,0
257,0.7513750791549683,0.5417633056640625,13,1,2,0,0.36038920283317566,1,0
258,0.7418303489685059,0.5524524450302124,13,1,2,0,0.3600403368473053,1,0
259,0.7462981939315796,0.5605371594429016,13,1,2,0,0.36158162355422974,1,0
260,0.744166374206543,0.5694299340248108,13,1,2,0,0.3622278571128845,1,0
261,0.7450914978981018,0.5772959589958191,13,1,2,0,0.36315664649009705,1,0
262,0.7501029372215271,0.587832510471344,13,1,2,0,0.3649088442325592,1,0
263,0.7441436648368835,0.6039126515388489,13,1,2,0,0.3659954369068146,1,0
264,0.7262653708457947,0.6235183477401733,13,1,2,0,0.3668332099914551,1,0
265,0.6839996576309204,0.6551151275634766,13,1,2,0,0.3675711452960968,1,0
266,0.5960598587989807,0.7044568061828613,13,1,2,0,0.36594998836517334,1,0
267,0.3967254161834717,0.7736937999725342,13,1,1,1,0.2530737519264221,1,0
268,0.1759146898984909,0.8013784885406494,13,1,1,1,0.41225573420524597,1,0
269,0.0633874386548996,0.7909426689147949,13,1,1,1,0.4114324450492859,1,0
270,0.01950933039188385,0.7792395353317261,13,1,1,1,0.40884652733802795,1,0
271,-0.0021262317895889282,0.7726813554763794,13,1,1,1,0.40699321031570435,1,0
272,-0.01725447177886963,0.7703632712364197,13,1,1,1,0.4049580693244934,1,0
273,-0.026828378438949585,0.7719169855117798,13,1,1,1,0.4034644365310669,1,0
274,-0.035117313265800476,0.777221143245697,13,1,1,1,0.4017183184623718,1,0
275,-0.041697606444358826,0.7835691571235657,13,1,1,1,0.4005357027053833,1,0
276,-0.053219810128211975,0.7952041029930115,13,1,1,1,0.3990214765071869,1,0
277,-0.061969175934791565,0.8028897047042847,13,1,1,1,0.39814767241477966,1,0
278,-0.0639456957578659,0.8058801293373108,13,1,1,1,0.3983505964279175,1,0
279,-0.06314954161643982,0.8079476356506348,13,1,1,1,0.3989472985267639,1,0
280,-0.06511218845844269,0.8118958473205566,13,1,1,1,0.3995053470134735,1,0
281,-0.06620313227176666,0.8151878118515015,13,1,1,1,0.4003419578075409,1,0
282,-0.05879791080951691,0.8156216740608215,13,1,1,1,0.4016106128692627,1,0
283,-0.04029533267021179,0.8091606497764587,13,1,1,1,0.40372234582901,1,0
284,-0.029256105422973633,0.8039363026618958,13,1,1,1,0.4046262502670288,1,0
285,-0.019533321261405945,0.7995699048042297,13,1,1,1,0.40499913692474365,1,0
286,-0.011721879243850708,0.7981013655662537,13,1,1,1,0.4051930904388428,1,0
287,-0.004461333155632019,0.7991162538528442,13,1,1,1,0.4051609933376312,1,0
288,0.0019203871488571167,0.8022449016571045,13,1,1,1,0.40531423687934875,1,0
289,0.0079621821641922,0.8059584498405457,13,1,1,1,0.40539807081222534,1,0
290,0.013862445950508118,0.8110358715057373,13,1,1,1,0.4054063558578491,1,0
291,0.017699703574180603,0.8164262175559998,13,1,1,1,0.40529870986938477,1,0
292,0.02012866735458374,0.8213728666305542,13,1,1,1,0.4050125479698181,1,0
293,0.02230396866798401,0.8253441452980042,13,1,1,1,0.4045408070087433,1,0
294,0.02401864528656006,0.8308612704277039,13,1,1,1,0.4039604067802429,1,0
295,0.025262445211410522,0.836925745010376,13,1,1,1,0.4031693637371063,1,0
296,0.025438517332077026,0.8428748250007629,13,1,1,1,0.40243667364120483,1,0
297,0.025157541036605835,0.848484456539154,13,1,1,1,0.40167784690856934,1,0
298,0.024866580963134766,0.8534262776374817,13,1,1,1,0.40088751912117004,1,0
299,0.024462789297103882,0.8579557538032532,13,1,1,1,0.40000826120376587,1,0
300,0.023273304104804993,0.8624483346939087,13,1,1,1,0.39894747734069824,1,0
301,0.023577392101287842,0.8646961450576782,13,1,1,1,0.39773374795913696,1,0
302,0.023642927408218384,0.8662311434745789,13,1,1,1,0.396531879901886,1,0
303,0.022826656699180603,0.8660957217216492,13,1,1,1,0.3957137167453766,1,0
304,0.020827308297157288,0.86494380235672,13,1,1,1,0.3951893448829651,1,0
305,0.017840996384620667,0.862248420715332,13,1,1,1,0.39517322182655334,1,0
306,0.013409405946731567,0.8596031069755554,13,1,1,1,0.39531853795051575,1,0
307,0.004950419068336487,0.8586558699607849,13,1,1,1,0.39542919397354126,1,0
308,-0.006077200174331665,0.8569880127906799,13,1,1,1,0.39565616846084595,1,0
309,-0.02251891791820526,0.8544592261314392,13,1,1,1,0.3958577811717987,1,0
310,-0.05145055055618286,0.8490769267082214,13,1,1,1,0.39597058296203613,1,0
311,-0.0993417352437973,0.8369448184967041,13,1,1,1,0.39902347326278687,1,0
312,-0.17945407330989838,0.812890887260437,13,1,1,1,0.4568544924259186,1,0
313,-0.29737818241119385,0.7659432888031006,13,1,1,1,0.6379013657569885,1,0
314,-0.3687477111816406,0.725330114364624,13,1,1,1,0.6422232985496521,1,0
315,-0.4015039801597595,0.7008364200592041,13,1,1,1,0.6412160992622375,1,0
316,-0.4178127646446228,0.6862282156944275,13,1,1,1,0.640346348285675,1,0
317,-0.4267359972000122,0.6771064400672913,13,1,1,1,0.6397374272346497,1,0
318,-0.43309909105300903,0.6704570055007935,13,1,1,1,0.6393077373504639,1,0
319,-0.4378030300140381,0.665070116519928,13,1,1,1,0.6388891935348511,1,0
320,-0.44171154499053955,0.6605103611946106,13,1,1,1,0.6385341286659241,1,0
321,-0.4448469281196594,0.6565964818000793,13,1,1,1,0.6381462812423706,1,0
322,-0.4474160075187683,0.653315007686615,13,1,1,1,0.6379114985466003,1,0
323,-0.44929027557373047,0.6507619619369507,13,1,1,1,0.6377889513969421,1,0
324,-0.45049941539764404,0.6493443846702576,13,1,1,1,0.6377179622650146,1,0
325,-0.45145076513290405,0.6481714248657227,13,1,1,1,0.6378402709960938,1,0
326,-0.452265202999115,0.6470707058906555,13,1,1,1,0.6377525329589844,1,0
327,-0.45302683115005493,0.6458653211593628,13,1,1,1,0.6375613808631897,1,0
328,-0.45406651496887207,0.6444087624549866,13,1,1,1,0.6375365853309631,1,0
329,-0.455183744430542,0.64322429895401,13,1,1,1,0.6375348567962646,1,0
330,-0.45667755603790283,0.6414523124694824,13,1,1,1,0.6372700929641724,1,0
331,-0.4584850072860718,0.6393089294433594,13,1,1,1,0.6369686126708984,1,0
332,-0.45993685722351074,0.6377564668655396,13,1,1,1,0.6368550658226013,1,0
333,-0.4613593816757202,0.6366596221923828,13,1,1,1,0.6369396448135376,1,0
334,-0.46271681785583496,0.6357005834579468,13,1,1,1,0.6369094848632812,1,0
335,-0.4638156294822693,0.6355195045471191,13,1,1,1,0.6370728015899658,1,0
336,-0.46446090936660767,0.6361960172653198,13,1,1,1,0.6374106407165527,1,0
337,-0.46517521142959595,0.6366938948631287,13,1,1,1,0.6375303864479065,1,0
338,-0.4663950204849243,0.6368391513824463,13,1,1,1,0.6375548839569092,1,0
