variant,sample_index,split,subject,class,pc1,pc2
baseline,130,source,14,2,3.3690285682678223,0.644249439239502
baseline,131,source,14,2,3.3281033039093018,0.631696879863739
baseline,132,source,14,2,3.283845901489258,0.6164177656173706
baseline,133,source,14,2,3.23968243598938,0.599795401096344
baseline,134,source,14,2,3.1891379356384277,0.5820941925048828
baseline,135,source,14,2,3.1382274627685547,0.5637485384941101
baseline,136,source,14,2,3.0944619178771973,0.5463173389434814
baseline,137,source,14,2,3.051626682281494,0.5276319980621338
baseline,138,source,14,2,3.0067386627197266,0.5062920451164246
baseline,139,source,14,2,2.9616425037384033,0.4833688735961914
baseline,140,source,14,2,2.9068446159362793,0.45637601613998413
baseline,141,source,14,2,2.8503243923187256,0.4292554259300232
baseline,142,source,14,2,2.801799774169922,0.4050341546535492
baseline,143,source,14,2,2.755683422088623,0.38115519285202026
baseline,144,source,14,2,2.7063708305358887,0.356342613697052
baseline,145,source,14,2,2.6580967903137207,0.33400025963783264
baseline,146,source,14,2,2.6096725463867188,0.31035158038139343
baseline,147,source,14,2,2.560408353805542,0.28602445125579834
baseline,148,source,14,2,2.514930009841919,0.26166900992393494
baseline,149,source,14,2,2.4652812480926514,0.2352699339389801
baseline,150,source,14,2,2.414154052734375,0.20840860903263092
baseline,151,source,14,2,2.3648271560668945,0.18218661844730377
baseline,152,source,14,2,2.3234634399414062,0.15911662578582764
baseline,153,source,14,2,2.282562017440796,0.1372900754213333
baseline,154,source,14,2,2.24436354637146,0.1167987585067749
baseline,155,source,14,2,2.2081122398376465,0.09856857359409332
baseline,156,source,14,2,2.1746418476104736,0.08129823207855225
baseline,157,source,14,2,2.1415793895721436,0.06404003500938416
baseline,158,source,14,2,2.1139891147613525,0.04745104908943176
baseline,159,source,14,2,2.085928440093994,0.030059009790420532
baseline,160,source,14,2,2.053694725036621,0.010879307985305786
baseline,161,source,14,2,2.028841018676758,-0.006619840860366821
baseline,162,source,14,2,1.994992971420288,-0.026742488145828247
baseline,163,source,14,2,1.955543041229248,-0.04920712113380432
baseline,164,source,14,2,1.9158143997192383,-0.07271575927734375
baseline,165,source,14,2,1.8846421241760254,-0.09443828463554382
baseline,166,source,14,2,1.858776330947876,-0.11343958973884583
baseline,167,source,14,2,1.8307301998138428,-0.1343885064125061
baseline,168,source,14,2,1.8047282695770264,-0.15374207496643066
baseline,169,source,14,2,1.7740790843963623,-0.1739354431629181
baseline,170,source,14,2,1.7479689121246338,-0.19201919436454773
baseline,171,source,14,2,1.7146918773651123,-0.21291545033454895
baseline,172,source,14,2,1.6752586364746094,-0.23648908734321594
baseline,173,source,14,2,1.6400258541107178,-0.25771376490592957
baseline,174,source,14,2,1.6123957633972168,-0.2776043713092804
baseline,175,source,14,2,1.5891308784484863,-0.29606369137763977
baseline,176,source,14,2,1.562366008758545,-0.315807968378067
baseline,177,source,14,2,1.5334532260894775,-0.3361261188983917
baseline,178,source,14,2,1.5032844543457031,-0.3546905219554901
baseline,179,source,14,2,1.4761079549789429,-0.37194278836250305
baseline,180,source,14,2,1.4542607069015503,-0.3880715072154999
baseline,181,source,14,2,1.4229860305786133,-0.4072658121585846
baseline,182,source,14,2,1.393218755722046,-0.42525437474250793
baseline,183,source,14,2,1.3568425178527832,-0.44399842619895935
baseline,184,source,14,2,1.320934772491455,-0.46359601616859436
baseline,185,source,14,2,1.2892550230026245,-0.4814125597476959
baseline,186,source,14,2,1.2534164190292358,-0.5008631944656372
baseline,187,source,14,2,1.2285306453704834,-0.5175224542617798
baseline,188,source,14,2,1.2010239362716675,-0.5349211692810059
baseline,189,source,14,2,1.165536880493164,-0.5560150146484375
baseline,190,source,14,2,1.1295007467269897,-0.5761162042617798
baseline,191,source,14,2,1.0976160764694214,-0.5948137044906616
baseline,192,source,14,2,1.072786569595337,-0.6115269660949707
baseline,193,source,14,2,1.0515148639678955,-0.6280120611190796
baseline,194,source,14,2,1.0348122119903564,-0.6444063186645508
baseline,195,source,14,2,1.01878023147583,-0.6604335308074951
baseline,196,source,14,2,1.0033544301986694,-0.6773903369903564
baseline,197,source,14,2,0.9885938167572021,-0.6935029029846191
baseline,198,source,14,2,0.9751660823822021,-0.708167314529419
baseline,199,source,14,2,0.9677587151527405,-0.7195349931716919
baseline,200,source,14,2,0.9561861753463745,-0.7323653697967529
baseline,201,source,14,2,0.9388072490692139,-0.7472554445266724
baseline,202,source,14,2,0.907096266746521,-0.7681390047073364
baseline,203,source,14,2,0.8811949491500854,-0.7860616445541382
baseline,204,source,14,2,0.8614023923873901,-0.8022085428237915
baseline,205,source,14,2,0.8443667888641357,-0.8160256147384644
baseline,206,source,14,2,0.8363867402076721,-0.8255109786987305
baseline,207,source,14,2,0.8304305076599121,-0.833966851234436
baseline,208,source,14,2,0.8309261798858643,-0.8398642539978027
baseline,209,source,14,2,0.8286842107772827,-0.8480966091156006
baseline,210,source,14,2,0.8265308141708374,-0.856540322303772
baseline,211,source,14,2,0.8270740509033203,-0.8648455142974854
baseline,212,source,14,2,0.8330235481262207,-0.8701246976852417
baseline,213,source,14,2,0.8317074775695801,-0.8753281831741333
baseline,214,source,14,2,0.8289822340011597,-0.8814833164215088
baseline,215,source,14,2,0.8178970217704773,-0.8897256851196289
baseline,216,source,14,2,0.7968143224716187,-0.8985720872879028
baseline,217,source,14,2,0.7786076068878174,-0.9065765142440796
baseline,218,source,14,2,0.7542622685432434,-0.9160871505737305
baseline,219,source,14,2,0.7330714464187622,-0.9238978624343872
baseline,220,source,14,2,0.6986544132232666,-0.9341409206390381
baseline,221,source,14,2,0.6633731722831726,-0.9444637298583984
baseline,222,source,14,2,0.6287734508514404,-0.9547854661941528
baseline,223,source,14,2,0.5934365391731262,-0.9655436277389526
baseline,224,source,14,2,0.562497615814209,-0.9762672185897827
baseline,225,source,14,2,0.5285089015960693,-0.9890487194061279
baseline,226,source,14,2,0.4930085241794586,-1.0019233226776123
baseline,227,source,14,2,0.4531588554382324,-1.0148751735687256
baseline,228,source,14,2,0.41600435972213745,-1.0262787342071533
baseline,229,source,14,2,0.38216230273246765,-1.0346643924713135
baseline,230,source,14,2,0.3580685257911682,-1.0405641794204712
baseline,231,source,14,2,0.33883342146873474,-1.045182704925537
baseline,232,source,14,2,0.3296397626399994,-1.0466315746307373
baseline,233,source,14,2,0.3250390291213989,-1.0474648475646973
baseline,234,source,14,2,0.3239346742630005,-1.0490314960479736
baseline,235,source,14,1,-1.6167628765106201,-0.5594567060470581
baseline,236,source,14,1,-1.6164748668670654,-0.5608175992965698
baseline,237,source,14,1,-1.6137385368347168,-0.5605164766311646
baseline,238,source,14,1,-1.6151471138000488,-0.5600937604904175
baseline,239,source,14,1,-1.615912675857544,-0.559165358543396
baseline,240,source,14,1,-1.6141784191131592,-0.5572274923324585
baseline,241,source,14,1,-1.608835220336914,-0.5528857707977295
baseline,242,source,14,1,-1.6000182628631592,-0.5476840734481812
baseline,243,source,14,1,-1.586726427078247,-0.5412461757659912
baseline,244,source,14,1,-1.5797812938690186,-0.5356450080871582
baseline,245,source,14,1,-1.572246789932251,-0.5305819511413574
baseline,246,source,14,1,-1.5609886646270752,-0.5247182846069336
baseline,247,source,14,1,-1.5489654541015625,-0.5198252201080322
baseline,248,source,14,1,-1.5374960899353027,-0.5146639347076416
baseline,249,source,14,1,-1.5233378410339355,-0.5082600116729736
baseline,250,source,14,1,-1.5060012340545654,-0.5005100965499878
baseline,251,source,14,1,-1.4909703731536865,-0.49309542775154114
baseline,252,source,14,1,-1.4746015071868896,-0.48434069752693176
baseline,253,source,14,1,-1.45448899269104,-0.47470977902412415
baseline,254,source,14,1,-1.428274154663086,-0.46481087803840637
baseline,255,source,14,1,-1.39915132522583,-0.4554092586040497
baseline,256,source,14,1,-1.366605281829834,-0.4453414976596832
baseline,257,source,14,1,-1.3318510055541992,-0.43549904227256775
baseline,258,source,14,1,-1.2960400581359863,-0.4226281940937042
baseline,259,source,14,1,-1.2589354515075684,-0.4085914194583893
baseline,260,source,14,1,-1.217156171798706,-0.39416638016700745
baseline,261,source,14,1,-1.1690409183502197,-0.37882599234580994
baseline,262,source,14,1,-1.1192405223846436,-0.36350730061531067
baseline,263,source,14,1,-1.0695998668670654,-0.34999552369117737
baseline,264,source,14,1,-1.0172524452209473,-0.335683673620224
baseline,265,source,14,1,-0.961041271686554,-0.31994834542274475
baseline,266,source,14,1,-0.9060302376747131,-0.30238983035087585
baseline,267,source,14,1,-0.8499457240104675,-0.283503919839859
baseline,268,source,14,1,-0.7913569808006287,-0.2645283639431
baseline,269,source,14,1,-0.7309138178825378,-0.2449207603931427
baseline,270,source,14,1,-0.6733697056770325,-0.22627022862434387
baseline,271,source,14,1,-0.6116769909858704,-0.20628252625465393
baseline,272,source,14,1,-0.5501901507377625,-0.1868360936641693
baseline,273,source,14,1,-0.4939391016960144,-0.16887393593788147
baseline,274,source,14,1,-0.44467592239379883,-0.1539938747882843
baseline,275,source,14,1,-0.39869922399520874,-0.14145776629447937
baseline,276,source,14,1,-0.36722809076309204,-0.1308670938014984
baseline,277,source,14,1,-0.338196337223053,-0.1204083263874054
baseline,278,source,14,1,-0.31479066610336304,-0.11031752824783325
baseline,279,source,14,1,-0.29610103368759155,-0.09960100054740906
baseline,280,source,14,1,-0.28136777877807617,-0.0918005108833313
baseline,281,source,14,1,-0.27144455909729004,-0.08787745237350464
baseline,282,source,14,1,-0.26330792903900146,-0.08469408750534058
baseline,283,source,14,1,-0.2594812512397766,-0.08271512389183044
baseline,284,source,14,1,-0.2625659108161926,-0.08096405863761902
baseline,285,source,14,1,-0.2699294090270996,-0.081841379404068
baseline,286,source,14,1,-0.276891827583313,-0.08284652233123779
baseline,287,source,14,1,-0.2839704155921936,-0.08552825450897217
baseline,288,source,14,1,-0.29379773139953613,-0.08716315031051636
baseline,289,source,14,1,-0.3076508045196533,-0.0889076292514801
baseline,290,source,14,1,-0.3300440311431885,-0.0902729332447052
baseline,291,source,14,1,-0.3532305359840393,-0.09009477496147156
baseline,292,source,14,1,-0.3755876421928406,-0.08962035179138184
baseline,293,source,14,1,-0.40067940950393677,-0.09006786346435547
baseline,294,source,14,1,-0.4307076930999756,-0.08996853232383728
baseline,295,source,14,1,-0.4610815644264221,-0.08969518542289734
baseline,296,source,14,1,-0.48455244302749634,-0.08740749955177307
baseline,297,source,14,1,-0.5034223198890686,-0.0845651924610138
baseline,298,source,14,1,-0.5214777588844299,-0.08244475722312927
baseline,299,source,14,1,-0.5379676222801208,-0.08191058039665222
baseline,300,source,14,1,-0.5515491366386414,-0.0817786455154419
baseline,301,source,14,1,-0.568194568157196,-0.08343082666397095
baseline,302,source,14,1,-0.5812253355979919,-0.08497771620750427
baseline,303,source,14,1,-0.5956290364265442,-0.08527126908302307
baseline,304,source,14,1,-0.6040740609169006,-0.08460715413093567
baseline,305,source,14,1,-0.6130356192588806,-0.08317920565605164
baseline,306,source,14,1,-0.6193351149559021,-0.08171156048774719
baseline,307,source,14,1,-0.6262145638465881,-0.08005645871162415
baseline,308,source,14,1,-0.6332029700279236,-0.08001121878623962
baseline,309,source,14,1,-0.6440479159355164,-0.08110758662223816
baseline,310,source,14,1,-0.663000762462616,-0.08286336064338684
baseline,311,source,14,1,-0.6808995604515076,-0.08566617965698242
baseline,312,source,14,1,-0.6972563862800598,-0.08884906768798828
baseline,313,source,14,1,-0.7102945446968079,-0.09172952175140381
baseline,314,source,14,1,-0.7149106860160828,-0.0928134024143219
baseline,315,source,14,1,-0.7177321314811707,-0.09537217020988464
baseline,316,source,14,1,-0.7181326746940613,-0.09727746248245239
baseline,317,source,14,1,-0.720553457736969,-0.10122811794281006
baseline,318,source,14,1,-0.7205135226249695,-0.10439079999923706
baseline,319,source,14,1,-0.718367874622345,-0.10870268940925598
baseline,320,source,14,1,-0.7197163701057434,-0.11273297667503357
baseline,321,source,14,1,-0.7198306918144226,-0.11706840991973877
baseline,322,source,14,1,-0.7180141806602478,-0.12190955877304077
baseline,323,source,14,1,-0.7085030674934387,-0.12687745690345764
baseline,324,source,14,1,-0.6985986828804016,-0.1319582462310791
baseline,325,source,14,1,-0.6884855628013611,-0.13635480403900146
baseline,326,source,14,1,-0.6905339360237122,-0.14658454060554504
baseline,327,source,14,1,-0.698402464389801,-0.15730860829353333
baseline,328,source,14,1,-0.7011393904685974,-0.16640129685401917
baseline,329,source,14,1,-0.697937548160553,-0.17477598786354065
baseline,330,source,14,1,-0.6920368075370789,-0.18387660384178162
baseline,331,source,14,1,-0.6807634234428406,-0.19172725081443787
baseline,332,source,14,1,-0.66128009557724,-0.19792404770851135
baseline,333,source,14,1,-0.6360999941825867,-0.20238074660301208
baseline,334,source,14,1,-0.6069709658622742,-0.20649990439414978
baseline,335,source,14,1,-0.5765133500099182,-0.21060338616371155
baseline,336,source,14,1,-0.5473994612693787,-0.2150408923625946
baseline,337,source,14,1,-0.5186087489128113,-0.22015151381492615
baseline,338,source,14,1,-0.4877895712852478,-0.22543254494667053
baseline,339,source,14,1,-0.46412473917007446,-0.23234573006629944
baseline,340,source,14,1,-0.44415974617004395,-0.23830685019493103
baseline,341,source,14,1,-0.42828524112701416,-0.24394777417182922
baseline,342,source,14,1,-0.41473388671875,-0.24826934933662415
baseline,343,source,14,1,-0.4035552144050598,-0.2517724335193634
baseline,344,source,14,1,-0.3864104747772217,-0.25345125794410706
baseline,345,source,14,1,-0.37456977367401123,-0.25504037737846375
baseline,346,source,14,1,-0.3618532419204712,-0.25565090775489807
baseline,347,source,14,1,-0.3509313464164734,-0.2559758126735687
baseline,348,source,14,1,-0.33562082052230835,-0.25531062483787537
baseline,349,source,14,1,-0.32336604595184326,-0.25546255707740784
baseline,350,source,14,1,-0.31279903650283813,-0.25560322403907776
baseline,351,source,14,1,-0.3027620315551758,-0.25542500615119934
baseline,352,source,14,1,-0.2876444458961487,-0.25279125571250916
baseline,353,source,14,1,-0.2723597288131714,-0.25109413266181946
baseline,354,source,14,1,-0.25696301460266113,-0.2495081126689911
baseline,355,source,14,1,-0.24022072553634644,-0.24728283286094666
baseline,356,source,14,1,-0.22602462768554688,-0.2453872263431549
baseline,357,source,14,1,-0.21356582641601562,-0.24372079968452454
baseline,358,source,14,1,-0.20439189672470093,-0.24221459031105042
baseline,359,source,14,1,-0.19356459379196167,-0.23888322710990906
baseline,360,source,14,1,-0.1841408610343933,-0.23539510369300842
baseline,361,source,14,1,-0.17661362886428833,-0.23161736130714417
baseline,362,source,14,1,-0.1954028606414795,-0.23822930455207825
baseline,363,source,14,1,-0.2270876169204712,-0.24921748042106628
baseline,364,source,14,1,-0.26024025678634644,-0.258696585893631
baseline,365,source,14,1,-0.29916930198669434,-0.2696439325809479
baseline,366,source,14,1,-0.3469237685203552,-0.2832900583744049
baseline,367,source,14,1,-0.3989405035972595,-0.29903313517570496
baseline,368,source,14,1,-0.4540974497795105,-0.3145396411418915
baseline,369,source,14,1,-0.5106189846992493,-0.3290838897228241
baseline,370,source,14,1,-0.5696322321891785,-0.3450941741466522
baseline,371,source,14,1,-0.6236442923545837,-0.3601948916912079
baseline,372,source,14,1,-0.6755157113075256,-0.376891165971756
baseline,373,source,14,1,-0.7242873311042786,-0.39394429326057434
baseline,374,source,14,1,-0.7748575806617737,-0.4118786156177521
baseline,375,source,14,1,-0.8264650702476501,-0.43091312050819397
baseline,376,source,14,1,-0.8746541142463684,-0.45012810826301575
baseline,377,source,14,1,-0.9268779158592224,-0.4693763554096222
baseline,378,source,14,1,-0.9771227240562439,-0.48645254969596863
baseline,379,source,14,1,-1.0249853134155273,-0.5037777423858643
baseline,380,source,14,1,-1.0764682292938232,-0.5205777883529663
baseline,381,source,14,1,-1.1216590404510498,-0.5355614423751831
baseline,382,source,14,1,-1.1615066528320312,-0.5496478080749512
baseline,383,source,14,1,-1.1991088390350342,-0.5618711709976196
baseline,384,source,14,1,-1.2403442859649658,-0.5756779909133911
baseline,385,source,14,1,-1.2817447185516357,-0.5886268615722656
baseline,386,source,14,1,-1.319425106048584,-0.6013675928115845
baseline,387,source,14,1,-1.350435495376587,-0.6128305196762085
baseline,388,source,14,1,-1.3751246929168701,-0.6221506595611572
baseline,389,source,14,1,-1.3960425853729248,-0.6317145824432373
baseline,390,source,14,1,-1.4145727157592773,-0.6401593685150146
baseline,391,source,14,1,-1.4333209991455078,-0.6492569446563721
baseline,392,source,14,1,-1.4486896991729736,-0.6576489210128784
baseline,393,source,14,1,-1.465590476989746,-0.6650958061218262
baseline,394,source,14,1,-1.4818689823150635,-0.6709281206130981
baseline,395,source,14,1,-1.4945623874664307,-0.6760125160217285
baseline,396,source,14,1,-1.504929780960083,-0.6802639961242676
baseline,397,source,14,1,-1.5182950496673584,-0.6850049495697021
baseline,398,source,14,1,-1.5290322303771973,-0.6884018182754517
baseline,399,source,14,1,-1.5425937175750732,-0.6910665035247803
baseline,400,source,14,1,-1.55875563621521,-0.6950420141220093
baseline,401,source,14,1,-1.5818450450897217,-0.6984686851501465
baseline,402,source,14,1,-1.601675271987915,-0.6994198560714722
baseline,403,source,14,1,-1.6169955730438232,-0.6981641054153442
baseline,404,source,14,1,-1.632805585861206,-0.6956844329833984
baseline,405,source,14,1,-1.6524484157562256,-0.6935012340545654
baseline,406,source,14,1,-1.6698739528656006,-0.6900538206100464
baseline,407,source,14,1,-1.6868104934692383,-0.6865514516830444
baseline,408,source,14,1,-1.7006356716156006,-0.682752251625061
baseline,409,source,14,1,-1.7126131057739258,-0.6788898706436157
baseline,410,source,14,1,-1.7253305912017822,-0.6754300594329834
baseline,411,source,14,1,-1.7388067245483398,-0.6739780902862549
baseline,412,source,14,1,-1.7497119903564453,-0.6730039119720459
baseline,413,source,14,1,-1.7607529163360596,-0.6726006269454956
baseline,414,source,14,1,-1.7716658115386963,-0.6731765270233154
baseline,415,source,14,1,-1.7837769985198975,-0.6728183031082153
baseline,416,source,14,1,-1.798194408416748,-0.6731657981872559
baseline,417,source,14,1,-1.8100175857543945,-0.6741681098937988
baseline,418,source,14,1,-1.82261323928833,-0.6772780418395996
baseline,419,source,14,1,-1.8345322608947754,-0.6812427043914795
baseline,420,source,14,1,-1.8476800918579102,-0.6873970031738281
baseline,421,source,14,1,-1.8590354919433594,-0.6934385299682617
baseline,422,source,14,1,-1.87068510055542,-0.7011597156524658
baseline,423,source,14,1,-1.8830745220184326,-0.7090294361114502
baseline,424,source,14,1,-1.8965904712677002,-0.7174731492996216
baseline,425,source,14,1,-1.9120266437530518,-0.7260686159133911
baseline,426,source,14,1,-1.92698073387146,-0.7345342636108398
baseline,427,source,14,1,-1.9464170932769775,-0.7434871196746826
baseline,428,source,14,1,-1.9661002159118652,-0.7523560523986816
baseline,429,source,14,1,-1.9851691722869873,-0.7614777088165283
baseline,430,source,14,1,-2.0096559524536133,-0.7731802463531494
baseline,431,source,14,1,-2.0445120334625244,-0.7867640256881714
baseline,432,source,14,1,-2.0798251628875732,-0.799902081489563
baseline,433,source,14,1,-2.1133222579956055,-0.8123214244842529
baseline,434,source,14,1,-2.142409086227417,-0.8229063749313354
baseline,435,source,14,1,-2.1636974811553955,-0.8327815532684326
baseline,436,source,14,1,-2.1862761974334717,-0.8410418033599854
baseline,437,source,14,1,-2.2114930152893066,-0.8487951755523682
baseline,438,source,14,1,-2.2322850227355957,-0.8574204444885254
baseline,439,source,14,1,-2.2478249073028564,-0.8658281564712524
baseline,440,source,14,1,-2.25830078125,-0.873237133026123
baseline,441,source,14,1,-2.267713785171509,-0.8804012537002563
baseline,442,source,14,1,-2.2807037830352783,-0.8872792720794678
baseline,443,source,14,1,-2.2926104068756104,-0.8946664333343506
baseline,444,source,14,1,-2.3059403896331787,-0.9018334150314331
baseline,445,source,14,1,-2.3155224323272705,-0.9081960916519165
baseline,446,source,14,1,-2.323580265045166,-0.9146522283554077
baseline,447,source,14,1,-2.326824188232422,-0.9211498498916626
baseline,448,source,14,1,-2.3284032344818115,-0.9274437427520752
baseline,449,source,14,1,-2.32694149017334,-0.9336552619934082
baseline,450,source,14,1,-2.3252036571502686,-0.9397828578948975
baseline,451,source,14,1,-2.3231399059295654,-0.9466403722763062
baseline,452,source,14,1,-2.3207411766052246,-0.9521976709365845
baseline,453,source,14,1,-2.316988229751587,-0.9582761526107788
baseline,454,source,14,1,-2.3132107257843018,-0.963486909866333
