stage,sample_index,pca_1,pca_2,emotion_id,emotion_name,subject_id_0_based,partition
raw,376,-0.31644976139068604,-0.48916760087013245,1,Neutral,13,validation
raw,379,-0.4901038110256195,-0.5842465162277222,1,Neutral,13,validation
raw,380,-0.5396782159805298,-0.6109071373939514,1,Neutral,13,validation
raw,386,-0.7617757320404053,-0.6686805486679077,1,Neutral,13,validation
raw,390,-0.9606140851974487,-0.7872512340545654,1,Neutral,13,validation
raw,400,-1.400370478630066,-0.9368016719818115,1,Neutral,13,validation
raw,406,-1.6569346189498901,-1.2001386880874634,1,Neutral,13,validation
raw,407,-1.7212233543395996,-1.2783163785934448,1,Neutral,13,validation
raw,413,-2.0597691535949707,-1.6892638206481934,1,Neutral,13,validation
raw,429,-2.6143457889556885,-1.953504204750061,1,Neutral,13,validation
raw,431,-2.7089991569519043,-1.9524823427200317,1,Neutral,13,validation
raw,435,-2.897047996520996,-1.9922544956207275,1,Neutral,13,validation
raw,455,-3.1480510234832764,-1.7629233598709106,1,Neutral,13,validation
raw,459,-3.118861675262451,-1.7826975584030151,1,Neutral,13,validation
raw,466,-3.050122022628784,-1.7067359685897827,1,Neutral,13,validation
raw,467,-3.045044183731079,-1.7023109197616577,1,Neutral,13,validation
raw,468,0.9894598126411438,12.244707107543945,0,Negative,13,validation
raw,472,0.9312919974327087,12.380974769592285,0,Negative,13,validation
raw,480,0.7929815053939819,12.890633583068848,0,Negative,13,validation
raw,483,0.7801328897476196,12.935067176818848,0,Negative,13,validation
raw,494,0.67484050989151,12.567876815795898,0,Negative,13,validation
raw,497,0.6443238854408264,12.284327507019043,0,Negative,13,validation
raw,500,0.6416569948196411,12.07458209991455,0,Negative,13,validation
raw,504,0.5817949175834656,11.866803169250488,0,Negative,13,validation
raw,508,0.5716537237167358,11.82183837890625,0,Negative,13,validation
raw,513,0.6127332448959351,12.04965877532959,0,Negative,13,validation
raw,515,0.633472740650177,12.221132278442383,0,Negative,13,validation
raw,519,0.7223505973815918,12.558588981628418,0,Negative,13,validation
raw,525,0.9038090109825134,12.70578670501709,0,Negative,13,validation
raw,526,0.9596092700958252,12.699068069458008,0,Negative,13,validation
raw,552,1.6413588523864746,9.955811500549316,0,Negative,13,validation
raw,555,1.6706008911132812,9.610642433166504,0,Negative,13,validation
raw,580,1.827928066253662,9.644669532775879,0,Negative,13,validation
raw,582,1.8732850551605225,9.758588790893555,0,Negative,13,validation
raw,588,1.9457389116287231,10.143648147583008,0,Negative,13,validation
raw,600,1.8902915716171265,11.41458797454834,0,Negative,13,validation
raw,614,1.3538914918899536,12.276961326599121,0,Negative,13,validation
raw,619,0.9734339714050293,11.901429176330566,0,Negative,13,validation
raw,620,0.8941983580589294,11.860243797302246,0,Negative,13,validation
raw,621,0.823834240436554,11.837190628051758,0,Negative,13,validation
raw,623,0.6750143766403198,11.822872161865234,0,Negative,13,validation
raw,627,0.452003538608551,11.965829849243164,0,Negative,13,validation
raw,653,-0.9863630533218384,8.676297187805176,0,Negative,13,validation
raw,658,-1.25857412815094,8.183060646057129,0,Negative,13,validation
raw,661,-1.4309715032577515,8.017500877380371,0,Negative,13,validation
raw,663,-1.5440728664398193,7.933506965637207,0,Negative,13,validation
raw,668,-1.7277369499206543,7.842875003814697,0,Negative,13,validation
raw,675,-2.4183528423309326,-2.6840779781341553,0,Negative,13,validation
raw,680,-2.3702754974365234,-2.6892385482788086,0,Negative,13,validation
raw,683,-2.4014556407928467,-2.711587429046631,0,Negative,13,validation
raw,684,-2.4250574111938477,-2.725573778152466,0,Negative,13,validation
raw,685,-2.4401745796203613,-2.73882794380188,0,Negative,13,validation
raw,688,-2.503645896911621,-2.7819974422454834,0,Negative,13,validation
raw,691,-2.5129475593566895,-2.816757917404175,0,Negative,13,validation
raw,696,-2.467611074447632,-2.7644073963165283,0,Negative,13,validation
raw,710,-2.2161378860473633,-2.648434638977051,0,Negative,13,validation
raw,713,-2.1343812942504883,-2.6383469104766846,0,Negative,13,validation
raw,716,-2.026228666305542,-2.624267101287842,0,Negative,13,validation
raw,718,-1.9399361610412598,-2.6142919063568115,0,Negative,13,validation
raw,719,-1.913136601448059,-2.6185576915740967,0,Negative,13,validation
raw,720,-1.9009002447128296,-2.628899335861206,0,Negative,13,validation
raw,721,-1.8980937004089355,-2.640674352645874,0,Negative,13,validation
raw,724,-1.9077621698379517,-2.714444637298584,0,Negative,13,validation
raw,732,-1.7668849229812622,-2.720797061920166,0,Negative,13,validation
raw,738,-1.7399760484695435,-2.8620917797088623,0,Negative,13,validation
raw,740,-1.7540912628173828,-2.9200146198272705,0,Negative,13,validation
raw,744,-1.7194721698760986,-2.9857256412506104,0,Negative,13,validation
raw,747,-1.7158052921295166,-3.0246284008026123,0,Negative,13,validation
raw,749,-1.7330102920532227,-3.0733585357666016,0,Negative,13,validation
raw,757,-1.8537237644195557,-3.2227954864501953,0,Negative,13,validation
raw,758,-1.874620795249939,-3.2703747749328613,0,Negative,13,validation
raw,760,-1.9048962593078613,-3.3637685775756836,0,Negative,13,validation
raw,770,-2.0420310497283936,-3.8164138793945312,0,Negative,13,validation
raw,772,-2.112247943878174,-3.9190547466278076,0,Negative,13,validation
raw,773,-2.144643783569336,-3.9589929580688477,0,Negative,13,validation
raw,776,-2.238541603088379,-4.049264430999756,0,Negative,13,validation
raw,797,-3.0744290351867676,-4.531712055206299,0,Negative,13,validation
raw,800,-3.195505142211914,-4.565678596496582,0,Negative,13,validation
raw,811,-3.5282270908355713,-4.306011199951172,0,Negative,13,validation
raw,815,-3.6242363452911377,-4.2093729972839355,0,Negative,13,validation
raw,821,-3.721935987472534,-4.062601089477539,0,Negative,13,validation
raw,823,-3.728212356567383,-4.00607967376709,0,Negative,13,validation
raw,828,-3.6573338508605957,-3.8593008518218994,0,Negative,13,validation
raw,835,-3.4041621685028076,-3.5669407844543457,0,Negative,13,validation
raw,839,-3.2286717891693115,-3.48063588142395,0,Negative,13,validation
raw,841,-3.1612727642059326,-3.4919631481170654,0,Negative,13,validation
raw,843,-3.108138084411621,-3.557199001312256,0,Negative,13,validation
raw,858,-2.618042469024658,-3.930142879486084,0,Negative,13,validation
raw,865,-2.232071876525879,-3.8245761394500732,0,Negative,13,validation
raw,871,-1.8067823648452759,-3.6076409816741943,0,Negative,13,validation
raw,875,-1.60474693775177,-3.489629030227661,0,Negative,13,validation
raw,878,-1.5011526346206665,-3.4051244258880615,0,Negative,13,validation
raw,880,-1.4438416957855225,-3.3634955883026123,0,Negative,13,validation
raw,889,-1.3218729496002197,-3.227006435394287,0,Negative,13,validation
raw,894,-1.355843424797058,-3.1038975715637207,0,Negative,13,validation
raw,895,-1.366876482963562,-3.0975873470306396,0,Negative,13,validation
raw,900,-1.3947246074676514,-3.109346866607666,0,Negative,13,validation
raw,902,-1.4057369232177734,-3.1421759128570557,0,Negative,13,validation
raw,905,-1.4071366786956787,-3.1603238582611084,0,Negative,13,validation
raw,906,-1.4089401960372925,-3.1667580604553223,0,Negative,13,validation
raw,911,-1.4709725379943848,-3.213691234588623,0,Negative,13,validation
raw,924,-3.3018534183502197,-1.249281644821167,1,Neutral,13,validation
raw,926,-3.340808868408203,-1.282824993133545,1,Neutral,13,validation
raw,931,-3.4197142124176025,-1.4104870557785034,1,Neutral,13,validation
raw,940,-3.61895751953125,-1.893553376197815,1,Neutral,13,validation
raw,942,-3.6692938804626465,-2.029219150543213,1,Neutral,13,validation
raw,943,-3.6857454776763916,-2.0983152389526367,1,Neutral,13,validation
raw,947,-3.7992398738861084,-2.363442897796631,1,Neutral,13,validation
raw,950,-3.9206581115722656,-2.569708824157715,1,Neutral,13,validation
raw,957,-4.268836975097656,-3.0378217697143555,1,Neutral,13,validation
raw,963,-4.412655353546143,-3.2032463550567627,1,Neutral,13,validation
raw,965,-4.440567493438721,-3.2388226985931396,1,Neutral,13,validation
raw,966,-4.451450824737549,-3.256348133087158,1,Neutral,13,validation
raw,968,-4.485924243927002,-3.3028316497802734,1,Neutral,13,validation
raw,972,-4.570350170135498,-3.349364757537842,1,Neutral,13,validation
raw,976,-4.606588363647461,-3.3768837451934814,1,Neutral,13,validation
raw,985,-4.594776153564453,-3.292623281478882,1,Neutral,13,validation
raw,988,-4.6270751953125,-3.3077094554901123,1,Neutral,13,validation
raw,989,-4.6431660652160645,-3.323084831237793,1,Neutral,13,validation
raw,990,-4.662623405456543,-3.337783098220825,1,Neutral,13,validation
raw,995,-4.739523887634277,-3.3571560382843018,1,Neutral,13,validation
raw,996,-4.747269153594971,-3.343170642852783,1,Neutral,13,validation
raw,997,-4.756967067718506,-3.3380138874053955,1,Neutral,13,validation
raw,1003,-4.789855480194092,-3.3708341121673584,1,Neutral,13,validation
raw,1009,-4.67136812210083,-3.373445749282837,1,Neutral,13,validation
raw,1012,-4.586918830871582,-3.3493971824645996,1,Neutral,13,validation
raw,1024,-4.515146732330322,-3.474102735519409,1,Neutral,13,validation
raw,1026,-4.532711029052734,-3.5083773136138916,1,Neutral,13,validation
raw,1028,-4.549953937530518,-3.548470973968506,1,Neutral,13,validation
raw,1034,-4.727522373199463,-3.766416311264038,1,Neutral,13,validation
raw,1035,-4.742158889770508,-3.780775547027588,1,Neutral,13,validation
raw,1037,-4.774319171905518,-3.8232877254486084,1,Neutral,13,validation
raw,1038,-4.782564163208008,-3.840113401412964,1,Neutral,13,validation
raw,1044,-4.728278160095215,-3.791435480117798,1,Neutral,13,validation
raw,1049,-4.831740856170654,-3.837678909301758,1,Neutral,13,validation
raw,1050,-4.865598201751709,-3.848165273666382,1,Neutral,13,validation
raw,1052,-4.969822883605957,-3.8886706829071045,1,Neutral,13,validation
raw,1054,-5.086340427398682,-3.930764675140381,1,Neutral,13,validation
raw,1058,-5.229788780212402,-3.944288730621338,1,Neutral,13,validation
raw,1059,-5.2368693351745605,-3.9229001998901367,1,Neutral,13,validation
raw,1060,-5.236947059631348,-3.8934414386749268,1,Neutral,13,validation
raw,1061,-5.251520156860352,-3.874655246734619,1,Neutral,13,validation
raw,1069,-5.251253604888916,-3.6405978202819824,1,Neutral,13,validation
raw,1071,-5.219008922576904,-3.560260772705078,1,Neutral,13,validation
raw,1072,-5.202042102813721,-3.5070321559906006,1,Neutral,13,validation
raw,1078,-5.217990398406982,-3.4033937454223633,1,Neutral,13,validation
raw,1083,-5.338810443878174,-3.2882297039031982,1,Neutral,13,validation
raw,1089,-5.453995227813721,-3.099658966064453,1,Neutral,13,validation
raw,1094,-5.532527446746826,-3.1030547618865967,1,Neutral,13,validation
raw,1095,-5.529717922210693,-3.097500801086426,1,Neutral,13,validation
raw,1098,8.844964027404785,9.96021556854248,2,Positive,13,validation
raw,1102,8.737966537475586,10.120981216430664,2,Positive,13,validation
raw,1120,7.9239654541015625,9.558591842651367,2,Positive,13,validation
raw,1128,7.546176433563232,8.475005149841309,2,Positive,13,validation
raw,1134,7.466979026794434,8.11353588104248,2,Positive,13,validation
raw,1141,7.5276079177856445,8.097929954528809,2,Positive,13,validation
raw,1142,7.5557050704956055,8.145644187927246,2,Positive,13,validation
raw,1145,7.706494331359863,8.399641990661621,2,Positive,13,validation
raw,1149,8.023225784301758,8.914618492126465,2,Positive,13,validation
raw,1154,8.524338722229004,9.760980606079102,2,Positive,13,validation
raw,1155,8.640985488891602,9.958264350891113,2,Positive,13,validation
raw,1160,9.121681213378906,10.862393379211426,2,Positive,13,validation
raw,1163,8.955946922302246,10.854985237121582,2,Positive,13,validation
raw,1166,8.568225860595703,10.3529052734375,2,Positive,13,validation
raw,1171,7.807257175445557,8.798971176147461,2,Positive,13,validation
raw,1172,7.651501178741455,8.444990158081055,2,Positive,13,validation
raw,1173,7.48388147354126,8.078607559204102,2,Positive,13,validation
raw,1174,7.314695358276367,7.709242820739746,2,Positive,13,validation
raw,1175,7.150994300842285,7.345815658569336,2,Positive,13,validation
raw,1176,6.989447593688965,6.990536212921143,2,Positive,13,validation
raw,1180,6.384376049041748,5.671934604644775,2,Positive,13,validation
raw,1197,4.930645942687988,1.951537847518921,2,Positive,13,validation
raw,1202,4.7806477546691895,1.1721292734146118,2,Positive,13,validation
raw,1206,4.631570816040039,0.5762673616409302,2,Positive,13,validation
raw,1214,4.342040061950684,-0.3570541441440582,2,Positive,13,validation
raw,1226,3.7518250942230225,-1.721144199371338,2,Positive,13,validation
raw,1231,3.280183792114258,-2.358901262283325,2,Positive,13,validation
raw,1234,3.098268508911133,-2.6732680797576904,2,Positive,13,validation
raw,1241,2.838580846786499,-3.194528818130493,2,Positive,13,validation
raw,1242,2.8038456439971924,-3.2607741355895996,2,Positive,13,validation
raw,1251,2.659877300262451,-3.6416189670562744,2,Positive,13,validation
raw,1261,2.4705560207366943,-3.887375831604004,2,Positive,13,validation
raw,1267,2.324068546295166,-3.9913763999938965,2,Positive,13,validation
raw,1275,2.0778160095214844,-4.0195417404174805,2,Positive,13,validation
raw,1282,1.9463701248168945,-3.909440279006958,2,Positive,13,validation
raw,1287,1.9580374956130981,-3.777606248855591,2,Positive,13,validation
raw,1295,-1.2396316528320312,-5.184329509735107,0,Negative,13,validation
raw,1301,-1.168800950050354,-5.170795917510986,0,Negative,13,validation
raw,1306,-1.1742135286331177,-5.179089546203613,0,Negative,13,validation
raw,1311,-1.218573808670044,-5.147087574005127,0,Negative,13,validation
raw,1316,-1.223724603652954,-5.039458751678467,0,Negative,13,validation
raw,1317,-1.2089369297027588,-5.0105814933776855,0,Negative,13,validation
raw,1318,-1.1846013069152832,-4.971441745758057,0,Negative,13,validation
raw,1320,-1.1356598138809204,-4.9194655418396,0,Negative,13,validation
raw,1330,-1.0120505094528198,-4.776041507720947,0,Negative,13,validation
raw,1339,-0.8589365482330322,-4.526909351348877,0,Negative,13,validation
raw,1346,-0.6497383713722229,-4.264521598815918,0,Negative,13,validation
raw,1356,-0.24863438308238983,-3.6927430629730225,0,Negative,13,validation
raw,1357,-0.1917826384305954,-3.639411449432373,0,Negative,13,validation
raw,1359,-0.09933285415172577,-3.5596110820770264,0,Negative,13,validation
raw,1360,-0.05040878430008888,-3.5276389122009277,0,Negative,13,validation
raw,1362,0.048338353633880615,-3.453833818435669,0,Negative,13,validation
raw,1365,0.13004745543003082,-3.402479648590088,0,Negative,13,validation
raw,1367,0.14531530439853668,-3.404911518096924,0,Negative,13,validation
raw,1369,0.1453055441379547,-3.438009738922119,0,Negative,13,validation
raw,1371,0.10372062772512436,-3.5245022773742676,0,Negative,13,validation
raw,1376,-0.17007046937942505,-3.902522563934326,0,Negative,13,validation
raw,1393,-0.9799039363861084,-4.795511722564697,0,Negative,13,validation
raw,1395,-1.0347952842712402,-4.890907287597656,0,Negative,13,validation
raw,1399,-1.1249412298202515,-5.0466837882995605,0,Negative,13,validation
raw,1413,-1.1312199831008911,-5.127553939819336,0,Negative,13,validation
raw,1415,-1.1276501417160034,-5.122812747955322,0,Negative,13,validation
raw,1416,-1.134362816810608,-5.125781059265137,0,Negative,13,validation
raw,1421,-1.0815573930740356,-5.048894882202148,0,Negative,13,validation
raw,1422,-1.0657259225845337,-5.034268856048584,0,Negative,13,validation
raw,1424,-1.0633702278137207,-5.043567657470703,0,Negative,13,validation
raw,1425,-1.0809625387191772,-5.056439399719238,0,Negative,13,validation
raw,1432,-1.2520883083343506,-5.232335567474365,0,Negative,13,validation
raw,1441,-1.6373370885849,-5.4637770652771,0,Negative,13,validation
raw,1451,-2.133127212524414,-5.626006126403809,0,Negative,13,validation
raw,1461,-2.7144265174865723,-5.585349082946777,0,Negative,13,validation
raw,1468,-3.115070343017578,-5.593507289886475,0,Negative,13,validation
raw,1470,-3.253462314605713,-5.632781505584717,0,Negative,13,validation
raw,1479,-3.797788619995117,-5.685398101806641,0,Negative,13,validation
raw,1485,-4.071584701538086,-5.703521251678467,0,Negative,13,validation
raw,1486,-4.105709552764893,-5.694418430328369,0,Negative,13,validation
raw,1489,-4.180169105529785,-5.666903018951416,0,Negative,13,validation
raw,1490,-4.2032999992370605,-5.652740478515625,0,Negative,13,validation
raw,1498,-4.389969825744629,-5.520256042480469,0,Negative,13,validation
raw,1512,-4.729478359222412,-4.962424278259277,0,Negative,13,validation
raw,1514,-4.731171607971191,-4.811428070068359,0,Negative,13,validation
raw,1515,-4.7187371253967285,-4.719802379608154,0,Negative,13,validation
raw,1517,-4.6817450523376465,-4.509583473205566,0,Negative,13,validation
raw,1528,-4.531059265136719,-3.8021886348724365,0,Negative,13,validation
raw,1531,-0.39503994584083557,-0.6616342067718506,1,Neutral,13,validation
raw,1542,-0.4712052047252655,-0.7777433395385742,1,Neutral,13,validation
raw,1554,-0.3139880299568176,-0.5893172025680542,1,Neutral,13,validation
raw,1559,-0.29037535190582275,-0.555539608001709,1,Neutral,13,validation
raw,1560,-0.30036619305610657,-0.5480761528015137,1,Neutral,13,validation
raw,1562,-0.2958536148071289,-0.520923376083374,1,Neutral,13,validation
raw,1564,-0.29316022992134094,-0.4729628264904022,1,Neutral,13,validation
raw,1572,-0.029552388936281204,0.014294533990323544,1,Neutral,13,validation
raw,1578,0.17769524455070496,0.4304179847240448,1,Neutral,13,validation
raw,1580,0.24087479710578918,0.5935022234916687,1,Neutral,13,validation
raw,1594,0.3252177834510803,0.8905589580535889,1,Neutral,13,validation
raw,1612,0.24686481058597565,0.935657262802124,1,Neutral,13,validation
raw,1616,0.07469530403614044,0.6703449487686157,1,Neutral,13,validation
raw,1617,0.026176854968070984,0.5972421169281006,1,Neutral,13,validation
raw,1620,-0.1397562175989151,0.3544920086860657,1,Neutral,13,validation
raw,1622,-0.2821374833583832,0.1895228922367096,1,Neutral,13,validation
raw,1624,-0.45002374053001404,0.01889924891293049,1,Neutral,13,validation
raw,1644,-1.562276840209961,-0.8075208067893982,1,Neutral,13,validation
raw,1651,-1.546778917312622,-0.7050463557243347,1,Neutral,13,validation
raw,1655,-1.509964942932129,-0.5760775208473206,1,Neutral,13,validation
raw,1660,-1.4794586896896362,-0.4943733513355255,1,Neutral,13,validation
raw,1664,-1.4663864374160767,-0.3932062089443207,1,Neutral,13,validation
raw,1677,-1.6621196269989014,-0.6918979287147522,1,Neutral,13,validation
raw,1679,-1.6967763900756836,-0.7172265648841858,1,Neutral,13,validation
raw,1680,-1.6969869136810303,-0.7219422459602356,1,Neutral,13,validation
raw,1689,-1.6153281927108765,-0.6380435228347778,1,Neutral,13,validation
raw,1690,-1.6060861349105835,-0.6347673535346985,1,Neutral,13,validation
raw,1692,-1.578597068786621,-0.6255533695220947,1,Neutral,13,validation
raw,1694,-1.5445717573165894,-0.5956515073776245,1,Neutral,13,validation
raw,1695,-1.5335335731506348,-0.5740266442298889,1,Neutral,13,validation
raw,1698,-1.5057778358459473,-0.5110564827919006,1,Neutral,13,validation
raw,1700,-1.5094311237335205,-0.48983269929885864,1,Neutral,13,validation
raw,1701,-1.5164411067962646,-0.48577332496643066,1,Neutral,13,validation
raw,1704,-1.587526559829712,-0.5442667007446289,1,Neutral,13,validation
raw,1708,-1.7210479974746704,-0.6488900780677795,1,Neutral,13,validation
raw,1709,-1.7485803365707397,-0.6735051274299622,1,Neutral,13,validation
raw,1712,-1.86967134475708,-0.7878191471099854,1,Neutral,13,validation
raw,1713,-1.9164538383483887,-0.8452269434928894,1,Neutral,13,validation
raw,1718,-2.157931089401245,-1.0439053773880005,1,Neutral,13,validation
raw,1725,-2.351274251937866,-1.1458780765533447,1,Neutral,13,validation
raw,1727,-2.432396411895752,-1.2301684617996216,1,Neutral,13,validation
raw,1733,-2.7014963626861572,-1.4699617624282837,1,Neutral,13,validation
raw,1734,-2.734363079071045,-1.4899513721466064,1,Neutral,13,validation
raw,1740,-2.9008820056915283,-1.6349247694015503,1,Neutral,13,validation
raw,1742,-2.9193928241729736,-1.6711503267288208,1,Neutral,13,validation
raw,1747,2.876169204711914,-0.19192653894424438,2,Positive,13,validation
raw,1755,2.4545187950134277,-0.5037628412246704,2,Positive,13,validation
raw,1760,2.3057401180267334,-0.5749312043190002,2,Positive,13,validation
raw,1765,2.2367167472839355,-0.5854002237319946,2,Positive,13,validation
raw,1771,2.18684720993042,-0.6049373745918274,2,Positive,13,validation
raw,1772,2.1765925884246826,-0.6084336042404175,2,Positive,13,validation
raw,1776,2.1745097637176514,-0.5866531133651733,2,Positive,13,validation
raw,1779,2.225445508956909,-0.5099765062332153,2,Positive,13,validation
raw,1788,2.825650930404663,-0.07915105670690536,2,Positive,13,validation
raw,1794,3.2229740619659424,0.20955492556095123,2,Positive,13,validation
raw,1796,3.3543283939361572,0.2727058529853821,2,Positive,13,validation
raw,1797,3.4191832542419434,0.31068363785743713,2,Positive,13,validation
raw,1800,3.560272455215454,0.39516371488571167,2,Positive,13,validation
raw,1806,3.685763359069824,0.5825477838516235,2,Positive,13,validation
raw,1814,3.702207326889038,0.8139520287513733,2,Positive,13,validation
raw,1817,3.6469953060150146,0.8465628027915955,2,Positive,13,validation
raw,1822,3.5213475227355957,0.8852863907814026,2,Positive,13,validation
raw,1826,3.4270474910736084,0.9968477487564087,2,Positive,13,validation
raw,1828,3.3885226249694824,1.0797497034072876,2,Positive,13,validation
raw,1829,3.3651013374328613,1.1081786155700684,2,Positive,13,validation
raw,1833,3.3712544441223145,1.2449311017990112,2,Positive,13,validation
raw,1835,3.430899143218994,1.3381004333496094,2,Positive,13,validation
raw,1839,3.626105308532715,1.5110121965408325,2,Positive,13,validation
raw,1848,3.695929527282715,1.5097012519836426,2,Positive,13,validation
raw,1855,3.8334004878997803,1.5337704420089722,2,Positive,13,validation
raw,1860,3.9431467056274414,1.5641288757324219,2,Positive,13,validation
raw,1873,4.045963287353516,1.6175848245620728,2,Positive,13,validation
raw,1880,4.064362525939941,1.6171014308929443,2,Positive,13,validation
raw,1885,4.186641216278076,1.6632083654403687,2,Positive,13,validation
raw,1889,4.312742710113525,1.6611409187316895,2,Positive,13,validation
raw,1891,4.3989105224609375,1.6522136926651,2,Positive,13,validation
raw,1895,4.582698822021484,1.62283194065094,2,Positive,13,validation
raw,1898,4.702368259429932,1.5782594680786133,2,Positive,13,validation
raw,1901,4.830478668212891,1.5525051355361938,2,Positive,13,validation
raw,1906,5.0374016761779785,1.5077793598175049,2,Positive,13,validation
raw,1909,5.175594329833984,1.5036982297897339,2,Positive,13,validation
raw,1910,5.220458984375,1.5089404582977295,2,Positive,13,validation
raw,1912,5.342909812927246,1.55544912815094,2,Positive,13,validation
raw,1913,5.4051313400268555,1.5918453931808472,2,Positive,13,validation
raw,1916,5.661648273468018,1.7561285495758057,2,Positive,13,validation
raw,1919,5.966859817504883,1.9236820936203003,2,Positive,13,validation
raw,1925,6.445184230804443,2.2530736923217773,2,Positive,13,validation
raw,1940,6.828021049499512,2.734422445297241,2,Positive,13,validation
