variant,sample_index,subject,true_class,pseudo_class,reliability,selected,pseudo_correct,pc1,pc2
no_prototype,92,13,2,2,0.9999870657920837,1,1,-0.928729236125946,0.18777789175510406
no_prototype,93,13,2,2,0.9999870657920837,1,1,-0.9287341833114624,0.18772326409816742
no_prototype,94,13,2,2,0.9999871253967285,1,1,-0.9287370443344116,0.18767878413200378
no_prototype,95,13,2,2,0.9999871253967285,1,1,-0.9287335872650146,0.1876639723777771
no_prototype,96,13,2,2,0.9999871253967285,1,1,-0.9287160634994507,0.1877167820930481
no_prototype,97,13,2,2,0.9999871253967285,1,1,-0.9286636114120483,0.18793664872646332
no_prototype,98,13,2,2,0.9999870657920837,1,1,-0.9285927414894104,0.18823477625846863
no_prototype,99,13,2,2,0.9999870657920837,1,1,-0.9285147786140442,0.1885732263326645
no_prototype,100,13,2,2,0.9999870657920837,1,1,-0.9284433722496033,0.18887150287628174
no_prototype,101,13,2,2,0.9999869465827942,1,1,-0.9283893704414368,0.1890922337770462
no_prototype,102,13,2,2,0.9999868869781494,1,1,-0.9281640648841858,0.18944405019283295
no_prototype,103,13,2,2,0.9999840259552002,1,1,-0.9249758720397949,0.19008663296699524
no_prototype,104,13,2,2,0.999983012676239,1,1,-0.9243075847625732,0.19042420387268066
no_prototype,105,13,2,2,0.9999827742576599,1,1,-0.9241311550140381,0.1908494532108307
no_prototype,106,13,2,2,0.9999825954437256,1,1,-0.9240118265151978,0.1912572681903839
no_prototype,107,13,2,2,0.9999825358390808,1,1,-0.9238761067390442,0.19171947240829468
no_prototype,108,13,2,2,0.9999822974205017,1,1,-0.9237609505653381,0.1921050250530243
no_prototype,109,13,2,2,0.9999820590019226,1,1,-0.9236108064651489,0.19259749352931976
no_prototype,110,13,2,2,0.9999819397926331,1,1,-0.9234569072723389,0.1931150257587433
no_prototype,111,13,2,2,0.9999816417694092,1,1,-0.923287034034729,0.19371452927589417
no_prototype,112,13,2,2,0.9999814629554749,1,1,-0.9231118559837341,0.1943713128566742
no_prototype,113,13,2,2,0.999981164932251,1,1,-0.9229114651679993,0.19518248736858368
no_prototype,114,13,2,2,0.9999807476997375,1,1,-0.9227120876312256,0.19603875279426575
no_prototype,115,13,2,2,0.9999805092811584,1,1,-0.9226019978523254,0.19654840230941772
no_prototype,116,13,2,2,0.9999802112579346,1,1,-0.9224368929862976,0.19733305275440216
no_prototype,117,13,2,2,0.9999796152114868,1,1,-0.9222352504730225,0.19831733405590057
no_prototype,118,13,2,2,0.9999787211418152,1,1,-0.9219198226928711,0.1998821496963501
no_prototype,119,13,2,2,0.9999775886535645,1,1,-0.9215156435966492,0.20190827548503876
no_prototype,120,13,2,2,0.999976396560669,1,1,-0.9211407899856567,0.20377470552921295
no_prototype,121,13,2,2,0.9999747276306152,1,1,-0.9205926060676575,0.206298828125
no_prototype,122,13,2,2,0.9999730587005615,1,1,-0.9199052453041077,0.20909520983695984
no_prototype,123,13,2,2,0.9999710321426392,1,1,-0.918944239616394,0.2126908004283905
no_prototype,124,13,2,2,0.9999682903289795,1,1,-0.9176992177963257,0.21708695590496063
no_prototype,125,13,2,2,0.9999668598175049,1,1,-0.9188660383224487,0.21325451135635376
no_prototype,126,13,2,2,0.9999644160270691,1,1,-0.9182583093643188,0.2154712826013565
no_prototype,127,13,2,2,0.9999515414237976,1,1,-0.916876494884491,0.2224731147289276
no_prototype,128,13,2,2,0.9999843239784241,1,1,-0.9213091135025024,0.17454949021339417
no_prototype,129,13,2,2,0.9999842047691345,1,1,-0.9209908843040466,0.1751374453306198
no_prototype,130,13,2,2,0.9999839663505554,1,1,-0.9207183122634888,0.17600828409194946
no_prototype,131,13,2,2,0.9999839067459106,1,1,-0.9206244349479675,0.1763489544391632
no_prototype,132,13,2,2,0.9999839067459106,1,1,-0.9207636713981628,0.1759849190711975
no_prototype,133,13,2,2,0.9999841451644897,1,1,-0.9213788509368896,0.17425759136676788
no_prototype,134,13,2,2,0.9999845027923584,1,1,-0.9224293231964111,0.171161487698555
no_prototype,135,13,2,2,0.9999845027923584,1,1,-0.9230564832687378,0.1692568063735962
no_prototype,136,13,2,2,0.9999845027923584,1,1,-0.9232842326164246,0.168586865067482
no_prototype,137,13,2,2,0.9999843239784241,1,1,-0.9233003854751587,0.16855406761169434
no_prototype,138,13,2,2,0.9999843239784241,1,1,-0.9232320785522461,0.16878372430801392
no_prototype,139,13,2,2,0.9999841451644897,1,1,-0.9231305718421936,0.16910713911056519
no_prototype,140,13,2,2,0.9999840259552002,1,1,-0.9230167269706726,0.16950753331184387
no_prototype,141,13,2,2,0.9999839067459106,1,1,-0.9229207634925842,0.16985826194286346
no_prototype,142,13,2,2,0.9999837875366211,1,1,-0.9228277206420898,0.17016573250293732
no_prototype,143,13,2,2,0.9999837279319763,1,1,-0.9227346181869507,0.1704261749982834
no_prototype,144,13,2,2,0.9999836683273315,1,1,-0.922653317451477,0.1706077605485916
no_prototype,145,13,2,2,0.9999836087226868,1,1,-0.92258620262146,0.17068156599998474
no_prototype,146,13,2,2,0.999983549118042,1,1,-0.9225318431854248,0.17068244516849518
no_prototype,147,13,2,2,0.9999834895133972,1,1,-0.92246413230896,0.17070595920085907
no_prototype,148,13,2,2,0.9999833106994629,1,1,-0.9223781228065491,0.17074275016784668
no_prototype,149,13,2,2,0.999980092048645,1,1,-0.9189252257347107,0.17543773353099823
no_prototype,150,13,2,2,0.9997752904891968,1,1,-0.8990431427955627,0.1994750052690506
no_prototype,151,13,2,2,0.9995648264884949,1,1,-0.8956077098846436,0.20358169078826904
no_prototype,152,13,2,2,0.999575138092041,1,1,-0.8957472443580627,0.2032751441001892
no_prototype,153,13,2,2,0.99973064661026,1,1,-0.898085355758667,0.20025134086608887
no_prototype,154,13,2,2,0.9997767806053162,1,1,-0.899103045463562,0.19888554513454437
no_prototype,155,13,2,2,0.99983811378479,1,1,-0.9009384512901306,0.19652815163135529
no_prototype,156,13,2,2,0.9999292492866516,1,1,-0.9063703417778015,0.18992164731025696
no_prototype,157,13,2,2,0.999829888343811,1,1,-0.9006674885749817,0.1964891105890274
no_prototype,158,13,2,2,0.9996904730796814,1,1,-0.8973788022994995,0.2002650797367096
no_prototype,159,13,2,2,0.9995733499526978,1,1,-0.8957134485244751,0.20212647318840027
no_prototype,160,13,2,2,0.9995203614234924,1,1,-0.8950014710426331,0.20288215577602386
no_prototype,161,13,2,2,0.9995060563087463,1,1,-0.8946270942687988,0.20322486758232117
no_prototype,162,13,2,2,0.999492883682251,1,1,-0.8941896557807922,0.20366136729717255
no_prototype,163,13,2,2,0.9994787573814392,1,1,-0.8937068581581116,0.2041373997926712
no_prototype,164,13,2,2,0.999464213848114,1,1,-0.8931744694709778,0.20462559163570404
no_prototype,165,13,2,2,0.9994476437568665,1,1,-0.892583429813385,0.2051868438720703
no_prototype,166,13,2,2,0.9994260668754578,1,1,-0.8918020725250244,0.20597490668296814
no_prototype,167,13,2,2,0.9994000196456909,1,1,-0.8907841444015503,0.20697236061096191
no_prototype,168,13,2,2,0.999367892742157,1,1,-0.8894277215003967,0.20827573537826538
no_prototype,169,13,2,2,0.9993323087692261,1,1,-0.8878263235092163,0.20977535843849182
no_prototype,170,13,2,2,0.999299168586731,1,1,-0.8861173987388611,0.21129123866558075
no_prototype,171,13,2,2,0.9992586970329285,1,1,-0.8839296698570251,0.2132272869348526
no_prototype,172,13,2,2,0.9992178678512573,1,1,-0.881618320941925,0.2151988446712494
no_prototype,173,13,2,2,0.9991816878318787,1,1,-0.879368007183075,0.2170422226190567
no_prototype,174,13,2,2,0.999149739742279,1,1,-0.8771655559539795,0.2187652736902237
no_prototype,175,13,2,2,0.9991151690483093,1,1,-0.8748002052307129,0.22067520022392273
no_prototype,176,13,2,2,0.9990829825401306,1,1,-0.8726284503936768,0.22241906821727753
no_prototype,177,13,2,2,0.9990530014038086,1,1,-0.8707109689712524,0.22400140762329102
no_prototype,178,13,2,2,0.9990192651748657,1,1,-0.8687680959701538,0.22567224502563477
no_prototype,179,13,2,2,0.9989960193634033,1,1,-0.867347240447998,0.2269333153963089
no_prototype,180,13,2,2,0.9989819526672363,1,1,-0.8663063645362854,0.2278907597064972
no_prototype,181,13,2,2,0.9989708662033081,1,1,-0.865470290184021,0.22873222827911377
no_prototype,182,13,2,2,0.9989574551582336,1,1,-0.8645062446594238,0.22965523600578308
no_prototype,183,13,2,2,0.9989478588104248,1,1,-0.8636690974235535,0.2304610162973404
no_prototype,184,13,2,2,0.9989365935325623,1,1,-0.8628472089767456,0.23126032948493958
no_prototype,185,13,2,2,0.9989253878593445,1,1,-0.8620879054069519,0.23199567198753357
no_prototype,186,13,2,2,0.9989177584648132,1,1,-0.8615179657936096,0.23251460492610931
no_prototype,187,13,2,2,0.9989174604415894,1,1,-0.8611021637916565,0.23283395171165466
no_prototype,188,13,2,2,0.9989243745803833,1,1,-0.8608775734901428,0.23294542729854584
no_prototype,189,13,2,2,0.998932421207428,1,1,-0.8607494831085205,0.23297514021396637
no_prototype,190,13,2,2,0.9989451169967651,1,1,-0.8607887029647827,0.23283949494361877
no_prototype,191,13,2,2,0.9989616274833679,1,1,-0.8608782887458801,0.23262396454811096
no_prototype,192,13,2,2,0.9989801645278931,1,1,-0.8610618114471436,0.23234742879867554
no_prototype,193,13,2,2,0.9990027546882629,1,1,-0.8613141179084778,0.23196494579315186
no_prototype,194,13,2,2,0.9990276098251343,1,1,-0.8616234064102173,0.2315310686826706
no_prototype,195,13,2,2,0.9990469217300415,1,1,-0.8617826104164124,0.23124045133590698
no_prototype,196,13,2,2,0.9990667700767517,1,1,-0.8620659112930298,0.23086896538734436
no_prototype,197,13,2,2,0.9990853667259216,1,1,-0.8623490929603577,0.23051995038986206
no_prototype,198,13,2,2,0.9991021156311035,1,1,-0.8626205921173096,0.2301824986934662
no_prototype,199,13,2,2,0.9991142749786377,1,1,-0.8628165125846863,0.22995224595069885
no_prototype,200,13,2,2,0.9991269707679749,1,1,-0.8630349040031433,0.2297285795211792
no_prototype,201,13,2,2,0.9991401433944702,1,1,-0.8632497191429138,0.2295059710741043
no_prototype,202,13,2,2,0.9991534352302551,1,1,-0.8634962439537048,0.22927874326705933
no_prototype,203,13,2,2,0.999159574508667,1,1,-0.8635533452033997,0.22929206490516663
no_prototype,204,13,2,2,0.9991695880889893,1,1,-0.8637548685073853,0.22913700342178345
no_prototype,205,13,2,2,0.9991791844367981,1,1,-0.863898754119873,0.2290184050798416
no_prototype,206,13,2,2,0.9991871118545532,1,1,-0.8640527129173279,0.22890138626098633
no_prototype,207,13,2,2,0.9991950392723083,1,1,-0.8641653060913086,0.22878126800060272
no_prototype,208,13,2,2,0.9992009997367859,1,1,-0.8642065525054932,0.22873476147651672
no_prototype,209,13,2,2,0.999208390712738,1,1,-0.8643133640289307,0.22864064574241638
no_prototype,210,13,2,2,0.9992132782936096,1,1,-0.8643764853477478,0.22859998047351837
no_prototype,211,13,2,2,0.9992198348045349,1,1,-0.8645435571670532,0.22843769192695618
no_prototype,212,13,2,2,0.9992292523384094,1,1,-0.8648145198822021,0.22812257707118988
no_prototype,213,13,2,2,0.9992350339889526,1,1,-0.8649628758430481,0.22791236639022827
no_prototype,214,13,2,2,0.9992414116859436,1,1,-0.8651257157325745,0.22761474549770355
no_prototype,215,13,2,2,0.9992482662200928,1,1,-0.8653404712677002,0.2273133397102356
no_prototype,216,13,2,2,0.9992527961730957,1,1,-0.865447461605072,0.22709164023399353
no_prototype,217,13,2,2,0.9992539882659912,1,1,-0.865447998046875,0.22695675492286682
no_prototype,218,13,2,2,0.9992548227310181,1,1,-0.8654475808143616,0.22683072090148926
no_prototype,219,13,2,2,0.9992576837539673,1,1,-0.8655534982681274,0.2266227900981903
no_prototype,220,13,2,2,0.9992600679397583,1,1,-0.8656466007232666,0.22643738985061646
no_prototype,221,13,2,2,0.9992644786834717,1,1,-0.8658109307289124,0.22617512941360474
no_prototype,222,13,2,2,0.9992688894271851,1,1,-0.865968644618988,0.22594916820526123
no_prototype,223,13,2,2,0.9992719888687134,1,1,-0.8659856915473938,0.22583983838558197
no_prototype,224,13,2,2,0.9992752075195312,1,1,-0.8660173416137695,0.22571566700935364
no_prototype,225,13,2,2,0.9992791414260864,1,1,-0.8661187291145325,0.2255288064479828
no_prototype,226,13,2,2,0.999278724193573,1,1,-0.8660960793495178,0.22548817098140717
no_prototype,227,13,2,2,0.9992783069610596,1,1,-0.8660622239112854,0.22546148300170898
no_prototype,228,13,2,2,0.9992750287055969,1,1,-0.8659098744392395,0.22551991045475006
no_prototype,229,13,2,2,0.9992753267288208,1,1,-0.8659014105796814,0.22540655732154846
no_prototype,230,13,2,2,0.9992760419845581,1,1,-0.8659471869468689,0.22525329887866974
no_prototype,231,13,2,2,0.9992766976356506,1,1,-0.8660366535186768,0.22509728372097015
no_prototype,232,13,2,2,0.9992794394493103,1,1,-0.8661202788352966,0.22494560480117798
no_prototype,233,13,2,2,0.999281108379364,1,1,-0.8661930561065674,0.22483623027801514
no_prototype,234,13,2,2,0.9992839694023132,1,1,-0.8662647604942322,0.22472301125526428
no_prototype,235,13,1,2,0.9999839663505554,1,0,-0.9206458330154419,0.1768755316734314
no_prototype,236,13,1,2,0.9999840259552002,1,0,-0.9206516146659851,0.17693819105625153
no_prototype,237,13,1,2,0.9999839663505554,1,0,-0.9206454753875732,0.17704537510871887
no_prototype,238,13,1,2,0.9999840259552002,1,0,-0.9206316471099854,0.17716586589813232
no_prototype,239,13,1,2,0.9999840259552002,1,0,-0.920632004737854,0.17724314332008362
no_prototype,240,13,1,2,0.9999841451644897,1,0,-0.9206739068031311,0.17715078592300415
no_prototype,241,13,1,2,0.9999840259552002,1,0,-0.9207339286804199,0.17697587609291077
no_prototype,242,13,1,2,0.9999840259552002,1,0,-0.9207289218902588,0.17705315351486206
no_prototype,243,13,1,2,0.9999840259552002,1,0,-0.9207096695899963,0.17722506821155548
no_prototype,244,13,1,2,0.9999840259552002,1,0,-0.920687735080719,0.17741036415100098
no_prototype,245,13,1,2,0.9999840259552002,1,0,-0.9206719994544983,0.17759019136428833
no_prototype,246,13,1,2,0.999984085559845,1,0,-0.9207072854042053,0.17779529094696045
no_prototype,247,13,1,2,0.999984085559845,1,0,-0.9207246899604797,0.1780364215373993
no_prototype,248,13,1,2,0.9999841451644897,1,0,-0.9207536578178406,0.1782640814781189
no_prototype,249,13,1,2,0.9999842643737793,1,0,-0.9207364916801453,0.1786070466041565
no_prototype,250,13,1,2,0.9999841451644897,1,0,-0.9206734299659729,0.17909255623817444
no_prototype,251,13,1,2,0.9999842643737793,1,0,-0.9205965995788574,0.17968669533729553
no_prototype,252,13,1,2,0.9999841451644897,1,0,-0.9204542636871338,0.18035787343978882
no_prototype,253,13,1,2,0.9999840259552002,1,0,-0.9203056693077087,0.18119364976882935
no_prototype,254,13,1,2,0.9999839663505554,1,0,-0.920135498046875,0.18219834566116333
no_prototype,255,13,1,2,0.9999839067459106,1,0,-0.9200114011764526,0.18297013640403748
no_prototype,256,13,1,2,0.9999839067459106,1,0,-0.9198921322822571,0.18370597064495087
no_prototype,257,13,1,2,0.9999837875366211,1,0,-0.9197271466255188,0.18483182787895203
no_prototype,258,13,1,2,0.9999837279319763,1,0,-0.9195603132247925,0.18596401810646057
no_prototype,259,13,1,2,0.9999837279319763,1,0,-0.9193981885910034,0.18727588653564453
no_prototype,260,13,1,2,0.9999836683273315,1,0,-0.9191959500312805,0.18888229131698608
no_prototype,261,13,1,2,0.9999836087226868,1,0,-0.919075071811676,0.19042733311653137
no_prototype,262,13,1,2,0.9999836087226868,1,0,-0.9189646244049072,0.192236065864563
no_prototype,263,13,1,2,0.999983549118042,1,0,-0.9189452528953552,0.19314387440681458
no_prototype,264,13,1,2,0.9999836683273315,1,0,-0.9189502000808716,0.19319495558738708
no_prototype,265,13,1,2,0.9999836683273315,1,0,-0.9189773797988892,0.1930789351463318
no_prototype,266,13,1,2,0.9999837875366211,1,0,-0.9192849397659302,0.1921769380569458
no_prototype,267,13,1,2,0.9999844431877136,1,0,-0.9206103682518005,0.18833285570144653
no_prototype,268,13,1,2,0.9999845027923584,1,0,-0.9213480353355408,0.18658915162086487
no_prototype,269,13,1,2,0.9999843835830688,1,0,-0.921370804309845,0.18621695041656494
no_prototype,270,13,1,2,0.9999840259552002,1,0,-0.9206389784812927,0.18901938199996948
no_prototype,271,13,1,2,0.9999837279319763,1,0,-0.9202789068222046,0.19029295444488525
no_prototype,272,13,1,2,0.9999836087226868,1,0,-0.9200300574302673,0.1909489631652832
no_prototype,273,13,1,2,0.9999834299087524,1,0,-0.9197866916656494,0.1915716528892517
no_prototype,274,13,1,2,0.9999833106994629,1,0,-0.9195828437805176,0.19205772876739502
no_prototype,275,13,1,2,0.999983012676239,1,0,-0.9193868637084961,0.19245761632919312
no_prototype,276,13,1,2,0.9999829530715942,1,0,-0.9192190170288086,0.19274592399597168
no_prototype,277,13,1,2,0.9999827742576599,1,0,-0.9190595746040344,0.19298139214515686
no_prototype,278,13,1,2,0.9999826550483704,1,0,-0.9189392328262329,0.19312402606010437
no_prototype,279,13,1,2,0.9999825954437256,1,0,-0.9188293218612671,0.19325706362724304
no_prototype,280,13,1,2,0.9999823570251465,1,0,-0.9187248945236206,0.19339130818843842
no_prototype,281,13,1,2,0.9999823570251465,1,0,-0.9186157584190369,0.19354116916656494
no_prototype,282,13,1,2,0.9999822378158569,1,0,-0.9185414910316467,0.19369196891784668
no_prototype,283,13,1,2,0.9999821782112122,1,0,-0.9184558987617493,0.1938316524028778
no_prototype,284,13,1,2,0.9999821186065674,1,0,-0.918354332447052,0.19394764304161072
no_prototype,285,13,1,2,0.9999818801879883,1,0,-0.9182044267654419,0.1942364126443863
no_prototype,286,13,1,2,0.9999815821647644,1,0,-0.9180168509483337,0.19465655088424683
no_prototype,287,13,1,2,0.9999814629554749,1,0,-0.9178113341331482,0.1951286792755127
no_prototype,288,13,1,2,0.9999810457229614,1,0,-0.9175449013710022,0.19573764503002167
no_prototype,289,13,1,2,0.999980628490448,1,0,-0.9172744750976562,0.19634193181991577
no_prototype,290,13,1,2,0.9999805092811584,1,0,-0.9171543717384338,0.19653457403182983
no_prototype,291,13,1,2,0.9999802708625793,1,0,-0.917005181312561,0.1967950165271759
no_prototype,292,13,1,2,0.9994412064552307,1,0,-0.8881760835647583,0.2332409918308258
no_prototype,293,13,1,2,0.9988318681716919,1,0,-0.8839183449745178,0.23936985433101654
no_prototype,294,13,1,2,0.998673677444458,1,0,-0.8827042579650879,0.24133305251598358
no_prototype,295,13,1,2,0.9985814094543457,1,0,-0.8821044564247131,0.24217721819877625
no_prototype,296,13,1,2,0.9984583854675293,1,0,-0.8814318180084229,0.24302339553833008
no_prototype,297,13,1,2,0.9983492493629456,1,0,-0.8808791041374207,0.24363797903060913
no_prototype,298,13,1,2,0.9979326725006104,1,0,-0.8787750601768494,0.2470744550228119
no_prototype,299,13,1,2,0.9971950054168701,1,0,-0.8758838176727295,0.2519227862358093
no_prototype,300,13,1,2,0.9962546229362488,1,0,-0.8731159567832947,0.2561841607093811
no_prototype,301,13,1,2,0.9957994222640991,1,0,-0.8720473647117615,0.2573952376842499
no_prototype,302,13,1,2,0.9959594011306763,1,0,-0.8724580407142639,0.256111204624176
no_prototype,303,13,1,2,0.996807336807251,1,0,-0.874695897102356,0.2518020272254944
