sample_index,subject,true_class,pseudo_class,reliability,selected,pseudo_correct,selected_error,before_pc1,before_pc2,after_pc1,after_pc2
15,13,2,2,0.9999062418937683,1,1,0,-0.02183215320110321,-0.012873455882072449,-1.038220763206482,0.14244091510772705
16,13,2,2,0.9999061822891235,1,1,0,-0.0228075310587883,-0.010869920253753662,-1.0381367206573486,0.1412423551082611
17,13,2,2,0.9999061226844788,1,1,0,-0.023831501603126526,-0.008601166307926178,-1.0381537675857544,0.1410485804080963
18,13,2,2,0.9999061822891235,1,1,0,-0.024848610162734985,-0.006975635886192322,-1.03817880153656,0.14098797738552094
19,13,2,2,0.9999061822891235,1,1,0,-0.025295786559581757,-0.006191760301589966,-1.038203477859497,0.1409415751695633
20,13,2,2,0.9999061226844788,1,1,0,-0.024648360908031464,-0.006059415638446808,-1.0382351875305176,0.14087261259555817
21,13,2,2,0.9999061226844788,1,1,0,-0.023872636258602142,-0.0063722580671310425,-1.0382578372955322,0.14083600044250488
22,13,2,2,0.9999061226844788,1,1,0,-0.022206246852874756,-0.007135853171348572,-1.038270354270935,0.14085644483566284
23,13,2,2,0.9999063014984131,1,1,0,-0.020863987505435944,-0.00806320458650589,-1.0382764339447021,0.1409258097410202
24,13,2,2,0.9999061822891235,1,1,0,-0.019501112401485443,-0.009028933942317963,-1.0382813215255737,0.1409752070903778
25,13,2,2,0.9999062418937683,1,1,0,-0.018673881888389587,-0.009512394666671753,-1.0382746458053589,0.141077920794487
26,13,2,2,0.9999064207077026,1,1,0,-0.017956897616386414,-0.009161807596683502,-1.0382483005523682,0.14120469987392426
27,13,2,2,0.9999065399169922,1,1,0,-0.016163907945156097,-0.009110487997531891,-1.0381907224655151,0.14140483736991882
28,13,2,2,0.9999068975448608,1,1,0,-0.01481330394744873,-0.008912459015846252,-1.0370513200759888,0.1462535709142685
29,13,2,2,0.9999082088470459,1,1,0,-0.01436617225408554,-0.007652275264263153,-1.0354349613189697,0.16367994248867035
30,13,2,2,0.9999090433120728,1,1,0,-0.014551550149917603,-0.006195046007633209,-1.0285358428955078,0.17948612570762634
31,13,2,2,0.9999358057975769,1,1,0,-0.014070600271224976,-0.0049306973814964294,-1.0265953540802002,0.19154125452041626
32,13,2,2,0.9999377727508545,1,1,0,-0.013626821339130402,-0.005246363580226898,-1.0257434844970703,0.19644612073898315
33,13,2,2,0.9999396800994873,1,1,0,-0.013982385396957397,-0.004554681479930878,-1.024701714515686,0.20155248045921326
34,13,2,2,0.9999414682388306,1,1,0,-0.013313576579093933,-0.0041974931955337524,-1.0234506130218506,0.20708422362804413
35,13,2,2,0.99994295835495,1,1,0,-0.01265694946050644,-0.0040095895528793335,-1.0223448276519775,0.2116583287715912
36,13,2,2,0.9999440908432007,1,1,0,-0.012112811207771301,-0.0042661577463150024,-1.0214177370071411,0.21530403196811676
37,13,2,2,0.9999448657035828,1,1,0,-0.01200878620147705,-0.0037015825510025024,-1.0207117795944214,0.21804285049438477
38,13,2,2,0.9999454617500305,1,1,0,-0.011032119393348694,-0.0030971169471740723,-1.0200856924057007,0.22045591473579407
39,13,2,2,0.9999460577964783,1,1,0,-0.010984912514686584,-0.002027854323387146,-1.0192434787750244,0.2237045168876648
40,13,2,2,0.9999481439590454,1,1,0,-0.012069270014762878,-5.804002285003662e-06,-1.0128061771392822,0.24331773817539215
41,13,2,2,0.999948263168335,1,1,0,-0.013383209705352783,0.0023010224103927612,-1.0126882791519165,0.24371764063835144
42,13,2,2,0.9999483823776245,1,1,0,-0.014396116137504578,0.005664609372615814,-1.0127577781677246,0.2435339242219925
43,13,2,2,0.9999485611915588,1,1,0,-0.01670314371585846,0.009083732962608337,-1.012893557548523,0.2431011199951172
44,13,2,2,0.9999488592147827,1,1,0,-0.020016491413116455,0.012808002531528473,-1.0131475925445557,0.2422485500574112
45,13,2,2,0.999949038028717,1,1,0,-0.02287154644727707,0.016315124928951263,-1.0134085416793823,0.2413671612739563
46,13,2,2,0.9999491572380066,1,1,0,-0.025162644684314728,0.019134625792503357,-1.0134886503219604,0.24111643433570862
47,13,2,2,0.9999492168426514,1,1,0,-0.028481565415859222,0.02197776734828949,-1.0134388208389282,0.24128179252147675
48,13,2,2,0.9999491572380066,1,1,0,-0.03217688575387001,0.024329856038093567,-1.0136306285858154,0.24079985916614532
49,13,2,2,0.9999490976333618,1,1,0,-0.03579246625304222,0.027421243488788605,-1.013824462890625,0.24032652378082275
50,13,2,2,0.9999491572380066,1,1,0,-0.03928251937031746,0.0312240868806839,-1.0137847661972046,0.24051377177238464
51,13,2,2,0.999949038028717,1,1,0,-0.04113518074154854,0.03523751348257065,-1.0139232873916626,0.24019932746887207
52,13,2,2,0.9999486804008484,1,1,0,-0.04316231235861778,0.037639930844306946,-1.0144163370132446,0.2388538122177124
53,13,2,2,0.9999483227729797,1,1,0,-0.044885143637657166,0.04088212549686432,-1.0150643587112427,0.2370057851076126
54,13,2,2,0.9999478459358215,1,1,0,-0.04672990366816521,0.044996477663517,-1.0156458616256714,0.23530976474285126
55,13,2,2,0.9999454021453857,1,1,0,-0.04832904413342476,0.049350805580616,-1.0222079753875732,0.2137230485677719
56,13,2,2,0.9999447464942932,1,1,0,-0.05054008215665817,0.05319938063621521,-1.022727608680725,0.21172332763671875
57,13,2,2,0.9999439120292664,1,1,0,-0.05287649482488632,0.05635692924261093,-1.0233582258224487,0.20919722318649292
58,13,2,2,0.9999426007270813,1,1,0,-0.055267464369535446,0.058735087513923645,-1.024222493171692,0.20557193458080292
59,13,2,2,0.9999414682388306,1,1,0,-0.055223558098077774,0.060860324651002884,-1.0248990058898926,0.20260828733444214
60,13,2,2,0.9999402165412903,1,1,0,-0.05545693263411522,0.06281062215566635,-1.025502324104309,0.19988083839416504
61,13,2,2,0.9999391436576843,1,1,0,-0.05411013215780258,0.06381379067897797,-1.0260975360870361,0.19707795977592468
62,13,2,2,0.9999382495880127,1,1,0,-0.05339522287249565,0.06694820523262024,-1.026512622833252,0.1950310468673706
63,13,2,2,0.9999375343322754,1,1,0,-0.0527249276638031,0.07277102768421173,-1.026800513267517,0.1935598999261856
64,13,2,2,0.9999367594718933,1,1,0,-0.052348919212818146,0.0789697989821434,-1.0271259546279907,0.19180183112621307
65,13,2,2,0.9999358057975769,1,1,0,-0.05346530303359032,0.08484063297510147,-1.027446985244751,0.18992748856544495
66,13,2,2,0.9999345541000366,1,1,0,-0.05233381688594818,0.08819811046123505,-1.0278205871582031,0.18749621510505676
67,13,2,2,0.999908983707428,1,1,0,-0.0513116717338562,0.0896855890750885,-1.0292048454284668,0.17870734632015228
68,13,2,2,0.9999091029167175,1,1,0,-0.049656059592962265,0.09025109559297562,-1.0294232368469238,0.17619046568870544
69,13,2,2,0.9999092221260071,1,1,0,-0.04734775796532631,0.08937308192253113,-1.0295689105987549,0.17397965490818024
70,13,2,2,0.9999092221260071,1,1,0,-0.04426091909408569,0.08662085980176926,-1.0300241708755493,0.16880321502685547
71,13,2,2,0.9999082088470459,1,1,0,-0.04158051684498787,0.08551091700792313,-1.0259778499603271,0.1593366265296936
72,13,2,2,0.9999075531959534,1,1,0,-0.0382620170712471,0.08490008115768433,-1.0328216552734375,0.14566177129745483
73,13,2,2,0.9999074339866638,1,1,0,-0.03534466400742531,0.0843615010380745,-1.0329228639602661,0.14527134597301483
74,13,2,2,0.999907374382019,1,1,0,-0.03210312873125076,0.08542279899120331,-1.0330053567886353,0.14503902196884155
75,13,2,2,0.9999073147773743,1,1,0,-0.02763333171606064,0.08615262806415558,-1.033086895942688,0.14487174153327942
76,13,2,2,0.9999072551727295,1,1,0,-0.02486608922481537,0.08783276379108429,-1.033132553100586,0.14477311074733734
77,13,2,2,0.9999072551727295,1,1,0,-0.024051301181316376,0.08735565841197968,-1.0331579446792603,0.14468702673912048
78,13,2,2,0.9999071955680847,1,1,0,-0.0239621102809906,0.08618680387735367,-1.0331873893737793,0.14455553889274597
79,13,2,2,0.9999071955680847,1,1,0,-0.025408297777175903,0.08405222743749619,-1.033199667930603,0.14447203278541565
80,13,2,2,0.9999071955680847,1,1,0,-0.027416154742240906,0.08187516033649445,-1.033205270767212,0.1443791687488556
81,13,2,2,0.9999071955680847,1,1,0,-0.03059612214565277,0.07888926565647125,-1.0332016944885254,0.14430296421051025
82,13,2,2,0.9999070763587952,1,1,0,-0.03301062062382698,0.07666077464818954,-1.0331997871398926,0.14422622323036194
83,13,2,2,0.9999072551727295,1,1,0,-0.038272518664598465,0.07559643685817719,-1.0331910848617554,0.14415976405143738
84,13,2,2,0.9999072551727295,1,1,0,-0.04254772514104843,0.07480931282043457,-1.033176302909851,0.14410078525543213
85,13,2,2,0.9999072551727295,1,1,0,-0.04686886444687843,0.07400216162204742,-1.033158302307129,0.14402371644973755
86,13,2,2,0.9999072551727295,1,1,0,-0.049563344568014145,0.07380929589271545,-1.0331330299377441,0.14397187530994415
87,13,2,2,0.9999072551727295,1,1,0,-0.04892999678850174,0.07313213497400284,-1.033105492591858,0.14392787218093872
88,13,2,2,0.9999070763587952,1,1,0,-0.045396964997053146,0.07017845660448074,-1.0330768823623657,0.14388474822044373
89,13,2,2,0.9999070763587952,1,1,0,-0.040870923548936844,0.06721130013465881,-1.0330466032028198,0.14385101199150085
90,13,2,2,0.9999070763587952,1,1,0,-0.035428259521722794,0.06230127438902855,-1.033011555671692,0.14381639659404755
91,13,2,2,0.9999071955680847,1,1,0,-0.031009986996650696,0.057667866349220276,-1.0329713821411133,0.1437869369983673
92,13,2,2,0.9999071955680847,1,1,0,-0.025947220623493195,0.05398368835449219,-1.0329344272613525,0.14373213052749634
93,13,2,2,0.999906599521637,1,1,0,-0.021303661167621613,0.050130706280469894,-1.0382040739059448,0.14037813246250153
94,13,2,2,0.999906599521637,1,1,0,-0.016441702842712402,0.04600416123867035,-1.038317322731018,0.14022842049598694
95,13,2,2,0.999906599521637,1,1,0,-0.012430883944034576,0.042555540800094604,-1.0382657051086426,0.14018182456493378
96,13,2,2,0.999906599521637,1,1,0,-0.009928300976753235,0.03926985710859299,-1.038224697113037,0.14012761414051056
97,13,2,2,0.9999064803123474,1,1,0,-0.005524896085262299,0.03581511974334717,-1.0382885932922363,0.14033903181552887
98,13,2,2,0.999906063079834,1,1,0,-0.0009321644902229309,0.03373686224222183,-1.0387976169586182,0.14611884951591492
99,13,2,2,0.9999060034751892,1,1,0,0.00411929190158844,0.03293526917695999,-1.038793921470642,0.14611776173114777
100,13,2,2,0.9999059438705444,1,1,0,0.009941771626472473,0.031122907996177673,-1.0387604236602783,0.14611829817295074
101,13,2,2,0.9999060034751892,1,1,0,0.013267211616039276,0.02852218598127365,-1.038719892501831,0.14611592888832092
102,13,2,2,0.9999060034751892,1,1,0,0.016005143523216248,0.026812396943569183,-1.0386661291122437,0.14613646268844604
103,13,2,2,0.9999060034751892,1,1,0,0.018327057361602783,0.025658823549747467,-1.0386245250701904,0.14653603732585907
104,13,2,2,0.9999060034751892,1,1,0,0.020414479076862335,0.022784166038036346,-1.038568377494812,0.14664524793624878
105,13,2,2,0.9999060034751892,1,1,0,0.021245785057544708,0.018476828932762146,-1.038498044013977,0.14671540260314941
106,13,2,2,0.9999060034751892,1,1,0,0.021097011864185333,0.014951489865779877,-1.0384223461151123,0.14675307273864746
107,13,2,2,0.999906063079834,1,1,0,0.02088092267513275,0.012042589485645294,-1.0383161306381226,0.1467985361814499
108,13,2,2,0.9999060034751892,1,1,0,0.021374285221099854,0.00920049101114273,-1.0382033586502075,0.14689859747886658
109,13,2,2,0.999906599521637,1,1,0,0.021220915019512177,0.007797867059707642,-1.0315221548080444,0.15968698263168335
110,13,2,2,0.999907374382019,1,1,0,0.0204971581697464,0.006355948746204376,-1.0361418724060059,0.1614653766155243
111,13,2,2,0.9999079704284668,1,1,0,0.018749557435512543,0.006880372762680054,-1.030216932296753,0.17282965779304504
112,13,2,2,0.9999080300331116,1,1,0,0.017713084816932678,0.008713483810424805,-1.0296820402145386,0.17570330202579498
113,13,2,2,0.9999080300331116,1,1,0,0.014451257884502411,0.008819200098514557,-1.0292214155197144,0.1809908151626587
114,13,2,2,0.9999347925186157,1,1,0,0.010298237204551697,0.008062556385993958,-1.0277907848358154,0.19558316469192505
115,13,2,2,0.9999358057975769,1,1,0,0.006577208638191223,0.006657779216766357,-1.0274144411087036,0.1978999525308609
116,13,2,2,0.9999368786811829,1,1,0,0.004836142063140869,0.005441345274448395,-1.0269662141799927,0.20042423903942108
117,13,2,2,0.9999380111694336,1,1,0,0.0027579963207244873,0.0035774409770965576,-1.0264745950698853,0.20304939150810242
118,13,2,2,0.9999397993087769,1,1,0,-0.00021436065435409546,0.0030630528926849365,-1.0255250930786133,0.20764824748039246
119,13,2,2,0.9999417066574097,1,1,0,-0.003973811864852905,0.003880135715007782,-1.0243182182312012,0.21294757723808289
120,13,2,2,0.99994295835495,1,1,0,-0.007616154849529266,0.007710248231887817,-1.02341628074646,0.21673068404197693
121,13,2,2,0.9999440312385559,1,1,0,-0.011843152344226837,0.01245022565126419,-1.0225070714950562,0.2203584909439087
122,13,2,2,0.999944806098938,1,1,0,-0.016836710274219513,0.0172356516122818,-1.0219073295593262,0.22268104553222656
123,13,2,2,0.9999476671218872,1,1,0,-0.019844956696033478,0.022621460258960724,-1.0148969888687134,0.24582712352275848
124,13,2,2,0.9999486207962036,1,1,0,-0.022277377545833588,0.02632446587085724,-1.0130176544189453,0.2511581778526306
125,13,2,2,0.9999492764472961,1,1,0,-0.02762369066476822,0.029733136296272278,-1.0116502046585083,0.25492650270462036
126,13,2,2,0.9999496340751648,1,1,0,-0.03228555619716644,0.03349088877439499,-1.0106053352355957,0.25771626830101013
127,13,2,2,0.9999499917030334,1,1,0,-0.0362432636320591,0.037068553268909454,-1.009671688079834,0.260158896446228
128,13,2,2,0.9999465346336365,1,1,0,-0.03910020366311073,0.039158836007118225,-1.0059597492218018,0.2710048258304596
129,13,2,2,0.9978638291358948,1,1,0,-0.040582697838544846,0.0404481515288353,-0.9793128371238708,0.33037781715393066
130,13,2,2,0.9879705309867859,1,1,0,-0.04023870825767517,0.044726014137268066,-0.9700025320053101,0.3492737412452698
131,13,2,2,0.9857081770896912,1,1,0,-0.04114910960197449,0.04849998652935028,-0.968258798122406,0.35280799865722656
132,13,2,2,0.9839102029800415,1,1,0,-0.04197030887007713,0.05183584243059158,-0.9670124650001526,0.35534584522247314
133,13,2,2,0.9826827645301819,1,1,0,-0.04270942136645317,0.05287020653486252,-0.9662048816680908,0.35701268911361694
134,13,2,2,0.9821481108665466,1,1,0,-0.043356917798519135,0.0547114796936512,-0.965811550617218,0.35785847902297974
135,13,2,2,0.9816737771034241,1,1,0,-0.043684471398591995,0.05651191994547844,-0.9654744863510132,0.3585767447948456
136,13,2,2,0.9814625978469849,1,1,0,-0.04480469971895218,0.056801725178956985,-0.9652451872825623,0.35908758640289307
137,13,2,2,0.9808709621429443,1,1,0,-0.04618198052048683,0.05689357966184616,-0.9647891521453857,0.3600626587867737
138,13,2,2,0.979046106338501,1,1,0,-0.046316131949424744,0.05546696111559868,-0.9638106226921082,0.36212456226348877
139,13,2,2,0.9763792753219604,1,1,0,-0.046830981969833374,0.05478792265057564,-0.962578535079956,0.3646968603134155
140,13,2,2,0.9736703038215637,1,1,0,-0.04767502099275589,0.05290861055254936,-0.9614517092704773,0.36705195903778076
141,13,2,2,0.9708133935928345,1,1,0,-0.049616504460573196,0.051594413816928864,-0.960429847240448,0.36917775869369507
142,13,2,2,0.968110203742981,1,1,0,-0.052570272237062454,0.04996998608112335,-0.9595848917961121,0.37093377113342285
143,13,2,2,0.9647513031959534,1,1,0,-0.05567864328622818,0.0486530177295208,-0.9585880637168884,0.3730196952819824
144,13,2,2,0.9605569839477539,1,1,0,-0.057166937738657,0.04702683910727501,-0.9575061202049255,0.3752826452255249
145,13,2,2,0.955213189125061,1,1,0,-0.05820484459400177,0.045751944184303284,-0.9563168287277222,0.37777000665664673
146,13,2,2,0.9491980671882629,0,1,0,-0.05890272930264473,0.044426195323467255,-0.9551663994789124,0.3801736831665039
147,13,2,2,0.9426421523094177,0,1,0,-0.05820201709866524,0.0429227277636528,-0.9539620280265808,0.3825942873954773
148,13,2,2,0.9351919293403625,0,1,0,-0.05805192142724991,0.04163143038749695,-0.9527695178985596,0.38498425483703613
149,13,2,2,0.9286665916442871,0,1,0,-0.05900008976459503,0.040783241391181946,-0.9518188238143921,0.3868815302848816
150,13,2,2,0.9249628186225891,0,1,0,-0.0605100579559803,0.03948550671339035,-0.9512917995452881,0.3879356384277344
151,13,2,2,0.9210845232009888,0,1,0,-0.06237809360027313,0.038348592817783356,-0.9507818222045898,0.3889491558074951
152,13,2,2,0.9187518358230591,0,1,0,-0.0648442730307579,0.03627094626426697,-0.9504596590995789,0.38960087299346924
153,13,2,2,0.9160928726196289,0,1,0,-0.0692070797085762,0.0349854975938797,-0.9501025080680847,0.3903099298477173
154,13,2,2,0.9126798510551453,0,1,0,-0.07354255765676498,0.032291777431964874,-0.9496501088142395,0.39120274782180786
155,13,2,2,0.9032504558563232,0,1,0,-0.07789003849029541,0.029678627848625183,-0.9485912322998047,0.39325129985809326
156,13,2,2,0.8938639163970947,0,1,0,-0.08168010413646698,0.027720510959625244,-0.9475882649421692,0.3951699137687683
157,13,2,2,0.8810184001922607,0,1,0,-0.08393927663564682,0.02545834332704544,-0.9463186860084534,0.39756321907043457
158,13,2,2,0.8681067824363708,0,1,0,-0.08717813342809677,0.02408294379711151,-0.9451180100440979,0.3997839689254761
159,13,2,2,0.8541616797447205,0,1,0,-0.09077148139476776,0.02234463393688202,-0.943830668926239,0.40211689472198486
160,13,2,2,0.7989867925643921,0,1,0,-0.09395941346883774,0.02032826840877533,-0.9429730176925659,0.40364915132522583
161,13,2,2,0.7921459078788757,0,1,0,-0.09745965152978897,0.018239207565784454,-0.9423028230667114,0.40483522415161133
162,13,2,2,0.78374183177948,0,1,0,-0.10032583773136139,0.016976892948150635,-0.9414651393890381,0.4062959551811218
163,13,2,2,0.7747867703437805,0,1,0,-0.10149195790290833,0.015870124101638794,-0.9405146241188049,0.4079219102859497
164,13,2,2,0.7683113813400269,0,1,0,-0.10318060964345932,0.013458237051963806,-0.939681887626648,0.4093363285064697
165,13,2,2,0.7616934776306152,0,1,0,-0.10475541651248932,0.011456705629825592,-0.938727617263794,0.41092193126678467
166,13,2,2,0.7581849694252014,0,1,0,-0.10623958706855774,0.009743519127368927,-0.9380577802658081,0.41203051805496216
167,13,2,2,0.754368007183075,0,1,0,-0.10709016025066376,0.009469345211982727,-0.9372960329055786,0.4132717251777649
168,13,2,2,0.7495936751365662,0,1,0,-0.10694872587919235,0.00903087854385376,-0.9364299178123474,0.41464686393737793
169,13,2,2,0.7462211847305298,0,1,0,-0.10666230320930481,0.0078473761677742,-0.9357415437698364,0.41575872898101807
170,13,2,2,0.7453227043151855,0,1,0,-0.10748855024576187,0.005867354571819305,-0.9354289174079895,0.4163026809692383
171,13,2,2,0.7457643151283264,0,1,0,-0.10912692546844482,0.003100365400314331,-0.9352800846099854,0.416593074798584
172,13,2,2,0.7471555471420288,0,1,0,-0.11114835739135742,-0.0006462931632995605,-0.93529212474823,0.41662901639938354
173,13,2,2,0.7501254081726074,0,1,0,-0.11250125616788864,-0.003904305398464203,-0.9355244636535645,0.41631317138671875
174,13,2,2,0.7533543705940247,0,1,0,-0.11423485726118088,-0.007377646863460541,-0.9357990622520447,0.4159266948699951
175,13,2,2,0.7581179738044739,0,1,0,-0.11569921672344208,-0.00976552814245224,-0.9362835884094238,0.41519588232040405
176,13,2,2,0.7641584277153015,0,1,0,-0.11725166440010071,-0.01099725067615509,-0.9369062185287476,0.41423457860946655
177,13,2,2,0.7735211849212646,0,1,0,-0.11980275809764862,-0.01114916056394577,-0.9378583431243896,0.41271907091140747
178,13,2,2,0.7836384177207947,0,1,0,-0.12294802069664001,-0.010602042078971863,-0.9388678073883057,0.4110783338546753
179,13,2,2,0.7960914969444275,0,1,0,-0.1266891360282898,-0.009191364049911499,-0.9400919675827026,0.4090304970741272
180,13,2,2,0.8580047488212585,0,1,0,-0.1308654546737671,-0.006094187498092651,-0.941605806350708,0.4064674377441406
181,13,2,2,0.8743877410888672,0,1,0,-0.13439121842384338,-0.0019364506006240845,-0.9431794285774231,0.4037533402442932
182,13,2,2,0.9146984815597534,0,1,0,-0.1385560929775238,0.0032084807753562927,-0.9454598426818848,0.39904898405075073
183,13,2,2,0.9999414682388306,1,1,0,-0.1420372724533081,0.007854841649532318,-0.9872781038284302,0.31171244382858276
184,13,2,2,0.9999535083770752,1,1,0,-0.14479884505271912,0.01233169436454773,-0.993133008480072,0.29790961742401123
185,13,2,2,0.9999536275863647,1,1,0,-0.14626741409301758,0.015542574226856232,-0.9938931465148926,0.29642122983932495
186,13,2,2,0.99995356798172,1,1,0,-0.14688168466091156,0.018091000616550446,-0.9944265484809875,0.2953929603099823
187,13,2,2,0.9999536871910095,1,1,0,-0.14785262942314148,0.020220540463924408,-0.9948635697364807,0.29455018043518066
188,13,2,2,0.9999538064002991,1,1,0,-0.14935003221035004,0.022523820400238037,-0.9954097867012024,0.29350000619888306
189,13,2,2,0.9999538660049438,1,1,0,-0.1515381932258606,0.02519499510526657,-0.9960334300994873,0.29229283332824707
190,13,2,2,0.9999538660049438,1,1,0,-0.15326905250549316,0.027486048638820648,-0.9966198205947876,0.2911560535430908
191,13,2,2,0.9999538660049438,1,1,0,-0.15543019771575928,0.02927335351705551,-0.9974040985107422,0.28960537910461426
192,13,2,2,0.9999539256095886,1,1,0,-0.157109797000885,0.030815787613391876,-0.9982779026031494,0.28783953189849854
193,13,2,2,0.9999539256095886,1,1,0,-0.15871649980545044,0.03135823458433151,-0.9991065263748169,0.286143958568573
194,13,2,2,0.9999545812606812,1,1,0,-0.1603718400001526,0.03167783468961716,-1.0010930299758911,0.281768262386322
195,13,2,2,0.9999544024467468,1,1,0,-0.16196441650390625,0.031855128705501556,-1.0017893314361572,0.2802501916885376
196,13,2,2,0.9999541640281677,1,1,0,-0.16444069147109985,0.033021584153175354,-1.0024149417877197,0.2788704037666321
197,13,2,2,0.999954104423523,1,1,0,-0.16675835847854614,0.03484313189983368,-1.0028889179229736,0.2778157591819763
198,13,2,2,0.9999540448188782,1,1,0,-0.16947400569915771,0.036365196108818054,-1.0032840967178345,0.276928186416626
199,13,2,2,0.9999539852142334,1,1,0,-0.17226138710975647,0.03759565204381943,-1.0035940408706665,0.2762274146080017
200,13,2,2,0.9999538064002991,1,1,0,-0.1743038445711136,0.0389726459980011,-1.00409996509552,0.27507102489471436
201,13,2,2,0.9999537467956543,1,1,0,-0.17651648819446564,0.04054432362318039,-1.0045782327651978,0.27396777272224426
202,13,2,2,0.99995356798172,1,1,0,-0.17837770283222198,0.04236709326505661,-1.004961371421814,0.2730761766433716
203,13,2,2,0.99995356798172,1,1,0,-0.17998020350933075,0.04417382925748825,-1.0051194429397583,0.2727077305316925
204,13,2,2,0.9999535083770752,1,1,0,-0.18104392290115356,0.0458933487534523,-1.0052075386047363,0.27249962091445923
205,13,2,2,0.9999535083770752,1,1,0,-0.18130388855934143,0.047097038477659225,-1.0052744150161743,0.27227264642715454
206,13,2,2,0.9999535083770752,1,1,0,-0.18148672580718994,0.048968542367219925,-1.0050804615020752,0.2719263434410095
207,13,2,2,0.9999534487724304,1,1,0,-0.18140776455402374,0.049926210194826126,-1.0050886869430542,0.2719656825065613
208,13,2,2,0.9999535083770752,1,1,0,-0.18137851357460022,0.050438906997442245,-1.0050979852676392,0.27205127477645874
209,13,2,2,0.9999535083770752,1,1,0,-0.1811763048171997,0.05124472826719284,-1.005244255065918,0.27178362011909485
210,13,2,2,0.9999535083770752,1,1,0,-0.181108295917511,0.05165278539061546,-1.005075454711914,0.27172431349754333
211,13,2,2,0.9999535083770752,1,1,0,-0.18087351322174072,0.05280506610870361,-1.004657506942749,0.2720649242401123
212,13,2,2,0.99995356798172,1,1,0,-0.18035888671875,0.05359770357608795,-1.0044301748275757,0.2725251615047455
213,13,2,2,0.99995356798172,1,1,0,-0.18017525970935822,0.05337223783135414,-1.0032011270523071,0.27358368039131165
214,13,2,2,0.9999526143074036,1,1,0,-0.17988497018814087,0.05225563421845436,-0.998780369758606,0.2770310044288635
215,13,2,2,0.999952495098114,1,1,0,-0.17952318489551544,0.051849640905857086,-0.9979808926582336,0.27811360359191895
216,13,2,2,0.9999526143074036,1,1,0,-0.17878082394599915,0.05147477984428406,-0.9975506663322449,0.27904796600341797
217,13,2,2,0.999952495098114,1,1,0,-0.17766498029232025,0.05030867084860802,-0.9970028400421143,0.28025174140930176
218,13,2,2,0.9999526739120483,1,1,0,-0.1759321689605713,0.0493256114423275,-0.9965669512748718,0.2812235951423645
219,13,2,2,0.9999526739120483,1,1,0,-0.1741666942834854,0.04849932715296745,-0.9962495565414429,0.28194981813430786
220,13,2,2,0.9999526143074036,1,1,0,-0.17278333008289337,0.048010703176259995,-0.9960260987281799,0.28248921036720276
221,13,2,2,0.9999527335166931,1,1,0,-0.17106664180755615,0.04738866910338402,-0.9959896206855774,0.2826758027076721
222,13,2,2,0.9999525547027588,1,1,0,-0.16926507651805878,0.04657507315278053,-0.9963023066520691,0.2821396291255951
223,13,2,2,0.9999526739120483,1,1,0,-0.16770412027835846,0.046001434326171875,-0.9967775344848633,0.2813391387462616
224,13,2,2,0.9999526143074036,1,1,0,-0.16689036786556244,0.044905684888362885,-0.9971317052841187,0.2806999683380127
225,13,2,2,0.9999526143074036,1,1,0,-0.1659829020500183,0.04401802271604538,-0.997378408908844,0.2802545428276062
226,13,2,2,0.999952495098114,1,1,0,-0.16531603038311005,0.04276682436466217,-0.9975364208221436,0.27995291352272034
227,13,2,2,0.9999524354934692,1,1,0,-0.1647404432296753,0.04167652875185013,-0.9977288246154785,0.27957683801651
