sample_index,subject_id_zero_based,subject_sample_index,batch_index
938,13,938,0
939,13,939,0
940,13,940,0
941,13,941,0
942,13,942,0
943,13,943,0
944,13,944,0
945,13,945,0
946,13,946,0
947,13,947,0
948,13,948,0
949,13,949,0
950,13,950,0
951,13,951,0
952,13,952,0
953,13,953,0
954,13,954,0
955,13,955,0
956,13,956,0
957,13,957,0
958,13,958,0
959,13,959,0
960,13,960,0
961,13,961,0
962,13,962,0
963,13,963,0
964,13,964,0
965,13,965,0
966,13,966,0
967,13,967,0
968,13,968,0
969,13,969,0
970,13,970,0
971,13,971,0
972,13,972,0
973,13,973,0
974,13,974,0
975,13,975,0
976,13,976,0
977,13,977,0
978,13,978,0
979,13,979,0
980,13,980,0
981,13,981,0
982,13,982,0
983,13,983,0
984,13,984,0
985,13,985,0
986,13,986,0
987,13,987,0
988,13,988,0
989,13,989,0
990,13,990,0
991,13,991,0
992,13,992,0
993,13,993,0
994,13,994,0
995,13,995,0
996,13,996,0
997,13,997,0
998,13,998,0
999,13,999,0
1000,13,1000,0
1001,13,1001,0
1002,13,1002,0
1003,13,1003,0
1004,13,1004,0
1005,13,1005,0
1006,13,1006,0
1007,13,1007,0
1008,13,1008,0
1009,13,1009,0
1010,13,1010,0
1011,13,1011,0
1012,13,1012,0
1013,13,1013,0
1014,13,1014,0
1015,13,1015,0
1016,13,1016,0
1017,13,1017,0
1018,13,1018,0
1019,13,1019,0
1020,13,1020,0
1021,13,1021,0
1022,13,1022,0
1023,13,1023,0
1024,13,1024,0
1025,13,1025,0
1026,13,1026,0
1027,13,1027,0
1028,13,1028,0
1029,13,1029,0
1030,13,1030,0
1031,13,1031,0
1032,13,1032,0
1033,13,1033,0
1034,13,1034,0
1035,13,1035,0
1036,13,1036,0
1037,13,1037,0
1038,13,1038,0
1039,13,1039,0
1040,13,1040,0
1041,13,1041,0
1042,13,1042,0
1043,13,1043,0
1044,13,1044,0
1045,13,1045,0
1046,13,1046,0
1047,13,1047,0
1048,13,1048,0
1049,13,1049,0
1050,13,1050,0
1051,13,1051,0
1052,13,1052,0
1053,13,1053,0
1054,13,1054,0
1055,13,1055,0
1056,13,1056,0
1057,13,1057,0
1058,13,1058,0
1059,13,1059,0
1060,13,1060,0
1061,13,1061,0
1062,13,1062,0
1063,13,1063,0
1064,13,1064,0
1065,13,1065,0
1066,13,1066,0
1067,13,1067,0
1068,13,1068,0
1069,13,1069,0
1070,13,1070,0
1071,13,1071,0
1072,13,1072,0
1073,13,1073,0
1074,13,1074,0
1075,13,1075,0
1076,13,1076,0
1077,13,1077,0
1078,13,1078,0
1079,13,1079,0
1080,13,1080,0
1081,13,1081,0
1082,13,1082,0
1083,13,1083,0
1084,13,1084,0
1085,13,1085,0
1086,13,1086,0
1087,13,1087,0
1088,13,1088,0
1089,13,1089,0
1090,13,1090,0
1091,13,1091,0
1092,13,1092,0
1093,13,1093,0
1094,13,1094,0
1095,13,1095,0
1096,13,1096,0
1097,13,1097,0
1098,13,1098,0
1099,13,1099,0
1100,13,1100,0
1101,13,1101,0
1102,13,1102,0
1103,13,1103,0
1104,13,1104,0
1105,13,1105,0
1106,13,1106,0
1107,13,1107,0
1108,13,1108,0
1109,13,1109,0
1110,13,1110,0
1111,13,1111,0
1112,13,1112,0
1113,13,1113,0
1114,13,1114,0
1115,13,1115,0
1116,13,1116,0
1117,13,1117,0
1118,13,1118,0
1119,13,1119,0
1120,13,1120,0
1121,13,1121,0
1122,13,1122,0
1123,13,1123,0
1124,13,1124,0
1125,13,1125,0
1126,13,1126,0
1127,13,1127,0
1128,13,1128,0
1129,13,1129,0
1130,13,1130,0
1131,13,1131,0
1132,13,1132,0
1133,13,1133,0
1134,13,1134,0
1135,13,1135,0
1136,13,1136,0
1137,13,1137,0
1138,13,1138,0
1139,13,1139,0
1140,13,1140,0
1141,13,1141,0
1142,13,1142,0
1143,13,1143,0
1144,13,1144,0
1145,13,1145,0
1146,13,1146,0
1147,13,1147,0
1148,13,1148,0
1149,13,1149,0
1150,13,1150,0
1151,13,1151,0
1152,13,1152,0
1153,13,1153,0
1154,13,1154,0
1155,13,1155,0
1156,13,1156,0
1157,13,1157,0
1158,13,1158,0
1159,13,1159,0
1160,13,1160,0
1161,13,1161,0
1162,13,1162,0
1163,13,1163,0
1164,13,1164,0
1165,13,1165,0
1166,13,1166,0
1167,13,1167,0
1168,13,1168,0
1169,13,1169,0
1170,13,1170,0
1171,13,1171,0
1172,13,1172,0
1173,13,1173,0
1174,13,1174,0
1175,13,1175,0
1176,13,1176,0
1177,13,1177,0
1178,13,1178,0
1179,13,1179,0
1180,13,1180,0
1181,13,1181,0
1182,13,1182,0
1183,13,1183,0
1184,13,1184,0
1185,13,1185,0
1186,13,1186,0
1187,13,1187,0
1188,13,1188,0
1189,13,1189,0
1190,13,1190,0
1191,13,1191,0
1192,13,1192,0
1193,13,1193,0
1194,13,1194,0
1195,13,1195,0
1196,13,1196,0
1197,13,1197,0
1198,13,1198,0
1199,13,1199,0
1200,13,1200,0
1201,13,1201,0
1202,13,1202,0
1203,13,1203,0
1204,13,1204,0
1205,13,1205,0
1206,13,1206,0
1207,13,1207,0
1208,13,1208,0
1209,13,1209,0
1210,13,1210,0
1211,13,1211,0
1212,13,1212,0
1213,13,1213,0
1214,13,1214,0
1215,13,1215,0
1216,13,1216,0
1217,13,1217,0
1218,13,1218,0
1219,13,1219,0
1220,13,1220,0
1221,13,1221,0
1222,13,1222,0
1223,13,1223,0
1224,13,1224,0
1225,13,1225,0
1226,13,1226,0
1227,13,1227,0
1228,13,1228,0
1229,13,1229,0
1230,13,1230,0
1231,13,1231,0
1232,13,1232,0
1233,13,1233,0
1234,13,1234,0
1235,13,1235,0
1236,13,1236,0
1237,13,1237,0
1238,13,1238,0
1239,13,1239,0
1240,13,1240,0
1241,13,1241,0
1242,13,1242,0
1243,13,1243,0
1244,13,1244,0
1245,13,1245,0
1246,13,1246,0
1247,13,1247,0
1248,13,1248,0
1249,13,1249,0
1250,13,1250,0
1251,13,1251,0
1252,13,1252,0
1253,13,1253,0
1254,13,1254,0
1255,13,1255,0
1256,13,1256,0
1257,13,1257,0
1258,13,1258,0
1259,13,1259,0
1260,13,1260,0
1261,13,1261,0
1262,13,1262,0
1263,13,1263,0
1264,13,1264,0
1265,13,1265,0
1266,13,1266,0
1267,13,1267,0
1268,13,1268,0
1269,13,1269,0
1270,13,1270,0
1271,13,1271,0
1272,13,1272,0
1273,13,1273,0
1274,13,1274,0
1275,13,1275,0
1276,13,1276,0
1277,13,1277,0
1278,13,1278,0
1279,13,1279,0
1280,13,1280,0
1281,13,1281,0
1282,13,1282,0
1283,13,1283,0
1284,13,1284,0
1285,13,1285,0
1286,13,1286,0
1287,13,1287,0
1288,13,1288,0
1289,13,1289,0
1290,13,1290,0
1291,13,1291,0
1292,13,1292,0
1293,13,1293,0
1294,13,1294,0
1295,13,1295,0
1296,13,1296,0
1297,13,1297,0
1298,13,1298,0
1299,13,1299,0
1300,13,1300,0
1301,13,1301,0
1302,13,1302,0
1303,13,1303,0
1304,13,1304,0
1305,13,1305,0
1306,13,1306,0
1307,13,1307,0
1308,13,1308,0
1309,13,1309,0
1310,13,1310,0
1311,13,1311,0
1312,13,1312,0
1313,13,1313,0
1314,13,1314,0
1315,13,1315,0
1316,13,1316,0
1317,13,1317,0
1318,13,1318,0
1319,13,1319,0
1320,13,1320,0
1321,13,1321,0
1322,13,1322,0
1323,13,1323,0
1324,13,1324,0
1325,13,1325,0
1326,13,1326,0
1327,13,1327,0
1328,13,1328,0
1329,13,1329,0
1330,13,1330,0
1331,13,1331,0
1332,13,1332,0
1333,13,1333,0
1334,13,1334,0
1335,13,1335,0
1336,13,1336,0
1337,13,1337,0
1338,13,1338,0
1339,13,1339,0
1340,13,1340,0
1341,13,1341,0
1342,13,1342,0
1343,13,1343,0
1344,13,1344,0
1345,13,1345,0
1346,13,1346,0
1347,13,1347,0
1348,13,1348,0
1349,13,1349,0
1350,13,1350,0
1351,13,1351,0
1352,13,1352,0
1353,13,1353,0
1354,13,1354,0
1355,13,1355,0
1356,13,1356,0
1357,13,1357,0
1358,13,1358,0
1359,13,1359,0
1360,13,1360,0
1361,13,1361,0
1362,13,1362,0
1363,13,1363,0
1364,13,1364,0
1365,13,1365,0
1366,13,1366,0
1367,13,1367,0
1368,13,1368,0
1369,13,1369,0
1370,13,1370,0
1371,13,1371,0
1372,13,1372,0
1373,13,1373,0
1374,13,1374,0
1375,13,1375,0
1376,13,1376,0
1377,13,1377,0
1378,13,1378,0
1379,13,1379,0
1380,13,1380,0
1381,13,1381,0
1382,13,1382,0
1383,13,1383,0
1384,13,1384,0
1385,13,1385,0
1386,13,1386,0
1387,13,1387,0
1388,13,1388,0
1389,13,1389,0
1390,13,1390,0
1391,13,1391,0
1392,13,1392,0
1393,13,1393,0
1394,13,1394,0
1395,13,1395,0
1396,13,1396,0
1397,13,1397,0
1398,13,1398,0
1399,13,1399,0
1400,13,1400,0
1401,13,1401,0
1402,13,1402,0
1403,13,1403,0
1404,13,1404,0
1405,13,1405,0
1406,13,1406,0
1407,13,1407,0
1408,13,1408,0
1409,13,1409,0
1410,13,1410,0
1411,13,1411,0
1412,13,1412,0
1413,13,1413,0
1414,13,1414,0
1415,13,1415,0
1416,13,1416,0
1417,13,1417,0
1418,13,1418,0
1419,13,1419,0
1420,13,1420,0
1421,13,1421,0
1422,13,1422,0
1423,13,1423,0
1424,13,1424,0
1425,13,1425,0
1426,13,1426,0
1427,13,1427,0
1428,13,1428,0
1429,13,1429,0
1430,13,1430,0
1431,13,1431,0
1432,13,1432,0
1433,13,1433,0
1434,13,1434,0
1435,13,1435,0
1436,13,1436,0
1437,13,1437,0
1438,13,1438,0
1439,13,1439,0
1440,13,1440,0
1441,13,1441,0
1442,13,1442,0
1443,13,1443,0
1444,13,1444,0
1445,13,1445,0
1446,13,1446,0
1447,13,1447,0
1448,13,1448,0
1449,13,1449,0
1450,13,1450,0
1451,13,1451,0
1452,13,1452,0
1453,13,1453,0
1454,13,1454,0
1455,13,1455,0
1456,13,1456,0
1457,13,1457,0
1458,13,1458,0
1459,13,1459,0
1460,13,1460,0
1461,13,1461,0
1462,13,1462,0
1463,13,1463,0
1464,13,1464,0
1465,13,1465,0
1466,13,1466,0
1467,13,1467,0
1468,13,1468,0
1469,13,1469,0
1470,13,1470,0
1471,13,1471,0
1472,13,1472,0
1473,13,1473,0
1474,13,1474,0
1475,13,1475,0
1476,13,1476,0
1477,13,1477,0
1478,13,1478,0
1479,13,1479,0
1480,13,1480,0
1481,13,1481,0
1482,13,1482,0
1483,13,1483,0
1484,13,1484,0
1485,13,1485,0
1486,13,1486,0
1487,13,1487,0
1488,13,1488,0
1489,13,1489,0
1490,13,1490,0
1491,13,1491,0
1492,13,1492,0
1493,13,1493,0
1494,13,1494,0
1495,13,1495,0
1496,13,1496,0
1497,13,1497,0
1498,13,1498,0
1499,13,1499,0
1500,13,1500,0
1501,13,1501,0
1502,13,1502,0
1503,13,1503,0
1504,13,1504,0
1505,13,1505,0
1506,13,1506,0
1507,13,1507,0
1508,13,1508,0
1509,13,1509,0
1510,13,1510,0
1511,13,1511,0
1512,13,1512,0
1513,13,1513,0
1514,13,1514,0
1515,13,1515,0
1516,13,1516,0
1517,13,1517,0
1518,13,1518,0
1519,13,1519,0
1520,13,1520,0
1521,13,1521,0
1522,13,1522,0
1523,13,1523,0
1524,13,1524,0
1525,13,1525,0
1526,13,1526,0
1527,13,1527,0
1528,13,1528,0
1529,13,1529,0
1530,13,1530,0
1531,13,1531,0
1532,13,1532,0
1533,13,1533,0
1534,13,1534,0
1535,13,1535,0
1536,13,1536,0
1537,13,1537,0
1538,13,1538,0
1539,13,1539,0
1540,13,1540,0
1541,13,1541,0
1542,13,1542,0
1543,13,1543,0
1544,13,1544,0
1545,13,1545,0
1546,13,1546,0
1547,13,1547,0
1548,13,1548,0
1549,13,1549,0
1550,13,1550,0
1551,13,1551,0
1552,13,1552,0
1553,13,1553,0
1554,13,1554,0
1555,13,1555,0
1556,13,1556,0
1557,13,1557,0
1558,13,1558,0
1559,13,1559,0
1560,13,1560,0
1561,13,1561,0
1562,13,1562,0
1563,13,1563,0
1564,13,1564,0
1565,13,1565,0
1566,13,1566,0
1567,13,1567,0
1568,13,1568,0
1569,13,1569,0
1570,13,1570,0
1571,13,1571,0
1572,13,1572,0
1573,13,1573,0
1574,13,1574,0
1575,13,1575,0
1576,13,1576,0
1577,13,1577,0
1578,13,1578,0
1579,13,1579,0
1580,13,1580,0
1581,13,1581,0
1582,13,1582,0
1583,13,1583,0
1584,13,1584,0
1585,13,1585,0
1586,13,1586,0
1587,13,1587,0
1588,13,1588,0
1589,13,1589,0
1590,13,1590,0
1591,13,1591,0
1592,13,1592,0
1593,13,1593,0
