sample_index,subject,true_class,pseudo_class,reliability,selected,pseudo_correct,selected_error,before_pc1,before_pc2,after_pc1,after_pc2
112,13,2,2,0.999900221824646,1,1,0,-9.201467037200928e-05,0.018557284027338028,0.4266284704208374,-0.7834522724151611
113,13,2,2,0.9999003410339355,1,1,0,0.000904228538274765,0.015433738008141518,0.4266478717327118,-0.7834491729736328
114,13,2,2,0.999900221824646,1,1,0,0.0013099908828735352,0.011199776083230972,0.42667156457901,-0.7834509015083313
115,13,2,2,0.9999002814292908,1,1,0,0.000980716198682785,0.007194073870778084,0.4266955554485321,-0.7834542989730835
116,13,2,2,0.9999004006385803,1,1,0,0.0002615712583065033,0.005121709778904915,0.42672085762023926,-0.783459484577179
117,13,2,2,0.9999002814292908,1,1,0,-0.0009750127792358398,0.0025554951280355453,0.42674580216407776,-0.7834650278091431
118,13,2,2,0.9999004602432251,1,1,0,-0.0006426610052585602,-0.0004901140928268433,0.4267697036266327,-0.7834793925285339
119,13,2,2,0.9999004602432251,1,1,0,0.0011987239122390747,-0.0039016902446746826,0.42679455876350403,-0.7835008502006531
120,13,2,2,0.9999004602432251,1,1,0,0.005868781358003616,-0.006382491439580917,0.426813542842865,-0.7835143208503723
121,13,2,2,0.9999005198478699,1,1,0,0.0115867480635643,-0.009167797863483429,0.4268341362476349,-0.7835232615470886
122,13,2,2,0.9999005198478699,1,1,0,0.017569907009601593,-0.012677274644374847,0.4268474578857422,-0.7835327386856079
123,13,2,2,0.9999005198478699,1,1,0,0.023593507707118988,-0.014117822051048279,0.4268566370010376,-0.7835481762886047
124,13,2,2,0.9999005198478699,1,1,0,0.02786053717136383,-0.015476513653993607,0.4268675446510315,-0.7835748791694641
125,13,2,2,0.9999005198478699,1,1,0,0.03261670470237732,-0.019727595150470734,0.42687878012657166,-0.7836152911186218
126,13,2,2,0.9999005794525146,1,1,0,0.037531621754169464,-0.02321615442633629,0.4268876910209656,-0.7836570143699646
127,13,2,2,0.9999005794525146,1,1,0,0.04211252182722092,-0.026051532477140427,0.4268910884857178,-0.7837020754814148
128,13,2,2,0.9999005198478699,1,1,0,0.04496433585882187,-0.028246019035577774,0.42689695954322815,-0.7837435603141785
129,13,2,2,0.9999005794525146,1,1,0,0.04665933549404144,-0.02935129404067993,0.42690229415893555,-0.7837797403335571
130,13,2,2,0.9999005794525146,1,1,0,0.05066702514886856,-0.02788926288485527,0.4269094467163086,-0.7838046550750732
131,13,2,2,0.9999005794525146,1,1,0,0.054544948041439056,-0.027759134769439697,0.4269169867038727,-0.7838249802589417
132,13,2,2,0.9999006390571594,1,1,0,0.05797114968299866,-0.027673237025737762,0.426929235458374,-0.7838262915611267
133,13,2,2,0.9999005198478699,1,1,0,0.05912674963474274,-0.028163444250822067,0.42694681882858276,-0.7838142514228821
134,13,2,2,0.9999005198478699,1,1,0,0.061049237847328186,-0.028319336473941803,0.4269616901874542,-0.7838007807731628
135,13,2,2,0.9999005794525146,1,1,0,0.06285817921161652,-0.028172757476568222,0.42697352170944214,-0.7837900519371033
136,13,2,2,0.9999005794525146,1,1,0,0.06344600021839142,-0.029198147356510162,0.4269886016845703,-0.7837812304496765
137,13,2,2,0.9999005794525146,1,1,0,0.06393451243638992,-0.03052065521478653,0.4270012378692627,-0.7837700843811035
138,13,2,2,0.9999006986618042,1,1,0,0.06262281537055969,-0.031073540449142456,0.42701393365859985,-0.7837738990783691
139,13,2,2,0.9999006390571594,1,1,0,0.062165409326553345,-0.03178485482931137,0.42702388763427734,-0.7837848663330078
140,13,2,2,0.9999005794525146,1,1,0,0.06064091622829437,-0.033141009509563446,0.42703625559806824,-0.7837955355644226
141,13,2,2,0.9999006390571594,1,1,0,0.05997026711702347,-0.035390324890613556,0.42704513669013977,-0.783815860748291
142,13,2,2,0.9999006390571594,1,1,0,0.059295959770679474,-0.038695529103279114,0.4270460307598114,-0.783840000629425
143,13,2,2,0.9999005794525146,1,1,0,0.05896182358264923,-0.04206155985593796,0.42704761028289795,-0.7838740348815918
144,13,2,2,0.9999006390571594,1,1,0,0.057872474193573,-0.04395081847906113,0.42705097794532776,-0.7839075922966003
145,13,2,2,0.9999005794525146,1,1,0,0.05695294588804245,-0.04532959312200546,0.42705556750297546,-0.7839341759681702
146,13,2,2,0.9999006390571594,1,1,0,0.055907756090164185,-0.04639243334531784,0.4270608127117157,-0.7839595079421997
147,13,2,2,0.9999006390571594,1,1,0,0.05427180975675583,-0.0461859405040741,0.42706501483917236,-0.783997654914856
148,13,2,2,0.9999006390571594,1,1,0,0.05301373451948166,-0.04642605781555176,0.4270729422569275,-0.7840210795402527
149,13,2,2,0.9999005794525146,1,1,0,0.05252113193273544,-0.04757963865995407,0.42707526683807373,-0.7840527892112732
150,13,2,2,0.9999006390571594,1,1,0,0.051741890609264374,-0.04941006749868393,0.4270729124546051,-0.7840691208839417
151,13,2,2,0.9999005198478699,1,1,0,0.051241226494312286,-0.05152882635593414,0.4270736873149872,-0.7840699553489685
152,13,2,2,0.9999006390571594,1,1,0,0.04999140650033951,-0.054469652473926544,0.42707476019859314,-0.7840656042098999
153,13,2,2,0.9999006390571594,1,1,0,0.050053440034389496,-0.05899043381214142,0.4270743131637573,-0.7840628623962402
154,13,2,2,0.9999006390571594,1,1,0,0.04876788705587387,-0.06387096643447876,0.4270722568035126,-0.7840714454650879
155,13,2,2,0.9999006390571594,1,1,0,0.04760923236608505,-0.06873032450675964,0.42707711458206177,-0.7840784192085266
156,13,2,2,0.9999006390571594,1,1,0,0.046929165720939636,-0.07288207858800888,0.4270817041397095,-0.784081757068634
157,13,2,2,0.9999006390571594,1,1,0,0.04553899168968201,-0.07565194368362427,0.42708784341812134,-0.7840933203697205
158,13,2,2,0.9999006390571594,1,1,0,0.04525827616453171,-0.0791090801358223,0.4270985424518585,-0.7840859293937683
159,13,2,2,0.9999006390571594,1,1,0,0.04468779265880585,-0.08301809430122375,0.4271148145198822,-0.7840691804885864
160,13,2,2,0.9999006390571594,1,1,0,0.04372670501470566,-0.0866171270608902,0.42712682485580444,-0.784052312374115
161,13,2,2,0.9999006390571594,1,1,0,0.04277648776769638,-0.09053472429513931,0.42714279890060425,-0.7840242385864258
162,13,2,2,0.9999006390571594,1,1,0,0.04243841767311096,-0.0936288833618164,0.42715346813201904,-0.7840172052383423
163,13,2,2,0.9999006986618042,1,1,0,0.04178120940923691,-0.09505309164524078,0.42716184258461,-0.7840143442153931
164,13,2,2,0.9999006986618042,1,1,0,0.04001516103744507,-0.09734487533569336,0.42716869711875916,-0.784013569355011
165,13,2,2,0.9999006986618042,1,1,0,0.03859446197748184,-0.09940804541110992,0.4271683394908905,-0.7840268015861511
166,13,2,2,0.9999006390571594,1,1,0,0.03741101920604706,-0.10131493210792542,0.4271625578403473,-0.7840501070022583
167,13,2,2,0.9999006390571594,1,1,0,0.03742168843746185,-0.10221575200557709,0.427148699760437,-0.784095287322998
168,13,2,2,0.9999006390571594,1,1,0,0.036968015134334564,-0.10223472118377686,0.42713508009910583,-0.7841413021087646
169,13,2,2,0.9999006390571594,1,1,0,0.03576728701591492,-0.10231751203536987,0.4271189868450165,-0.7841895818710327
170,13,2,2,0.9999005794525146,1,1,0,0.034105993807315826,-0.10368773341178894,0.427110493183136,-0.7842091917991638
171,13,2,2,0.9999005794525146,1,1,0,0.03191731870174408,-0.10605239868164062,0.42709365487098694,-0.7842413187026978
172,13,2,2,0.9999005198478699,1,1,0,0.02888406068086624,-0.10905347764492035,0.42708730697631836,-0.7842457294464111
173,13,2,2,0.9999005198478699,1,1,0,0.02611156553030014,-0.11128252744674683,0.4270956516265869,-0.7842127084732056
174,13,2,2,0.9999005198478699,1,1,0,0.023248538374900818,-0.1139286458492279,0.42711272835731506,-0.7841600775718689
175,13,2,2,0.9999005794525146,1,1,0,0.021323122084140778,-0.11603327095508575,0.4271268844604492,-0.7841036915779114
176,13,2,2,0.9999005794525146,1,1,0,0.02055010199546814,-0.11789163947105408,0.42714235186576843,-0.7840384244918823
177,13,2,2,0.9999005794525146,1,1,0,0.021047785878181458,-0.1204264760017395,0.4271622896194458,-0.7839552760124207
178,13,2,2,0.9999005794525146,1,1,0,0.022367730736732483,-0.12334397435188293,0.4271778464317322,-0.7838777899742126
179,13,2,2,0.9999005794525146,1,1,0,0.02470291405916214,-0.1265801638364792,0.4271819591522217,-0.7838134169578552
180,13,2,2,0.9999005794525146,1,1,0,0.028764843940734863,-0.12976869940757751,0.42718344926834106,-0.7837533354759216
181,13,2,2,0.9999005794525146,1,1,0,0.03364885598421097,-0.1320401430130005,0.4271846413612366,-0.7836995124816895
182,13,2,2,0.9999005794525146,1,1,0,0.03964453935623169,-0.1346566528081894,0.42718636989593506,-0.7836642861366272
183,13,2,2,0.9999005794525146,1,1,0,0.04497164487838745,-0.13674913346767426,0.42718878388404846,-0.7836238145828247
184,13,2,2,0.9999004602432251,1,1,0,0.049943916499614716,-0.13819612562656403,0.42719247937202454,-0.7835832834243774
185,13,2,2,0.9999005794525146,1,1,0,0.05337335169315338,-0.13874532282352448,0.4271998703479767,-0.7835411429405212
186,13,2,2,0.9999005794525146,1,1,0,0.05593312531709671,-0.13865642249584198,0.4272083044052124,-0.7835111618041992
187,13,2,2,0.9999005794525146,1,1,0,0.05819123238325119,-0.13902534544467926,0.4272156059741974,-0.7834815979003906
188,13,2,2,0.9999005794525146,1,1,0,0.060772642493247986,-0.13984286785125732,0.427219033241272,-0.7834586501121521
189,13,2,2,0.9999005794525146,1,1,0,0.06389112025499344,-0.14122560620307922,0.4272181987762451,-0.7834445238113403
190,13,2,2,0.9999005794525146,1,1,0,0.06654252111911774,-0.14226043224334717,0.42721694707870483,-0.7834267020225525
191,13,2,2,0.9999005794525146,1,1,0,0.06883915513753891,-0.14384469389915466,0.42721885442733765,-0.7834010124206543
192,13,2,2,0.9999005794525146,1,1,0,0.07077796012163162,-0.1450277417898178,0.42721864581108093,-0.7833767533302307
193,13,2,2,0.9999005198478699,1,1,0,0.07174942642450333,-0.1464163213968277,0.4272194802761078,-0.7833508253097534
194,13,2,2,0.9999005794525146,1,1,0,0.07251613587141037,-0.14792051911354065,0.42721784114837646,-0.7833237648010254
195,13,2,2,0.9999005794525146,1,1,0,0.07314322888851166,-0.14939843118190765,0.4272167682647705,-0.7833017706871033
196,13,2,2,0.9999005794525146,1,1,0,0.07495372742414474,-0.15145675837993622,0.42721542716026306,-0.7832792401313782
197,13,2,2,0.9999005794525146,1,1,0,0.07733351737260818,-0.1531827598810196,0.42721065878868103,-0.7832546830177307
198,13,2,2,0.9999005794525146,1,1,0,0.07953248918056488,-0.15537501871585846,0.427208811044693,-0.7832247614860535
199,13,2,2,0.9999005794525146,1,1,0,0.08146555721759796,-0.15771527588367462,0.4272085130214691,-0.7831971645355225
200,13,2,2,0.9999005794525146,1,1,0,0.08333554863929749,-0.1593043953180313,0.42720839381217957,-0.7831679582595825
201,13,2,2,0.9999005794525146,1,1,0,0.08543123304843903,-0.16100722551345825,0.42720696330070496,-0.7831448912620544
202,13,2,2,0.9999005794525146,1,1,0,0.08767929673194885,-0.16229674220085144,0.427203893661499,-0.7831308841705322
203,13,2,2,0.9999005794525146,1,1,0,0.08982698619365692,-0.16334740817546844,0.4271993935108185,-0.7831319570541382
204,13,2,2,0.9999005794525146,1,1,0,0.09173132479190826,-0.16391192376613617,0.4271937906742096,-0.7831376791000366
205,13,2,2,0.9999005198478699,1,1,0,0.09292683005332947,-0.16383832693099976,0.4271892011165619,-0.7831440567970276
206,13,2,2,0.9999005794525146,1,1,0,0.09474346041679382,-0.16350074112415314,0.42718586325645447,-0.7831521034240723
207,13,2,2,0.9999005794525146,1,1,0,0.09563513100147247,-0.16315339505672455,0.42718568444252014,-0.7831559181213379
208,13,2,2,0.9999005198478699,1,1,0,0.09611141681671143,-0.16297794878482819,0.42719337344169617,-0.7831433415412903
209,13,2,2,0.9999005794525146,1,1,0,0.09682902693748474,-0.1625407189130783,0.42719656229019165,-0.783136248588562
210,13,2,2,0.9999005794525146,1,1,0,0.09721408784389496,-0.16233371198177338,0.427198588848114,-0.7831326723098755
211,13,2,2,0.9999005198478699,1,1,0,0.09824778139591217,-0.16175691783428192,0.4272048771381378,-0.7831253409385681
212,13,2,2,0.9999005794525146,1,1,0,0.09885907173156738,-0.16101397573947906,0.4272140562534332,-0.7831172943115234
213,13,2,2,0.9999005794525146,1,1,0,0.09859742224216461,-0.16086694598197937,0.42722710967063904,-0.7831058502197266
214,13,2,2,0.9999005794525146,1,1,0,0.09744368493556976,-0.16087062656879425,0.4272388815879822,-0.7830997109413147
215,13,2,2,0.9999005198478699,1,1,0,0.09695430099964142,-0.16059871017932892,0.4272445738315582,-0.7831050157546997
216,13,2,2,0.9999005198478699,1,1,0,0.0964018702507019,-0.1599481701850891,0.42725443840026855,-0.7831075191497803
217,13,2,2,0.9999005198478699,1,1,0,0.09499482810497284,-0.15916286408901215,0.4272626042366028,-0.7831189632415771
218,13,2,2,0.9999005198478699,1,1,0,0.09358245134353638,-0.15773959457874298,0.4272734820842743,-0.783117413520813
219,13,2,2,0.9999005198478699,1,1,0,0.09227705001831055,-0.15625879168510437,0.42727866768836975,-0.7831218838691711
220,13,2,2,0.9999005198478699,1,1,0,0.0914081335067749,-0.15505275130271912,0.4272821247577667,-0.7831212878227234
221,13,2,2,0.9999005198478699,1,1,0,0.090323805809021,-0.15356005728244781,0.4272792637348175,-0.7831239104270935
222,13,2,2,0.9999005198478699,1,1,0,0.08902320265769958,-0.1520407795906067,0.4272768497467041,-0.7831211090087891
223,13,2,2,0.9999003410339355,1,1,0,0.08802628517150879,-0.15069414675235748,0.42727380990982056,-0.7831149697303772
224,13,2,2,0.9999003410339355,1,1,0,0.08673663437366486,-0.15020287036895752,0.4272761642932892,-0.7831039428710938
225,13,2,2,0.9999004602432251,1,1,0,0.08562316000461578,-0.1495761275291443,0.4272778332233429,-0.7830979824066162
226,13,2,2,0.9999003410339355,1,1,0,0.08423775434494019,-0.149270161986351,0.4272764325141907,-0.7830967307090759
227,13,2,2,0.9999003410339355,1,1,0,0.08301250636577606,-0.14901316165924072,0.4272686243057251,-0.783104419708252
